coupling_function,coupling_parameter,alpha,window_mode,device_count,run_index,run_id,expected_packets,actual_packets,successful_packets,raw_send_packets,simultaneous_collision_count,overall_per_percent,ttu_cycle,max_convergence_cycle,mingap_convergence_cycle,aux_mean_convergence_cycle,max_converged,mingap_converged,aux_mean_converged,final_10_cycle_new_mean_abs_dev,final_10_cycle_new_max_abs_dev,final_10_cycle_min_gap_median,epsilon_tolerance_rad,minimum_collision_free_gap_rad,carrier_sense_duration_ms,airtime_ms,occupied_time_ms
PCO_D,0.1,0.1,fixed_r_025,5,9,pco_d_0009,900,893,893,893,0,0.7777777777777778,11.0,2.0,1.0,2.0,True,True,True,0.04205856947228947,0.15005323297886175,1.227074175199765,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,10,pco_d_0010,900,893,893,893,0,0.7777777777777778,11.0,2.0,1.0,2.0,True,True,True,0.01182472520257829,0.0295618130064458,1.227075230787908,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,11,pco_d_0011,900,894,894,894,0,0.6666666666666666,27.0,9.0,1.0,1.0,True,True,True,0.011824814563910917,0.02956203640977728,1.227075153715678,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,12,pco_d_0012,900,893,893,893,0,0.7777777777777778,11.0,3.0,1.0,2.0,True,True,True,0.04205903835261946,0.1500540363403541,1.2270727594989026,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,13,pco_d_0013,900,894,894,894,0,0.6666666666666666,21.0,12.0,1.0,1.0,True,True,True,0.01182565702167262,0.029564142554181494,1.227072930528144,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,14,pco_d_0014,900,894,894,894,0,0.6666666666666666,11.0,7.0,1.0,1.0,True,True,True,0.011825938641513236,0.029564846603783047,1.2270722396248503,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,15,pco_d_0015,900,893,893,893,0,0.7777777777777778,14.0,2.0,1.0,1.0,True,True,True,0.011824911048057194,0.029562277620143008,1.227074687882478,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,16,pco_d_0016,900,894,894,894,0,0.6666666666666666,11.0,3.0,1.0,1.0,True,True,True,0.011825389613256066,0.029563474033140125,1.2270736490981435,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,17,pco_d_0017,900,892,892,892,0,0.8888888888888888,11.0,7.0,1.0,2.0,True,True,True,0.04205907419779309,0.15005395177891998,1.2270727835483983,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,18,pco_d_0018,900,892,892,892,0,0.8888888888888888,13.0,13.0,1.0,2.0,True,True,True,0.011824193347071597,0.02956048336767898,1.2270764783139758,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,19,pco_d_0019,900,894,894,894,0,0.6666666666666666,11.0,5.0,1.0,1.0,True,True,True,0.011825925638202114,0.029564814095505286,1.227072258668752,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,20,pco_d_0020,900,893,893,893,0,0.7777777777777778,20.0,7.0,1.0,1.0,True,True,True,0.011824499195141223,0.02956124798785309,1.2270757800465724,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,21,pco_d_0021,900,894,894,894,0,0.6666666666666666,11.0,2.0,1.0,1.0,True,True,True,0.011825048792748687,0.02956262198187174,1.2270744805041116,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,22,pco_d_0022,900,894,894,894,0,0.6666666666666666,11.0,1.0,1.0,1.0,True,True,True,0.011825215498618773,0.029563038746546956,1.2270740247706784,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,23,pco_d_0023,900,894,894,894,0,0.6666666666666666,11.0,7.0,1.0,1.0,True,True,True,0.011825724038804239,0.029564310097010615,1.227072829982296,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,24,pco_d_0024,900,894,894,894,0,0.6666666666666666,10.0,13.0,1.0,1.0,True,True,True,0.011825188155111573,0.029562970387778886,1.2270742396602512,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,25,pco_d_0025,900,893,893,893,0,0.7777777777777778,11.0,6.0,1.0,2.0,True,True,True,0.011824580118292198,0.029561450295730474,1.2270756293794687,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,26,pco_d_0026,900,893,893,893,0,0.7777777777777778,11.0,2.0,1.0,1.0,True,True,True,0.011826270324113507,0.029565675810283843,1.2270713572444518,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,27,pco_d_0027,900,891,891,891,0,1.0,12.0,6.0,3.0,2.0,True,True,True,0.011825456381726553,0.029563640954316385,1.227073214941801,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,28,pco_d_0028,900,892,892,892,0,0.8888888888888888,11.0,14.0,2.0,2.0,True,True,True,0.011825757720520937,0.02956439430130242,1.2270724220964508,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,29,pco_d_0029,900,893,893,893,0,0.7777777777777778,11.0,12.0,1.0,2.0,True,True,True,0.011825940107755098,0.029564850269387755,1.2270720316117973,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,30,pco_d_0030,900,893,893,893,0,0.7777777777777778,17.0,4.0,1.0,1.0,True,True,True,0.011824723289748545,0.029561808224371332,1.2270752243836918,1.224537524338598,0.03209953709731907,5,20.544,25.544
