time,oscillator_id,send_count,cycle_index,phase_ms,selected_run_index,selection
388745.52144858567,4,78,78,2080.5214485856704,3,"KURAMOTO N=5 K=10, PER=0"
391613.32171079156,2,79,78,4948.321710791555,3,"KURAMOTO N=5 K=10, PER=0"
391779.67828920844,3,79,79,114.67828920844477,3,"KURAMOTO N=5 K=10, PER=0"
392449.953153497,0,79,79,784.9531534970156,3,"KURAMOTO N=5 K=10, PER=0"
393097.43276859465,1,79,79,1432.4327685946482,3,"KURAMOTO N=5 K=10, PER=0"
393745.52144858567,4,79,79,2080.5214485856704,3,"KURAMOTO N=5 K=10, PER=0"
396612.2840581823,2,80,79,4947.284058182326,3,"KURAMOTO N=5 K=10, PER=0"
396780.7159418177,3,80,80,115.71594181767432,3,"KURAMOTO N=5 K=10, PER=0"
397449.953153497,0,80,80,784.9531534970156,3,"KURAMOTO N=5 K=10, PER=0"
398097.43276859465,1,80,80,1432.4327685946482,3,"KURAMOTO N=5 K=10, PER=0"
398745.52144858567,4,80,80,2080.5214485856704,3,"KURAMOTO N=5 K=10, PER=0"
401611.23365347844,2,81,80,4946.233653478441,3,"KURAMOTO N=5 K=10, PER=0"
401781.76634652156,3,81,81,116.76634652155917,3,"KURAMOTO N=5 K=10, PER=0"
402449.953153497,0,81,81,784.9531534970156,3,"KURAMOTO N=5 K=10, PER=0"
403097.43276859465,1,81,81,1432.4327685946482,3,"KURAMOTO N=5 K=10, PER=0"
403745.52144858567,4,81,81,2080.5214485856704,3,"KURAMOTO N=5 K=10, PER=0"
406610.1703472413,2,82,81,4945.170347241277,3,"KURAMOTO N=5 K=10, PER=0"
406782.8296527587,3,82,82,117.82965275872266,3,"KURAMOTO N=5 K=10, PER=0"
407449.953153497,0,82,82,784.9531534970156,3,"KURAMOTO N=5 K=10, PER=0"
408097.43276859465,1,82,82,1432.4327685946482,3,"KURAMOTO N=5 K=10, PER=0"
408745.52144858567,4,82,82,2080.5214485856704,3,"KURAMOTO N=5 K=10, PER=0"
411609.09398855653,2,83,82,4944.093988556531,3,"KURAMOTO N=5 K=10, PER=0"
411783.90601144347,3,83,83,118.90601144346874,3,"KURAMOTO N=5 K=10, PER=0"
