coupling_function,coupling_parameter,alpha,window_mode,device_count,run_index,run_id,expected_packets,actual_packets,successful_packets,raw_send_packets,simultaneous_collision_count,overall_per_percent,ttu_cycle,max_convergence_cycle,mingap_convergence_cycle,aux_mean_convergence_cycle,max_converged,mingap_converged,aux_mean_converged,final_10_cycle_new_mean_abs_dev,final_10_cycle_new_max_abs_dev,final_10_cycle_min_gap_median,epsilon_tolerance_rad,minimum_collision_free_gap_rad,carrier_sense_duration_ms,airtime_ms,occupied_time_ms,backoff_retry_total,retry_exhausted_abandon_total,csma_w0_ms,csma_w_max_ms,csma_max_retries
CSMA_CA,0,0,fixed_anchor,5,4,csma_ca_0004,900,900,900,900,0,0.0,10.0,1.0,1,1.0,True,True,True,0.5378406622945724,1.1900352971798136,0.7527255998001143,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,5,csma_ca_0005,900,900,900,900,0,0.0,10.0,1.0,1,1.0,True,True,True,0.46244243860841766,0.6936636579126262,0.5629734035232912,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,6,csma_ca_0006,900,900,900,900,0,0.0,10.0,,1,,False,True,False,1.2958441377527181,2.2041414057585995,0.042090482177122635,1.224537524338598,0.03209953709731907,5,20.544,25.544,331,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,7,csma_ca_0007,900,900,900,900,0,0.0,10.0,,1,1.0,False,True,True,0.831893734670577,2.0797343366764425,0.5441238476017523,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,8,csma_ca_0008,900,900,900,900,0,0.0,10.0,,1,,False,True,False,1.2938335184544205,2.932990901391431,0.05654866776461631,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,9,csma_ca_0009,900,900,900,900,0,0.0,10.0,1.0,1,1.0,True,True,True,0.49159641843373086,0.8230972752405252,0.433539786195392,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,10,csma_ca_0010,900,900,900,900,0,0.0,10.0,1.0,1,1.0,True,True,True,0.5494017232597831,1.1510795482753011,0.33677873246482637,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,11,csma_ca_0011,900,900,900,900,0,0.0,10.0,,1,1.0,False,True,True,1.0867397307297817,2.716849326824453,0.03895574890451314,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,12,csma_ca_0012,900,900,900,900,0,0.0,10.0,,1,1.0,False,True,True,0.8585344403730186,1.6725839287712063,0.11309733552923257,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,13,csma_ca_0013,900,900,900,900,0,0.0,10.0,,1,1.0,False,True,True,0.6579751653678463,1.4564423542042284,0.5227610175573414,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,14,csma_ca_0014,900,900,900,900,0,0.0,10.0,,1,1.0,False,True,True,0.7655432978267609,1.9138582445669023,0.35311501426349245,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,15,csma_ca_0015,900,900,900,900,0,0.0,10.0,1.0,1,1.0,True,True,True,0.6624990587890156,0.9650972631827841,0.5328141140488287,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,16,csma_ca_0016,900,900,900,900,0,0.0,10.0,,1,1.0,False,True,True,0.7580034754581451,1.572052963856332,0.5252742916802138,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,17,csma_ca_0017,900,900,900,900,0,0.0,10.0,,1,1.0,False,True,True,0.8409415215129158,1.2779998914803279,0.07916813487046337,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,18,csma_ca_0018,900,900,900,900,0,0.0,11.0,,1,1.0,False,True,True,0.8705981561628036,2.176495390407009,0.05403539364174481,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,19,csma_ca_0019,900,900,900,900,0,0.0,10.0,,1,1.0,False,True,True,0.774088429844525,1.5921591568393076,0.34557519189487707,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,20,csma_ca_0020,900,900,900,900,0,0.0,10.0,,1,1.0,False,True,True,0.8424494859866393,2.1061237149665986,0.047752208334565616,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,21,csma_ca_0021,900,900,900,900,0,0.0,10.0,1.0,1,1.0,True,True,True,0.6026831346646657,1.1736990153811462,0.2890265241302612,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,22,csma_ca_0022,900,900,900,900,0,0.0,10.0,1.0,1,1.0,True,True,True,0.386038905273114,0.5692565888304708,0.7652919704144734,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,23,csma_ca_0023,900,900,900,900,0,0.0,10.0,,1,1.0,False,True,True,0.8570264758992957,2.1425661897482398,0.3292389100962103,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,24,csma_ca_0024,900,900,900,900,0,0.0,10.0,,1,1.0,False,True,True,0.7429238307209144,1.6298582686823848,0.4737521721613409,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,25,csma_ca_0025,900,900,900,900,0,0.0,10.0,,1,1.0,False,True,True,0.9922406237098004,1.8133272796520288,0.06283185307179551,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,26,csma_ca_0026,900,900,900,900,0,0.0,11.0,1.0,1,1.0,True,True,True,0.7876601101080329,1.0191326568245287,0.23750440461138833,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,27,csma_ca_0027,900,900,900,900,0,0.0,10.0,,1,1.0,False,True,True,1.2169273302945425,2.288336088874806,0.0394025384425607,1.224537524338598,0.03209953709731907,5,20.544,25.544,331,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,28,csma_ca_0028,900,900,900,900,0,0.0,10.0,,1,1.0,False,True,True,1.2083821982767782,1.8811856809695686,0.1281769802664634,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,29,csma_ca_0029,900,900,900,900,0,0.0,10.0,,1,1.0,False,True,True,1.1440423807312592,2.6339112807696834,0.0640884901332317,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,30,csma_ca_0030,900,900,900,900,0,0.0,10.0,,1,1.0,False,True,True,0.5840849061554144,1.4602122653885363,0.7087433026498573,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,31,csma_ca_0031,900,900,900,900,0,0.0,10.0,1.0,1,1.0,True,True,True,0.6499326881746562,1.2076282160399163,0.04900884539600092,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,32,csma_ca_0032,900,900,900,900,0,0.0,10.0,1.0,1,1.0,True,True,True,0.4709875706261813,1.0580884057290416,0.19854865570687563,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,33,csma_ca_0033,900,900,900,900,0,0.0,11.0,,1,1.0,False,True,True,0.7675539171250583,1.4149733311768427,0.27394687939303,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,34,csma_ca_0034,900,900,900,900,0,0.0,10.0,,1,,False,True,False,1.5597379206542605,3.899344801635651,0.04948806724847721,1.224537524338598,0.03209953709731907,5,20.544,25.544,303,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,35,csma_ca_0035,900,900,900,900,0,0.0,10.0,,1,1.0,False,True,True,0.9982724816046925,2.4956812040117313,0.039649464349830854,1.224537524338598,0.03209953709731907,5,20.544,25.544,308,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,36,csma_ca_0036,900,900,900,900,0,0.0,10.0,,1,1.0,False,True,True,1.0234052228334112,2.5585130570835277,0.4410796085640074,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,37,csma_ca_0037,900,900,900,900,0,0.0,10.0,,1,1.0,False,True,True,0.8354123184425978,1.9339644375498763,0.33803536952626256,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,38,csma_ca_0038,900,900,900,900,0,0.0,10.0,,1,1.0,False,True,True,0.9852034561657591,2.4630086404143974,0.14953981031087427,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,39,csma_ca_0039,900,900,900,900,0,0.0,10.0,,1,1.0,False,True,True,0.9605733697616152,2.4014334244040385,0.3154159024204153,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,40,csma_ca_0040,900,900,900,900,0,0.0,10.0,1.0,1,1.0,True,True,True,0.5237663272064903,1.1272034441080188,0.5566902182161115,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,41,csma_ca_0041,900,900,900,900,0,0.0,10.0,,1,1.0,False,True,True,1.0158654004647956,2.0407785877719293,0.13697343969651588,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,42,csma_ca_0042,900,900,900,900,0,0.0,10.0,,1,1.0,False,True,True,0.8806512526542909,2.050831684263417,0.10932742434492482,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,43,csma_ca_0043,900,900,900,900,0,0.0,10.0,,1,1.0,False,True,True,1.0786972535365913,2.6967431338414785,0.06785840131754028,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,44,csma_ca_0044,900,900,900,900,0,0.0,10.0,1.0,1,1.0,True,True,True,0.441330935976294,0.7778583410288327,0.4787787204070846,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,45,csma_ca_0045,900,900,900,900,0,0.0,11.0,,1,1.0,False,True,True,0.943985760550661,2.3599644013766534,0.06157521601035931,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,46,csma_ca_0046,900,900,900,900,0,0.0,10.0,1.0,1,1.0,True,True,True,0.8087716127401563,1.1359999035380692,0.3933274002294418,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,47,csma_ca_0047,900,900,900,900,0,0.0,10.0,1.0,1,1.0,True,True,True,0.7353840083522989,1.043008760991811,0.268920331147287,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,48,csma_ca_0048,900,900,900,900,0,0.0,10.0,,1,1.0,False,True,True,1.0002831009029904,2.500707752257476,0.4611858015469812,1.224537524338598,0.03209953709731907,5,20.544,25.544,0,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,5,49,csma_ca_0049,900,900,900,900,0,0.0,10.0,,1,1.0,False,True,True,0.8942343291682496,1.7366724189044376,0.05099630853659731,1.224537524338598,0.03209953709731907,5,20.544,25.544,249,0,25.0,200.0,5
CSMA_CA,0,0,fixed_anchor,10,0,csma_ca_0000,1800,1620,1620,1620,0,10.0,,,1,1.0,False,True,True,0.5015378138530906,1.0191326568245287,0.04900884539600092,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,180,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,1,csma_ca_0001,1800,1620,1620,1620,0,10.0,,,1,1.0,False,True,True,0.4177620097573625,0.9939999155958098,0.038955748904513365,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,180,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,2,csma_ca_0002,1800,1620,1620,1620,0,10.0,,,1,1.0,False,True,True,0.40044834357757886,0.8997521359881165,0.10304423903774484,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,180,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,3,csma_ca_0003,1800,1800,1800,1800,0,0.0,10.0,,1,1.0,False,True,True,0.417706159221299,1.5268140296446397,0.0791681348704627,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,0,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,4,csma_ca_0004,1800,1800,1800,1800,0,0.0,10.0,,1,1.0,False,True,True,0.34130262588599514,0.6597344572538564,0.1269203432050272,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,0,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,5,csma_ca_0005,1800,1800,1800,1800,0,0.0,10.0,,1,1.0,False,True,True,0.33275749386823084,0.9877167302886303,0.2500707752257476,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,0,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,6,csma_ca_0006,1800,1620,1620,1620,0,10.0,,2.0,1,1.0,True,True,True,0.3702890541031171,0.5478937587860603,0.1269203432050272,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,180,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,7,csma_ca_0007,1800,1620,1620,1620,0,10.0,,,1,1.0,False,True,True,0.37503634966854166,1.504194562538793,0.09550441666912945,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,180,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,8,csma_ca_0008,1800,1800,1800,1800,0,0.0,10.0,,1,,False,True,False,0.7022087899303905,1.8258936502663872,0.03518583772020545,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,0,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,9,csma_ca_0009,1800,1620,1620,1620,0,10.0,,,1,1.0,False,True,True,0.41664499903608637,1.285539713848943,0.07791149780902695,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,180,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,10,csma_ca_0010,1800,1800,1800,1800,0,0.0,10.0,,1,1.0,False,True,True,0.4295185475987965,0.7401592291857553,0.0666017642561032,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,0,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,11,csma_ca_0011,1800,1800,1800,1800,0,0.0,10.0,,1,1.0,False,True,True,0.4579185451872485,1.2516105131901731,0.03895574890451314,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,0,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,12,csma_ca_0012,1800,1800,1800,1800,0,0.0,10.0,,1,1.0,False,True,True,0.433037131370817,0.9814335449814513,0.060318578948924007,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,0,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,13,csma_ca_0013,1800,1800,1800,1800,0,0.0,10.0,1.0,1,1.0,True,True,True,0.2681663489104249,0.5579468552775477,0.0703716754404109,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,0,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,14,csma_ca_0014,1800,1800,1800,1800,0,0.0,10.0,,1,1.0,False,True,True,0.4915964184337308,1.5494334967504855,0.06157521601035998,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,0,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,15,csma_ca_0015,1800,1800,1800,1800,0,0.0,10.0,1.0,1,1.0,True,True,True,0.2337344934270807,0.5252742916802136,0.10304423903774518,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,0,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,16,csma_ca_0016,1800,1620,1620,1620,0,10.0,,,1,1.0,False,True,True,0.5437049685812736,1.9201414298740815,0.08293804605477051,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,180,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,17,csma_ca_0017,1800,1800,1800,1800,0,0.0,10.0,,1,1.0,False,True,True,0.39031147128199584,0.9914866414729389,0.07539822368615523,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,0,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,18,csma_ca_0018,1800,1800,1800,1800,0,0.0,11.0,,1,1.0,False,True,True,0.4121769561509807,1.3584246634122263,0.05403539364174481,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,0,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,19,csma_ca_0019,1800,1620,1620,1620,0,10.0,,,1,1.0,False,True,True,0.4959527602467085,1.9427608969799273,0.0615752160103602,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,180,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,20,csma_ca_0020,1800,1800,1800,1800,0,0.0,10.0,,1,1.0,False,True,True,0.4928530554951669,1.5016812884159219,0.047752208334565616,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,0,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,21,csma_ca_0021,1800,1800,1800,1800,0,0.0,10.0,,1,1.0,False,True,True,0.28073271952478385,0.6471680866394977,0.21865484868984963,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,0,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,22,csma_ca_0022,1800,1800,1800,1800,0,0.0,10.0,1.0,1,1.0,True,True,True,0.25082475746260896,0.46998226097703333,0.19980529276831094,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,0,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,23,csma_ca_0023,1800,1800,1800,1800,0,0.0,10.0,1.0,1,1.0,True,True,True,0.23247785636564483,0.5139645581272901,0.3292389100962103,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,0,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,24,csma_ca_0024,1800,1800,1800,1800,0,0.0,10.0,,1,1.0,False,True,True,0.3440672274211539,0.6810972872982667,0.0892212313619507,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,0,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,25,csma_ca_0025,1800,1800,1800,1800,0,0.0,10.0,,1,1.0,False,True,True,0.5225096901450546,1.9553272675942879,0.06283185307179551,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,0,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,26,csma_ca_0026,1800,1800,1800,1800,0,0.0,11.0,,1,1.0,False,True,True,0.46168845637155603,1.2440706908215584,0.08670795723907831,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,0,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,27,csma_ca_0027,1800,1620,1620,1620,0,10.0,,,1,1.0,False,True,True,0.4590914064445887,1.959097178778595,0.07288494956328284,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,180,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,28,csma_ca_0028,1800,1620,1620,1620,0,10.0,,,1,1.0,False,True,True,0.46663122881320407,0.8042477193189871,0.09173450548482187,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,180,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,29,csma_ca_0029,1800,1620,1620,1620,0,10.0,,,1,1.0,False,True,True,0.4294906223307649,2.0407785877719307,0.08545132017764223,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,180,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,30,csma_ca_0030,1800,1800,1800,1800,0,0.0,10.0,,1,1.0,False,True,True,0.29128847084084564,0.8180707269947822,0.22619467105846525,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,0,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,31,csma_ca_0031,1800,1620,1620,1620,0,10.0,,,1,1.0,False,True,True,0.3524168825626951,1.102070702879299,0.05026548245743667,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,180,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,32,csma_ca_0032,1800,1800,1800,1800,0,0.0,10.0,,1,1.0,False,True,True,0.32873625527163586,0.5994158783049324,0.19352210746113108,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,0,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,33,csma_ca_0033,1800,1620,1620,1620,0,10.0,,,1,,False,True,False,0.6163106654642376,2.0432918618948013,0.05529203070318012,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,180,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,34,csma_ca_0034,1800,1620,1620,1620,0,10.0,,,1,1.0,False,True,True,0.5423087051796781,1.561999867364845,0.15959290680236116,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,180,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,35,csma_ca_0035,1800,1620,1620,1620,0,10.0,,1.0,1,1.0,True,True,True,0.2516066649675026,0.4448495197483151,0.18975219627682344,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,180,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,36,csma_ca_0036,1800,1800,1800,1800,0,0.0,10.0,,1,1.0,False,True,True,0.32898758268392303,1.256637061435917,0.1457698991265664,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,0,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,37,csma_ca_0037,1800,1800,1800,1800,0,0.0,10.0,,1,1.0,False,True,True,0.4373096973796991,2.0432918618948013,0.06785840131753962,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,0,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,38,csma_ca_0038,1800,1800,1800,1800,0,0.0,10.0,,1,1.0,False,True,True,0.4116743013264065,1.0983007916949918,0.14953981031087427,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,0,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,39,csma_ca_0039,1800,1800,1800,1800,0,0.0,10.0,,1,1.0,False,True,True,0.36015218180753383,1.2302476831457632,0.060318578948924007,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,0,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,40,csma_ca_0040,1800,1620,1620,1620,0,10.0,,,1,1.0,False,True,True,0.40631264986428006,1.255380424374481,0.1306902543893349,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,180,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,41,csma_ca_0041,1800,1620,1620,1620,0,10.0,,,1,1.0,False,True,True,0.415248735634491,0.7627786962916027,0.13697343969651588,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,180,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,42,csma_ca_0042,1800,1800,1800,1800,0,0.0,10.0,,1,,False,True,False,0.6471680866394973,2.0370086765876216,0.07414158662471859,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,0,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,43,csma_ca_0043,1800,1800,1800,1800,0,0.0,10.0,,1,1.0,False,True,True,0.4642017304944277,1.6424246392967436,0.06031857894892445,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,0,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,44,csma_ca_0044,1800,1800,1800,1800,0,0.0,10.0,,1,1.0,False,True,True,0.4378123522042735,0.890955676558065,0.09424777960769415,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,0,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,45,csma_ca_0045,1800,1800,1800,1800,0,0.0,11.0,,1,1.0,False,True,True,0.5564388908038242,1.3735043081494573,0.03392920065876977,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,0,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,46,csma_ca_0046,1800,1800,1800,1800,0,0.0,10.0,,1,1.0,False,True,True,0.530300839925957,1.7643184342560279,0.12817698026646385,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,0,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,47,csma_ca_0047,1800,1800,1800,1800,0,0.0,10.0,,1,1.0,False,True,True,0.45917518224868414,1.2654335208659688,0.1256637061435919,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,0,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,48,csma_ca_0048,1800,1800,1800,1800,0,0.0,10.0,,1,1.0,False,True,True,0.34482120965801577,1.0392388498075036,0.19980529276831094,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,0,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,49,csma_ca_0049,1800,1620,1620,1620,0,10.0,,,1,1.0,False,True,True,0.4118977034706616,1.1309733552923256,0.08922123136195004,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,180,0.0,0.0,0
CSMA_CA,0,0,fixed_anchor,10,0,csma_ca_0000,1800,1793,1793,1793,0,0.3888888888888889,11.0,,1,1.0,False,True,True,0.5142158855395774,1.0191326568245287,0.041167000378596,0.5962189936206396,0.03209953709731907,5,20.544,25.544,440,7,10.0,200.0,3
CSMA_CA,0,0,fixed_anchor,10,1,csma_ca_0001,1800,1800,1800,1800,0,0.0,10.0,,1,1.0,False,True,True,0.4313144190854583,0.956483701755991,0.034625388340844276,0.5962189936206396,0.03209953709731907,5,20.544,25.544,295,0,10.0,200.0,3
CSMA_CA,0,0,fixed_anchor,10,2,csma_ca_0002,1800,1767,1767,1767,0,1.8333333333333333,13.0,,1,1.0,False,True,True,0.41639925667740546,0.8997521359881165,0.046303592825219564,0.5962189936206396,0.03209953709731907,5,20.544,25.544,520,33,10.0,200.0,3
CSMA_CA,0,0,fixed_anchor,10,3,csma_ca_0003,1800,1800,1800,1800,0,0.0,10.0,,1,1.0,False,True,True,0.417706159221299,1.5268140296446397,0.0791681348704627,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,0,10.0,200.0,3
CSMA_CA,0,0,fixed_anchor,10,4,csma_ca_0004,1800,1800,1800,1800,0,0.0,10.0,,1,1.0,False,True,True,0.34130262588599514,0.6597344572538564,0.1269203432050272,0.5962189936206396,0.03209953709731907,5,20.544,25.544,0,0,10.0,200.0,3
