time,oscillator_id,send_count,cycle_index,record_type,action,carrier_sense_start,carrier_sense_end,blocking_oscillator_id,blocking_transmission_start,blocking_transmission_end,highlighted_device,selected_run_index
661299.1652585984,49,126.0,133,send,,,,,,,20,0
661401.8073932567,37,109.0,133,send,,,,,,,20,0
661502.936265717,46,102.0,133,send,,,,,,,20,0
661603.6062943266,26,133.0,133,send,,,,,,,20,0
661713.1511541189,33,133.0,133,send,,,,,,,20,0
661805.6715427324,0,133.0,133,send,,,,,,,20,0
661909.9568789746,3,131.0,133,send,,,,,,,20,0
662004.996179034,8,133.0,133,send,,,,,,,20,0
662116.9308910442,19,133.0,133,send,,,,,,,20,0
662219.9610956307,42,133.0,133,send,,,,,,,20,0
662333.644003313,31,132.0,133,send,,,,,,,20,0
662438.5744331052,27,133.0,133,send,,,,,,,20,0
662544.658123772,7,133.0,133,send,,,,,,,20,0
662649.9827913517,17,133.0,133,send,,,,,,,20,0
662760.8122344598,14,133.0,133,send,,,,,,,20,0
662862.061254238,38,133.0,133,send,,,,,,,20,0
662979.5430610448,23,80.0,133,send,,,,,,,20,0
663087.7843285172,10,133.0,133,send,,,,,,,20,0
663206.7688325463,48,133.0,133,send,,,,,,,20,0
663315.9262890234,34,133.0,133,send,,,,,,,20,0
663433.8394040627,1,133.0,133,send,,,,,,,20,0
663550.9675500509,40,133.0,133,send,,,,,,,20,0
663680.9335349264,15,133.0,133,send,,,,,,,20,0
663794.1436696835,36,125.0,133,send,,,,,,,20,0
663917.2895517249,43,98.0,133,send,,,,,,,20,0
664031.613914754,45,133.0,133,send,,,,,,,20,0
664154.7497090129,18,133.0,133,send,,,,,,,20,0
664267.5829698908,47,133.0,133,send,,,,,,,20,0
664383.1442162879,32,133.0,133,send,,,,,,,20,0
664507.363796679,5,133.0,133,send,,,,,,,20,0
664612.8434630767,44,133.0,133,send,,,,,,,20,0
664728.6244008287,9,124.0,133,send,,,,,,,20,0
664835.7217235964,11,133.0,133,send,,,,,,,20,0
664942.705022425,30,133.0,133,send,,,,,,,20,0
665042.2099143282,13,133.0,133,send,,,,,,,20,0
665141.9841349605,4,133.0,133,send,,,,,,,20,0
665241.6358572585,25,133.0,133,send,,,,,,,20,0
665333.2831207323,35,127.0,133,send,,,,,,,20,0
665425.3866336362,28,121.0,133,send,,,,,,,20,0
665517.2671920563,21,106.0,133,send,,,,,,,20,0
665608.7864232766,22,133.0,133,send,,,,,,,20,0
665697.286967105,16,82.0,134,send,,,,,,,20,0
665756.9991806911,2,62.0,134,send,,,,,,,20,0
665840.0297566444,6,134.0,134,send,,,,,,,20,0
665924.8981599108,39,134.0,134,send,,,,,,,20,0
666016.6794547358,41,134.0,134,send,,,,,,,20,0
666106.9116397088,24,94.0,134,send,,,,,,,20,0
666205.519082195,12,134.0,134,send,,,,,,,20,0
666303.1025113863,49,127.0,134,send,,,,,,,20,0
666397.3714756166,37,110.0,134,send,,,,,,,20,0
666498.5203670783,46,103.0,134,send,,,,,,,20,0
666608.0221929654,26,134.0,134,send,,,,,,,20,0
666709.0910563652,33,134.0,134,send,,,,,,,20,0
666809.7316404862,0,134.0,134,send,,,,,,,20,0
666905.7867621719,3,132.0,134,send,,,,,,,20,0
667009.1662958367,8,134.0,134,send,,,,,,,20,0
667112.4120355494,19,134.0,134,send,,,,,,,20,0
667224.4799511255,42,134.0,134,send,,,,,,,20,0
667329.0422840226,31,133.0,134,send,,,,,,,20,0
667443.1761523957,27,134.0,134,send,,,,,,,20,0
667540.0392160852,7,134.0,134,send,,,,,,,20,0
667654.6016990385,17,134.0,134,send,,,,,,,20,0
667756.3710751287,14,134.0,134,send,,,,,,,20,0
667866.5024135691,38,134.0,134,send,,,,,,,20,0
667974.7970278449,23,81.0,134,send,,,,,,,20,0
668092.530361717,10,134.0,134,send,,,,,,,20,0
668201.9828785972,48,134.0,134,send,,,,,,,20,0
668320.7122429725,34,134.0,134,send,,,,,,,20,0
668428.7064197419,1,134.0,134,send,,,,,,,20,0
668556.1005343718,40,134.0,134,send,,,,,,,20,0
668675.971072013,15,134.0,134,send,,,,,,,20,0
668799.1061325968,36,126.0,134,send,,,,,,,20,0
668912.278582458,43,99.0,134,send,,,,,,,20,0
669036.6248840209,45,134.0,134,send,,,,,,,20,0
669149.803654978,18,134.0,134,send,,,,,,,20,0
669272.5290239257,47,134.0,134,send,,,,,,,20,0
669388.2090200149,32,134.0,134,send,,,,,,,20,0
669502.7381314998,5,134.0,134,send,,,,,,,20,0
669617.4691282558,44,134.0,134,send,,,,,,,20,0
669723.9282211142,9,125.0,134,send,,,,,,,20,0
669831.0305136162,11,134.0,134,send,,,,,,,20,0
669938.3399643792,30,134.0,134,send,,,,,,,20,0
670046.574972374,13,134.0,134,send,,,,,,,20,0
670137.6126694713,4,134.0,134,send,,,,,,,20,0
670237.6139047337,25,134.0,134,send,,,,,,,20,0
670337.3050732571,35,128.0,134,send,,,,,,,20,0
670421.3544884091,28,122.0,134,send,,,,,,,20,0
670513.250833433,21,107.0,134,send,,,,,,,20,0
670604.9019849753,22,134.0,134,send,,,,,,,20,0
670694.66315063,16,83.0,135,send,,,,,,,20,0
670759.6229971661,2,63.0,135,send,,,,,,,20,0
670843.6750095756,6,135.0,135,send,,,,,,,20,0
670928.6237953195,39,135.0,135,send,,,,,,,20,0
671012.7193346466,41,135.0,135,send,,,,,,,20,0
671110.871759798,24,95.0,135,send,,,,,,,20,0
671201.2378873207,12,135.0,135,send,,,,,,,20,0
671298.9660363268,49,128.0,135,send,,,,,,,20,0
671401.507950676,37,111.0,135,send,,,,,,,20,0
671502.9571580983,46,104.0,135,send,,,,,,,20,0
671603.5888933904,26,135.0,135,send,,,,,,,20,0
671704.6764424169,33,135.0,135,send,,,,,,,20,0
671805.5171671796,0,135.0,135,send,,,,,,,20,0
671910.0012354784,3,133.0,135,send,,,,,,,20,0
672004.6380401207,8,135.0,135,send,,,,,,,20,0
672116.9402912654,19,135.0,135,send,,,,,,,20,0
672219.8942815326,42,135.0,135,send,,,,,,,20,0
672333.6279536154,31,134.0,135,send,,,,,,,20,0
672438.9264046821,27,135.0,135,send,,,,,,,20,0
672544.2889637988,7,135.0,135,send,,,,,,,20,0
672650.1378391894,17,135.0,135,send,,,,,,,20,0
672760.8349349778,14,135.0,135,send,,,,,,,20,0
672861.7540557367,38,135.0,135,send,,,,,,,20,0
672979.5453856774,23,82.0,135,send,,,,,,,20,0
673087.731552563,10,135.0,135,send,,,,,,,20,0
673206.7816877512,48,135.0,135,send,,,,,,,20,0
673315.9769772396,34,135.0,135,send,,,,,,,20,0
673433.4416854747,1,135.0,135,send,,,,,,,20,0
673550.8482682565,40,135.0,135,send,,,,,,,20,0
673681.2233381283,15,135.0,135,send,,,,,,,20,0
673794.1453104129,36,127.0,135,send,,,,,,,20,0
673917.239404642,43,100.0,135,send,,,,,,,20,0
674031.6637866275,45,135.0,135,send,,,,,,,20,0
674154.7647523715,18,135.0,135,send,,,,,,,20,0
674267.4590523454,47,135.0,135,send,,,,,,,20,0
674383.1891383788,32,135.0,135,send,,,,,,,20,0
674507.7580131359,5,135.0,135,send,,,,,,,20,0
674612.8007670343,44,135.0,135,send,,,,,,,20,0
674728.5965823358,9,126.0,135,send,,,,,,,20,0
674835.7269099343,11,135.0,135,send,,,,,,,20,0
674943.0453894373,30,135.0,135,send,,,,,,,20,0
675042.5796535542,13,135.0,135,send,,,,,,,20,0
675141.6079882911,4,135.0,135,send,,,,,,,20,0
675233.2407178998,25,135.0,135,send,,,,,,,20,0
675333.6152561373,35,129.0,135,send,,,,,,,20,0
675425.0443055289,28,123.0,135,send,,,,,,,20,0
675509.228711035,21,108.0,135,send,,,,,,,20,0
675600.9624490557,22,135.0,135,send,,,,,,,20,0
675691.8092393822,16,84.0,136,send,,,,,,,20,0
675762.4769084139,2,64.0,136,send,,,,,,,20,0
675847.3649402921,6,136.0,136,send,,,,,,,20,0
675924.9319608635,39,136.0,136,send,,,,,,,20,0
676016.4111691025,41,136.0,136,send,,,,,,,20,0
676106.9057864945,24,96.0,136,send,,,,,,,20,0
676205.2038606242,12,136.0,136,send,,,,,,,20,0
676303.253548443,49,129.0,136,send,,,,,,,20,0
676397.0580579437,37,112.0,136,send,,,,,,,20,0
676498.5429302338,46,105.0,136,send,,,,,,,20,0
676608.003121255,26,136.0,136,send,,,,,,,20,0
676700.2530962655,33,136.0,136,send,,,,,,,20,0
676809.940513331,0,136.0,136,send,,,,,,,20,0
676905.8486957804,3,134.0,136,send,,,,,,,20,0
677008.7905798188,8,136.0,136,send,,,,,,,20,0
677112.424759816,19,136.0,136,send,,,,,,,20,0
677224.409812982,42,136.0,136,send,,,,,,,20,0
677329.0101889088,31,135.0,136,send,,,,,,,20,0
677443.5441693887,27,136.0,136,send,,,,,,,20,0
677548.9095234612,7,136.0,136,send,,,,,,,20,0
677654.7796000865,17,136.0,136,send,,,,,,,20,0
677756.4081684592,14,136.0,136,send,,,,,,,20,0
677866.1808222553,38,136.0,136,send,,,,,,,20,0
677974.8017535552,23,83.0,136,send,,,,,,,20,0
678092.4751846852,10,136.0,136,send,,,,,,,20,0
678201.994085455,48,136.0,136,send,,,,,,,20,0
678320.7645795358,34,136.0,136,send,,,,,,,20,0
678428.2965875921,1,136.0,136,send,,,,,,,20,0
678555.9933661391,40,136.0,136,send,,,,,,,20,0
678676.2734215483,15,136.0,136,send,,,,,,,20,0
678799.0952269929,36,128.0,136,send,,,,,,,20,0
678912.2240816703,43,101.0,136,send,,,,,,,20,0
679036.6791095992,45,136.0,136,send,,,,,,,20,0
679149.824748897,18,136.0,136,send,,,,,,,20,0
679272.3990558198,47,136.0,136,send,,,,,,,20,0
679388.2612897835,32,136.0,136,send,,,,,,,20,0
679503.1513965048,5,136.0,136,send,,,,,,,20,0
679617.4073836653,44,136.0,136,send,,,,,,,20,0
679723.8989641235,9,127.0,136,send,,,,,,,20,0
679840.4245281466,11,136.0,136,send,,,,,,,20,0
679938.6790496232,30,136.0,136,send,,,,,,,20,0
680038.2353927227,13,136.0,136,send,,,,,,,20,0
680137.5866707652,4,136.0,136,send,,,,,,,20,0
680237.2620354256,25,136.0,136,send,,,,,,,20,0
680329.602837742,35,130.0,136,send,,,,,,,20,0
680421.3485843617,28,124.0,136,send,,,,,,,20,0
680512.9244322021,21,109.0,136,send,,,,,,,20,0
680596.9754719837,22,136.0,136,send,,,,,,,20,0
680688.7051965097,16,85.0,137,send,,,,,,,20,0
680765.5809512864,2,65.0,137,send,,,,,,,20,0
680843.9587642662,6,137.0,137,send,,,,,,,20,0
680928.3381368894,39,137.0,137,send,,,,,,,20,0
681012.4395809694,41,137.0,137,send,,,,,,,20,0
681110.8773746276,24,97.0,137,send,,,,,,,20,0
681200.902313354,12,137.0,137,send,,,,,,,20,0
681299.1373587066,49,130.0,137,send,,,,,,,20,0
681401.1742476801,37,113.0,137,send,,,,,,,20,0
681502.9943788548,46,106.0,137,send,,,,,,,20,0
681603.9548368531,26,137.0,137,send,,,,,,,20,0
681704.3013806674,33,137.0,137,send,,,,,,,20,0
681805.7324557974,0,137.0,137,send,,,,,,,20,0
681910.056753314,3,135.0,137,send,,,,,,,20,0
682013.3055832578,8,137.0,137,send,,,,,,,20,0
682116.9699558971,19,137.0,137,send,,,,,,,20,0
682219.8224845979,42,137.0,137,send,,,,,,,20,0
682333.5975172928,31,136.0,137,send,,,,,,,20,0
682438.9234878736,27,137.0,137,send,,,,,,,20,0
682553.5302049763,7,137.0,137,send,,,,,,,20,0
682650.321882779,17,137.0,137,send,,,,,,,20,0
682760.8658857667,14,137.0,137,send,,,,,,,20,0
682861.418245344,38,137.0,137,send,,,,,,,20,0
682979.5643304666,23,84.0,137,send,,,,,,,20,0
683087.6734834058,10,137.0,137,send,,,,,,,20,0
683206.7957867343,48,137.0,137,send,,,,,,,20,0
683316.0494549451,34,137.0,137,send,,,,,,,20,0
683433.0117121828,1,137.0,137,send,,,,,,,20,0
683550.7232931474,40,137.0,137,send,,,,,,,20,0
683681.54349454,15,137.0,137,send,,,,,,,20,0
683794.1363028748,36,129.0,137,send,,,,,,,20,0
683917.1830057884,43,102.0,137,send,,,,,,,20,0
684031.7194547034,45,137.0,137,send,,,,,,,20,0
684154.7844037928,18,137.0,137,send,,,,,,,20,0
684267.3211536714,47,137.0,137,send,,,,,,,20,0
684383.2256954187,32,137.0,137,send,,,,,,,20,0
684498.1434036028,5,137.0,137,send,,,,,,,20,0
684612.7376063358,44,137.0,137,send,,,,,,,20,0
684728.568741453,9,128.0,137,send,,,,,,,20,0
684836.1140402628,11,137.0,137,send,,,,,,,20,0
684942.9895375071,30,137.0,137,send,,,,,,,20,0
685033.8770382988,13,137.0,137,send,,,,,,,20,0
685141.9450251891,4,137.0,137,send,,,,,,,20,0
685233.2097830686,25,137.0,137,send,,,,,,,20,0
685325.5765824269,35,131.0,137,send,,,,,,,20,0
685417.3297520693,28,125.0,137,send,,,,,,,20,0
685509.2345440256,21,110.0,137,send,,,,,,,20,0
685600.6653601602,22,137.0,137,send,,,,,,,20,0
685685.3292809039,16,86.0,138,send,,,,,,,20,0
685768.9568668922,2,66.0,138,send,,,,,,,20,0
685847.4004297575,6,138.0,138,send,,,,,,,20,0
685924.6460441777,39,138.0,138,send,,,,,,,20,0
686016.1316736811,41,138.0,138,send,,,,,,,20,0
686106.9263113041,24,98.0,138,send,,,,,,,20,0
686204.8533766775,12,138.0,138,send,,,,,,,20,0
686303.4469965056,49,131.0,138,send,,,,,,,20,0
686396.708173745,37,114.0,138,send,,,,,,,20,0
686498.565808836,46,107.0,138,send,,,,,,,20,0
686599.5530524878,26,138.0,138,send,,,,,,,20,0
686708.7031650327,33,138.0,138,send,,,,,,,20,0
686810.1815575005,0,138.0,138,send,,,,,,,20,0
686905.5283628249,3,136.0,138,send,,,,,,,20,0
687017.8339737469,8,138.0,138,send,,,,,,,20,0
687112.4588497023,19,138.0,138,send,,,,,,,20,0
687224.3335907927,42,138.0,138,send,,,,,,,20,0
687328.9785527983,31,137.0,138,send,,,,,,,20,0
687443.5424523682,27,138.0,138,send,,,,,,,20,0
687549.2835737646,7,138.0,138,send,,,,,,,20,0
687654.5685139907,17,138.0,138,send,,,,,,,20,0
687756.4551211733,14,138.0,138,send,,,,,,,20,0
687865.8290099374,38,138.0,138,send,,,,,,,20,0
687974.8240543624,23,85.0,138,send,,,,,,,20,0
688092.41375951,10,138.0,138,send,,,,,,,20,0
688202.0056409558,48,138.0,138,send,,,,,,,20,0
688320.8396007237,34,138.0,138,send,,,,,,,20,0
688438.137479114,1,138.0,138,send,,,,,,,20,0
688555.8816594381,40,138.0,138,send,,,,,,,20,0
688676.6079102546,15,138.0,138,send,,,,,,,20,0
688799.0718871602,36,130.0,138,send,,,,,,,20,0
688912.1628047721,43,103.0,138,send,,,,,,,20,0
689036.7396557196,45,138.0,138,send,,,,,,,20,0
689149.8512604614,18,138.0,138,send,,,,,,,20,0
689272.2542970028,47,138.0,138,send,,,,,,,20,0
689378.1888997114,32,138.0,138,send,,,,,,,20,0
689493.1206887197,5,138.0,138,send,,,,,,,20,0
689617.7603212189,44,138.0,138,send,,,,,,,20,0
689723.8530376339,9,129.0,138,send,,,,,,,20,0
689831.4275289039,11,138.0,138,send,,,,,,,20,0
689939.0007815557,30,138.0,138,send,,,,,,,20,0
690037.8657942502,13,138.0,138,send,,,,,,,20,0
690137.9397851571,4,138.0,138,send,,,,,,,20,0
690237.2150231006,25,138.0,138,send,,,,,,,20,0
690321.5500027979,35,132.0,138,send,,,,,,,20,0
690421.3563316984,28,126.0,138,send,,,,,,,20,0
690505.2220484371,21,111.0,138,send,,,,,,,20,0
690596.9486673875,22,138.0,138,send,,,,,,,20,0
690681.6579139293,16,87.0,139,send,,,,,,,20,0
690765.5123235967,2,67.0,139,send,,,,,,,20,0
690844.0083230885,6,139.0,139,send,,,,,,,20,0
690928.0381508467,39,139.0,139,send,,,,,,,20,0
691012.1469754822,41,139.0,139,send,,,,,,,20,0
691110.911009503,24,99.0,139,send,,,,,,,20,0
691209.1495715665,12,139.0,139,send,,,,,,,20,0
691299.3545388923,49,132.0,139,send,,,,,,,20,0
691400.8006313583,37,115.0,139,send,,,,,,,20,0
691494.136070194,46,108.0,139,send,,,,,,,20,0
691603.9827911298,26,139.0,139,send,,,,,,,20,0
691704.2519990948,33,139.0,139,send,,,,,,,20,0
691805.9980125624,0,139.0,139,send,,,,,,,20,0
691909.711907763,3,137.0,139,send,,,,,,,20,0
692013.6819549947,8,139.0,139,send,,,,,,,20,0
692116.6108684544,19,139.0,139,send,,,,,,,20,0
692219.7443183342,42,139.0,139,send,,,,,,,20,0
692333.5678252568,31,138.0,139,send,,,,,,,20,0
692438.9053889185,27,139.0,139,send,,,,,,,20,0
692544.6663981017,7,139.0,139,send,,,,,,,20,0
692650.0995402042,17,139.0,139,send,,,,,,,20,0
692760.9240949599,14,139.0,139,send,,,,,,,20,0
692861.0501322447,38,139.0,139,send,,,,,,,20,0
692979.602932055,23,86.0,139,send,,,,,,,20,0
693087.6088787437,10,139.0,139,send,,,,,,,20,0
693206.8105217221,48,139.0,139,send,,,,,,,20,0
693315.6992320168,34,139.0,139,send,,,,,,,20,0
693443.2778478209,1,139.0,139,send,,,,,,,20,0
693561.0414438618,40,139.0,139,send,,,,,,,20,0
693681.897383371,15,139.0,139,send,,,,,,,20,0
693794.1146147747,36,131.0,139,send,,,,,,,20,0
693917.1200771576,43,104.0,139,send,,,,,,,20,0
694031.7814826409,45,139.0,139,send,,,,,,,20,0
694154.8094335401,18,139.0,139,send,,,,,,,20,0
694267.6087989539,47,139.0,139,send,,,,,,,20,0
694382.8343977602,32,139.0,139,send,,,,,,,20,0
694498.1580972868,5,139.0,139,send,,,,,,,20,0
694613.1079305855,44,139.0,139,send,,,,,,,20,0
694728.5054282673,9,130.0,139,send,,,,,,,20,0
694826.7106068243,11,139.0,139,send,,,,,,,20,0
694934.6636485459,30,139.0,139,send,,,,,,,20,0
695042.20292726,13,139.0,139,send,,,,,,,20,0
695133.5847491402,4,139.0,139,send,,,,,,,20,0
695233.5127164243,25,139.0,139,send,,,,,,,20,0
695325.2523094742,35,133.0,139,send,,,,,,,20,0
695417.6745491315,28,127.0,139,send,,,,,,,20,0
695508.9038310039,21,112.0,139,send,,,,,,,20,0
695593.2299923601,22,139.0,139,send,,,,,,,20,0
695677.9766259147,16,88.0,140,send,,,,,,,20,0
695762.0654852216,2,68.0,140,send,,,,,,,20,0
695847.4551614637,6,140.0,140,send,,,,,,,20,0
695931.7271112676,39,140.0,140,send,,,,,,,20,0
696015.8393909964,41,140.0,140,send,,,,,,,20,0
696106.6012182079,24,100.0,140,send,,,,,,,20,0
696205.1906408868,12,140.0,140,send,,,,,,,20,0
696303.313469572,49,133.0,140,send,,,,,,,20,0
696396.7049299717,37,116.0,140,send,,,,,,,20,0
696498.2317715805,46,109.0,140,send,,,,,,,20,0
696599.5843811866,26,140.0,140,send,,,,,,,20,0
696708.6504090381,33,140.0,140,send,,,,,,,20,0
696810.4608532592,0,140.0,140,send,,,,,,,20,0
696914.2605801896,3,138.0,140,send,,,,,,,20,0
697009.1675172655,8,140.0,140,send,,,,,,,20,0
697121.1253061836,19,140.0,140,send,,,,,,,20,0
697224.2676767494,42,140.0,140,send,,,,,,,20,0
697328.9483553321,31,139.0,140,send,,,,,,,20,0
697443.5248588432,27,140.0,140,send,,,,,,,20,0
697540.0427612265,7,140.0,140,send,,,,,,,20,0
697654.7231770793,17,140.0,140,send,,,,,,,20,0
697756.5319321423,14,140.0,140,send,,,,,,,20,0
697865.4422950622,38,140.0,140,send,,,,,,,20,0
697974.8671534142,23,87.0,140,send,,,,,,,20,0
698092.3446573846,10,140.0,140,send,,,,,,,20,0
698202.0362770914,48,140.0,140,send,,,,,,,20,0
698320.4734766475,34,140.0,140,send,,,,,,,20,0
698438.1172187815,1,140.0,140,send,,,,,,,20,0
698566.2020729012,40,140.0,140,send,,,,,,,20,0
698676.9781533028,15,140.0,140,send,,,,,,,20,0
698799.0338448429,36,132.0,140,send,,,,,,,20,0
698912.0944371546,43,105.0,140,send,,,,,,,20,0
699036.8071226439,45,140.0,140,send,,,,,,,20,0
699149.8648553493,18,140.0,140,send,,,,,,,20,0
699272.5533771447,47,140.0,140,send,,,,,,,20,0
699387.8845938712,32,140.0,140,send,,,,,,,20,0
699493.1199033546,5,140.0,140,send,,,,,,,20,0
699618.1461245178,44,140.0,140,send,,,,,,,20,0
699724.1970940853,9,131.0,140,send,,,,,,,20,0
699831.0189410063,11,140.0,140,send,,,,,,,20,0
699929.9482070903,30,140.0,140,send,,,,,,,20,0
700038.1925723513,13,140.0,140,send,,,,,,,20,0
700137.5951040488,4,140.0,140,send,,,,,,,20,0
700229.4867299608,25,140.0,140,send,,,,,,,20,0
700329.2782959377,35,134.0,140,send,,,,,,,20,0
700413.6708591696,28,128.0,140,send,,,,,,,20,0
700505.2019100026,21,113.0,140,send,,,,,,,20,0
700596.9319133614,22,140.0,140,send,,,,,,,20,0
700674.2850836224,16,89.0,141,send,,,,,,,20,0
700765.7570275138,2,69.0,141,send,,,,,,,20,0
700843.7556114452,6,141.0,141,send,,,,,,,20,0
700928.0345446386,39,141.0,141,send,,,,,,,20,0
701019.5319576254,41,141.0,141,send,,,,,,,20,0
701110.5844827088,24,101.0,141,send,,,,,,,20,0
701200.885901119,12,141.0,141,send,,,,,,,20,0
701299.215321167,49,134.0,141,send,,,,,,,20,0
701400.8030783767,37,117.0,141,send,,,,,,,20,0
701493.7860929967,46,110.0,141,send,,,,,,,20,0
701604.0300597704,26,141.0,141,send,,,,,,,20,0
701704.1847576749,33,141.0,141,send,,,,,,,20,0
701814.9265046223,0,141.0,141,send,,,,,,,20,0
701910.0962436036,3,139.0,141,send,,,,,,,20,0
702013.3318538516,8,141.0,141,send,,,,,,,20,0
