time,oscillator_id,send_count,cycle_index,phase_rad,run_index,cumulative_per_percent,record_type
636544.4160061236,2,128.0,127,6.1316549914586,3.0,,
636848.5839938764,3,128.0,128,0.23069845059144956,3.0,,
637493.4207844422,0,128.0,128,1.0410242601939086,3.0,,
638140.8513916484,1,128.0,128,1.8546095559171645,3.0,,
638785.3527942308,4,128.0,128,2.6645139045496276,3.0,,
641542.5510595092,2,129.0,128,6.129311430425238,3.0,,
641850.4489404908,3,129.0,129,0.23304201162481114,3.0,,
642497.0433433478,0,129.0,129,1.0455765019719538,3.0,,
643140.8513916484,1,129.0,129,1.8546095559171645,3.0,,
643788.9739003287,4,129.0,129,2.669064320675691,3.0,,
646540.6643890655,2,130.0,129,6.126940570422975,3.0,,
646852.3356109345,3,130.0,130,0.23541287162707408,3.0,,
647497.0433433478,0,130.0,130,1.0455765019719538,3.0,,
648144.4694922889,1,130.0,130,1.8591561952739972,3.0,,
648788.9739003287,4,130.0,130,2.669064320675691,3.0,,
651538.7557839198,2,131.0,130,6.124542146461317,3.0,,
651854.2442160802,3,131.0,131,0.23781129558873226,3.0,,
652500.6653432855,0,131.0,131,1.050128041330176,3.0,,
653144.4694922889,1,131.0,131,1.8591561952739972,3.0,,
653792.5950194483,4,131.0,131,2.673614753165225,3.0,,
656536.8250327224,2,132.0,131,6.122115892950266,3.0,,
656856.1749672776,3,132.0,132,0.24023754909978348,3.0,,
657500.6653432855,0,132.0,132,1.050128041330176,3.0,,
658148.0875760195,1,132.0,132,1.8637028133812135,3.0,,
658792.5950194483,4,132.0,132,2.673614753165225,3.0,,
661534.8719237108,2,133.0,132,6.119661543781219,3.0,,
661858.1280762892,3,133.0,133,0.2426918982688299,3.0,,
662504.2864016085,0,133.0,133,1.054678397420422,3.0,,
663148.0875760195,1,133.0,133,1.8637028133812135,3.0,,
663796.2161517192,4,133.0,133,2.6781652021811975,3.0,,
666532.8962447783,2,134.0,133,6.117178832413137,3.0,,
666860.1037552217,3,134.0,134,0.2451746096369123,3.0,,
667504.2864016085,0,134.0,134,1.054678397420422,3.0,,
668151.7056468502,1,134.0,134,1.8682494152779803,3.0,,
668796.2161517192,4,134.0,134,2.6781652021811975,3.0,,
671530.8977835443,2,135.0,134,6.114667491960606,3.0,,
