cycle_index,min_gap_rad,new_max_abs_dev,new_mean_abs_dev,function,K,run_index,selected_for_median
126,0.07922026554499118,0.06972302735376584,0.027604626073932458,LINEAR,10,24,True
127,0.07225413420049809,0.07326132019062842,0.027511007335950168,LINEAR,10,24,True
128,0.07922130962465046,0.06970884244393111,0.027603210237443145,LINEAR,10,24,True
129,0.07228586803847259,0.07323415457812094,0.027509657862966445,LINEAR,10,24,True
130,0.07922235796973998,0.06969465908113309,0.027601794193196007,LINEAR,10,24,True
131,0.072317451499879,0.07320707594969827,0.02750830877626331,LINEAR,10,24,True
132,0.07922341054895321,0.06968047742160993,0.027600377945638438,LINEAR,10,24,True
133,0.07234888539649098,0.07318008383313018,0.027506960078608592,LINEAR,10,24,True
134,0.07922446733142274,0.0696662976198465,0.027598961499211722,LINEAR,10,24,True
135,0.07238017053525392,0.0731531777591134,0.02750561177275265,LINEAR,10,24,True
136,0.07922552828569568,0.06965211982871738,0.02759754485833984,LINEAR,10,24,True
137,0.07241130771901749,0.07312635726156208,0.027504263861381304,LINEAR,10,24,True
138,0.07922659338119725,0.06963794419978225,0.02759612802742315,LINEAR,10,24,True
139,0.07244229774551092,0.07309962187746172,0.0275029163471571,LINEAR,10,24,True
140,0.07922766258735231,0.0696237708821103,0.02759471101084464,LINEAR,10,24,True
141,0.0724731414083668,0.07307297114643302,0.02750156923270163,LINEAR,10,24,True
142,0.07922873587373203,0.06960960002433553,0.02759329381297543,LINEAR,10,24,True
143,0.07250383949639116,0.07304640461102013,0.027500222520577867,LINEAR,10,24,True
