cycle_index,min_gap_rad,new_max_abs_dev,new_mean_abs_dev,function,K,run_index,selected_for_median
144,0.0792298132097618,0.06959543177245625,0.02759187643817507,LINEAR,10,24,True
145,0.0725343927945854,0.07301992181684341,0.027498876213313726,LINEAR,10,24,True
146,0.07923089456501253,0.0695812662714485,0.027590458890773793,LINEAR,10,24,True
147,0.07256480208312421,0.07299352231273665,0.02749753031339037,LINEAR,10,24,True
148,0.07923197990934833,0.0695671036642393,0.027589041175084268,LINEAR,10,24,True
149,0.07259506813764627,0.07296720564987708,0.02749618482326555,LINEAR,10,24,True
150,0.07923306921292567,0.06955294409243934,0.027587623295407485,LINEAR,10,24,True
151,0.07262519172984105,0.07294097138251238,0.027494839745344148,LINEAR,10,24,True
152,0.07923416244604714,0.06953878769619432,0.027586205256026876,LINEAR,10,24,True
153,0.07265517362671658,0.07291481906767378,0.027493495081984492,LINEAR,10,24,True
154,0.07923525957886945,0.06952463461389796,0.027584787061208225,LINEAR,10,24,True
155,0.07268501459089194,0.07288874826531283,0.02749215083553309,LINEAR,10,24,True
156,0.07923636058184153,0.06951048498247986,0.02758336871518828,LINEAR,10,24,True
157,0.07271471538089025,0.07286275853831209,0.027490807008277926,LINEAR,10,24,True
158,0.07923746542541238,0.06949633893711143,0.02758195022220355,LINEAR,10,24,True
159,0.07274427675128459,0.07283684945188956,0.027489463602466055,LINEAR,10,24,True
160,0.07923857408032381,0.06948219661209104,0.02758053158647316,LINEAR,10,24,True
161,0.07277369945167411,0.07281102057448602,0.027488120620303556,LINEAR,10,24,True
162,0.079239686517171,0.06946805813922657,0.027579112812186855,LINEAR,10,24,True
163,0.07280298422814702,0.07278527147702779,0.02748677806396141,LINEAR,10,24,True
164,0.07924080270757328,0.06945392364988762,0.02757769390352861,LINEAR,10,24,True
165,0.07283213182181802,0.07275960173336599,0.027485435935575488,LINEAR,10,24,True
166,0.07924192262212626,0.06943979327325084,0.02757627486465892,LINEAR,10,24,True
167,0.07286114297043622,0.07273401091940251,0.027484094237264004,LINEAR,10,24,True
168,0.07924304623230288,0.06942566713746617,0.027574855699714976,LINEAR,10,24,True
169,0.07289001840736264,0.07270849861498369,0.027482752971075185,LINEAR,10,24,True
170,0.07924417350928359,0.06941154536893207,0.027573436412822182,LINEAR,10,24,True
171,0.0729187588615694,0.07268306440128008,0.02748141213905117,LINEAR,10,24,True
172,0.07924530442498051,0.0693974280925806,0.02757201700809424,LINEAR,10,24,True
173,0.0729473650579322,0.07265770786296616,0.02748007174318152,LINEAR,10,24,True
174,0.07924643895086664,0.06938331543232018,0.027570597489615645,LINEAR,10,24,True
175,0.07297583771766991,0.0726324285870607,0.02747873178542662,LINEAR,10,24,True
176,0.07924757705856139,0.06936920751015813,0.02756917786146502,LINEAR,10,24,True
177,0.07300417755761235,0.07260722616336429,0.027477392267694047,LINEAR,10,24,True
178,0.07924871872041561,0.06935510444678722,0.02756775812770342,LINEAR,10,24,True
179,0.07303238529049305,0.07258210018401162,0.027476053191891482,LINEAR,10,24,True
180,0.07924986390834127,0.0730093345327047,0.02854432403142157,LINEAR,10,24,True
