coupling_function,k,valid_run_count,failed_run_count,convergence_rate_percent,usable_rate_percent,converged_cycle_median,converged_cycle_q1,converged_cycle_q3,time_to_usable_median,time_to_usable_q1,time_to_usable_q3,post_convergence_fluctuation_median,post_convergence_fluctuation_q1,post_convergence_fluctuation_q3,overall_per_mean,overall_per_std,transient_per_mean,transient_per_std,steady_per_mean,steady_per_std
LINEAR,115.0,500,0,0.0,25.8,,,,131.0,98.0,162.0,,,,6.302688888888889,3.5298190300661236,,,,
LINEAR,116.0,500,0,0.0,29.2,,,,135.5,101.0,165.0,,,,6.3857333333333335,3.5651466079570993,,,,
LINEAR,117.0,500,0,0.0,26.8,,,,145.0,108.25,170.0,,,,6.425800000000001,3.470881198459868,,,,
LINEAR,118.0,500,0,0.0,25.2,,,,148.0,106.25,170.0,,,,6.661333333333334,3.757250042311832,,,,
LINEAR,119.0,500,0,0.0,28.4,,,,131.0,100.0,169.75,,,,6.619244444444445,3.5444527190125026,,,,
LINEAR,120.0,500,0,0.0,24.8,,,,140.5,90.75,169.0,,,,6.792133333333333,3.44748751764517,,,,
LINEAR,121.0,500,0,0.0,24.8,,,,138.5,98.75,167.0,,,,6.858155555555555,3.550282622248562,,,,
LINEAR,122.0,500,0,0.0,26.2,,,,139.0,102.0,167.0,,,,7.028644444444444,3.6255611051119683,,,,
LINEAR,123.0,500,0,0.0,22.4,,,,137.5,97.75,165.5,,,,7.2208,3.598444214378921,,,,
LINEAR,124.0,500,0,0.0,21.4,,,,140.0,109.0,170.0,,,,7.284133333333333,3.456361554199685,,,,
LINEAR,125.0,500,0,0.0,22.4,,,,137.5,96.0,170.0,,,,7.313133333333333,3.71968306026589,,,,
LINEAR,126.0,500,0,0.0,19.4,,,,137.0,100.0,163.0,,,,7.410955555555555,3.3142790554267463,,,,
LINEAR,127.0,500,0,0.0,18.6,,,,130.0,106.0,169.0,,,,7.613755555555556,3.5533499295473274,,,,
LINEAR,128.0,500,0,0.0,18.6,,,,138.0,103.0,168.0,,,,7.685,3.4209870528756747,,,,
LINEAR,129.0,500,0,0.0,17.4,,,,139.0,101.0,169.5,,,,7.8978,3.525984853521554,,,,
LINEAR,130.0,500,0,0.0,17.8,,,,141.0,81.0,169.0,,,,7.963866666666666,3.329340377242101,,,,
LINEAR,131.0,500,0,0.0,15.4,,,,158.0,112.0,169.0,,,,8.098044444444445,3.3432555697990995,,,,
LINEAR,132.0,500,0,0.0,13.0,,,,148.0,106.0,170.0,,,,8.295244444444444,3.3317400039647675,,,,
LINEAR,133.0,500,0,0.0,14.6,,,,153.0,107.0,169.0,,,,8.53208888888889,3.35232272806841,,,,
LINEAR,134.0,500,0,0.0,14.2,,,,146.0,102.5,170.0,,,,8.648155555555556,3.2646645149555833,,,,
