coupling_function,k,valid_run_count,failed_run_count,convergence_rate_percent,usable_rate_percent,converged_cycle_median,converged_cycle_q1,converged_cycle_q3,time_to_usable_median,time_to_usable_q1,time_to_usable_q3,post_convergence_fluctuation_median,post_convergence_fluctuation_q1,post_convergence_fluctuation_q3,overall_per_mean,overall_per_std,transient_per_mean,transient_per_std,steady_per_mean,steady_per_std
NewSIN,46.0,500,0,0.0,98.8,,,,6.0,4.0,15.0,,,,0.6134888888888893,0.8017225977103661,,,,
NewSIN,47.0,500,0,0.0,98.0,,,,6.0,4.0,16.75,,,,0.6162000000000005,0.8031901739798755,,,,
NewSIN,48.0,500,0,0.0,98.0,,,,6.0,4.0,17.0,,,,0.6289777777777781,0.8130645985505489,,,,
NewSIN,49.0,500,0,0.0,98.2,,,,7.0,4.0,19.0,,,,0.6466444444444448,0.8050969829365258,,,,
NewSIN,50.0,500,0,0.0,98.4,,,,7.0,4.0,20.0,,,,0.6423111111111114,0.827007919259558,,,,
NewSIN,51.0,500,0,0.0,98.0,,,,9.0,4.0,21.0,,,,0.6713111111111114,0.8322909888738241,,,,
NewSIN,52.0,500,0,0.0,98.4,,,,9.0,5.0,24.0,,,,0.6809555555555558,0.8171505377595648,,,,
NewSIN,53.0,500,0,0.0,98.4,,,,9.0,5.0,24.0,,,,0.6955555555555559,0.8290221742555248,,,,
NewSIN,54.0,500,0,0.0,98.6,,,,10.0,5.0,26.0,,,,0.7128444444444445,0.8144018725148622,,,,
NewSIN,55.0,500,0,0.0,98.0,,,,10.0,5.0,30.0,,,,0.7320222222222224,0.847326008222279,,,,
NewSIN,56.0,500,0,0.0,97.8,,,,11.0,5.0,30.0,,,,0.7467111111111112,0.843063830549362,,,,
NewSIN,57.0,500,0,0.0,98.2,,,,12.0,5.0,29.0,,,,0.7687777777777778,0.871930606617083,,,,
NewSIN,58.0,500,0,0.0,98.6,,,,13.0,6.0,34.0,,,,0.776488888888889,0.8568665938941773,,,,
NewSIN,59.0,500,0,0.0,97.8,,,,14.0,6.0,34.0,,,,0.7872222222222224,0.8419638808902777,,,,
NewSIN,60.0,500,0,0.0,98.2,,,,15.0,6.0,35.5,,,,0.8135777777777777,0.8631537259580105,,,,
NewSIN,61.0,500,0,0.0,98.2,,,,15.0,7.0,35.0,,,,0.8259333333333332,0.8669240124576316,,,,
NewSIN,62.0,500,0,0.0,98.2,,,,16.0,7.0,37.0,,,,0.8289777777777783,0.8405756940716663,,,,
NewSIN,63.0,500,0,0.0,97.6,,,,17.0,7.0,38.0,,,,0.8446222222222225,0.8533234918344386,,,,
NewSIN,64.0,500,0,0.0,98.8,,,,17.0,7.0,40.0,,,,0.8608000000000002,0.8317267387018079,,,,
NewSIN,65.0,500,0,0.0,99.4,,,,19.0,8.0,39.0,,,,0.8636444444444447,0.8281121984409238,,,,
NewSIN,66.0,500,0,0.0,98.4,,,,20.0,9.0,43.0,,,,0.9130888888888887,0.8682930628364425,,,,
NewSIN,67.0,500,0,0.0,97.6,,,,20.5,9.0,41.0,,,,0.9420222222222224,0.9363611063724318,,,,
NewSIN,68.0,500,0,0.0,98.0,,,,22.5,10.0,42.75,,,,0.9364444444444445,0.9073207022741622,,,,
NewSIN,69.0,500,0,0.0,98.4,,,,22.0,9.75,46.0,,,,0.9676222222222224,0.9138013221318645,,,,
NewSIN,70.0,500,0,0.0,97.0,,,,24.0,10.0,47.0,,,,0.9878444444444446,0.9193382702209787,,,,
NewSIN,71.0,500,0,0.0,97.2,,,,24.0,11.0,47.0,,,,0.9960666666666667,0.9256943090106097,,,,
NewSIN,72.0,500,0,0.0,97.4,,,,27.0,12.0,48.0,,,,1.0164666666666669,0.9090195507824311,,,,
NewSIN,73.0,500,0,0.0,97.4,,,,26.0,13.0,50.5,,,,1.032355555555556,0.9156674078242883,,,,
