time,oscillator_id,action,carrier_sense_start,carrier_sense_end,blocking_oscillator_id,blocking_transmission_start,blocking_transmission_end
4308.0,0,send_clear,4303.0,4308.0,,,
5210.8808,2,send_clear,5205.8808,5210.8808,,,
6119.4316,1,send_clear,6114.4316,6119.4316,,,
7056.622128,4,send_clear,7051.622128,7056.622128,,,
7071.742128,3,skip_busy,7066.742128,7071.742128,4,7056.622128,7077.166128
9308.0,0,send_clear,9303.0,9308.0,,,
10468.24504,2,send_clear,10463.24504,10468.24504,,,
11552.981808,1,send_clear,11547.981808,11552.981808,,,
12593.454704,4,send_clear,12588.454704,12593.454704,,,
13588.8217312,3,send_clear,13583.8217312,13588.8217312,,,
14693.95601184,0,send_clear,14688.95601184,14693.95601184,,,
15815.623520288,2,send_clear,15810.623520288,15815.623520288,,,
16926.2118066016,1,send_clear,16921.2118066016,16926.2118066016,,,
18015.76547582112,4,send_clear,18010.76547582112,18015.76547582112,,,
19077.063152434785,3,send_clear,19072.063152434785,19077.063152434785,,,
20151.51181025635,0,send_clear,20146.51181025635,20151.51181025635,,,
21240.126123265847,2,send_clear,21235.126123265847,21240.126123265847,,,
22335.332628266577,1,send_clear,22330.332628266577,22335.332628266577,,,
23428.84328253294,4,send_clear,23423.84328253294,23428.84328253294,,,
24512.690043503495,3,send_clear,24507.690043503495,24512.690043503495,,,
25593.717373529355,0,send_clear,25588.717373529355,25593.717373529355,,,
26677.020798450303,2,send_clear,26672.020798450303,26677.020798450303,,,
27763.89514739519,1,send_clear,27758.89514739519,27763.89514739519,,,
28852.760387936516,4,send_clear,28847.760387936516,28852.760387936516,,,
29940.120084606613,3,send_clear,29935.120084606613,29940.120084606613,,,
31025.580071283435,0,send_clear,31020.580071283435,31025.580071283435,,,
32110.3930894335,2,send_clear,32105.3930894335,32110.3930894335,,,
33195.824506822006,1,send_clear,33190.824506822006,33195.824506822006,,,
34282.28607115636,4,send_clear,34277.28607115636,34282.28607115636,,,
35369.01707519144,3,send_clear,35364.01707519144,35369.01707519144,,,
36455.36677401904,0,send_clear,36450.36677401904,36455.36677401904,,,
37541.25546864338,2,send_clear,37536.25546864338,37541.25546864338,,,
38627.006980096965,1,send_clear,38622.006980096965,38627.006980096965,,,
39712.97150741478,4,send_clear,39707.97150741478,39712.97150741478,,,
40799.16597774778,3,send_clear,40794.16597774778,40799.16597774778,,,
41885.407016629164,0,send_clear,41880.407016629164,41885.407016629164,,,
42971.54235223343,2,send_clear,42966.54235223343,42971.54235223343,,,
44057.562540592495,1,send_clear,44052.562540592495,44057.562540592495,,,
45143.56603063918,4,send_clear,45138.56603063918,45143.56603063918,,,
46229.626814771764,3,send_clear,46224.626814771764,46229.626814771764,,,
47315.74167532899,0,send_clear,47310.74167532899,47315.74167532899,,,
48401.86267840032,2,send_clear,48396.86267840032,48401.86267840032,,,
49487.95343705797,1,send_clear,49482.95343705797,49487.95343705797,,,
50574.01801513234,4,send_clear,50569.01801513234,50574.01801513234,,,
51660.08145502416,3,send_clear,51655.08145502416,51660.08145502416,,,
52746.16032111561,0,send_clear,52741.16032111561,52746.16032111561,,,
53832.25182830103,2,send_clear,53827.25182830103,53832.25182830103,,,
54918.343110928115,1,send_clear,54913.343110928115,54918.343110928115,,,
56004.426382189384,4,send_clear,55999.426382189384,56004.426382189384,,,
57090.50370403982,3,send_clear,57085.50370403982,57090.50370403982,,,
58176.581489162556,0,send_clear,58171.581489162556,58176.581489162556,,,
59262.6633909041,2,send_clear,59257.6633909041,59262.6633909041,,,
60348.748106911306,1,send_clear,60343.748106911306,60348.748106911306,,,
61434.83238949473,4,send_clear,61429.83238949473,61434.83238949473,,,
62520.914583858255,3,send_clear,62515.914583858255,62520.914583858255,,,
63606.99545544955,0,send_clear,63601.99545544955,63606.99545544955,,,
64693.07663608591,2,send_clear,64688.07663608591,64693.07663608591,,,
65779.15887733354,1,send_clear,65774.15887733354,65779.15887733354,,,
66865.24173098188,4,send_clear,66860.24173098188,66865.24173098188,,,
67951.32438684479,3,send_clear,67946.32438684479,67951.32438684479,,,
69037.40650742622,0,send_clear,69032.40650742622,69037.40650742622,,,
70123.48834602413,2,send_clear,70118.48834602413,70123.48834602413,,,
71209.57030541694,1,send_clear,71204.57030541694,71209.57030541694,,,
72295.65253308642,4,send_clear,72290.65253308642,72295.65253308642,,,
73381.73488921393,3,send_clear,73376.73488921393,73381.73488921393,,,
74467.8171746776,0,send_clear,74462.8171746776,74467.8171746776,,,
75553.89932608156,2,send_clear,75548.89932608156,75553.89932608156,,,
76639.98141988217,1,send_clear,76634.98141988217,76639.98141988217,,,
77726.06355384344,4,send_clear,77721.06355384344,77726.06355384344,,,
78812.14575445458,3,send_clear,78807.14575445458,78812.14575445458,,,
79898.2279805215,0,send_clear,79893.2279805215,79898.2279805215,,,
80984.31018418951,2,send_clear,80979.31018418951,80984.31018418951,,,
82070.39235489731,1,send_clear,82065.39235489731,82070.39235489731,,,
83156.47451458115,4,send_clear,83151.47451458115,83156.47451458115,,,
84242.55668654318,3,send_clear,84237.55668654318,84242.55668654318,,,
85328.63887473667,0,send_clear,85323.63887473667,85328.63887473667,,,
86414.72106757252,2,send_clear,86409.72106757252,86414.72106757252,,,
87500.80325376996,1,send_clear,87495.80325376996,87500.80325376996,,,
88586.88543201331,4,send_clear,88581.88543201331,88586.88543201331,,,
89672.96760837227,3,send_clear,89667.96760837227,89672.96760837227,,,
90759.04978828158,0,send_clear,90754.04978828158,90759.04978828158,,,
91845.13197206886,2,send_clear,91840.13197206886,91845.13197206886,,,
92931.21415657918,1,send_clear,92926.21415657918,92931.21415657918,,,
94017.29633920942,4,send_clear,94012.29633920942,94017.29633920942,,,
95103.37851995828,3,send_clear,95098.37851995828,95103.37851995828,,,
96189.46070045527,0,send_clear,96184.46070045527,96189.46070045527,,,
97275.54288193934,2,send_clear,97270.54288193934,97275.54288193934,,,
98361.6250643313,1,send_clear,98356.6250643313,98361.6250643313,,,
99447.70724679473,4,send_clear,99442.70724679473,99447.70724679473,,,
100533.7894287438,3,send_clear,100528.7894287438,100533.7894287438,,,
101619.87161025724,0,send_clear,101614.87161025724,101619.87161025724,,,
102705.95379176186,2,send_clear,102700.95379176186,102705.95379176186,,,
103792.03597353268,1,send_clear,103787.03597353268,103792.03597353268,,,
104878.11815551129,4,send_clear,104873.11815551129,104878.11815551129,,,
105964.20033748103,3,send_clear,105959.20033748103,105964.20033748103,,,
107050.28251931389,0,send_clear,107045.28251931389,107050.28251931389,,,
108136.36470104827,2,send_clear,108131.36470104827,108136.36470104827,,,
109222.44688279359,1,send_clear,109217.44688279359,109222.44688279359,,,
110308.5290646089,4,send_clear,110303.5290646089,110308.5290646089,,,
111394.61124647054,3,send_clear,111389.61124647054,111394.61124647054,,,
112480.69342832353,0,send_clear,112475.69342832353,112480.69342832353,,,
113566.77561014095,2,send_clear,113561.77561014095,113566.77561014095,,,
114652.85779193674,1,send_clear,114647.85779193674,114652.85779193674,,,
115738.93997373838,4,send_clear,115733.93997373838,115738.93997373838,,,
116825.02215555802,3,send_clear,116820.02215555802,116825.02215555802,,,
117911.10433738767,0,send_clear,117906.10433738767,117911.10433738767,,,
118997.18651921365,2,send_clear,118992.18651921365,118997.18651921365,,,
120083.26870103057,1,send_clear,120078.26870103057,120083.26870103057,,,
121169.3508828429,4,send_clear,121164.3508828429,121169.3508828429,,,
122255.43306465744,3,send_clear,122250.43306465744,122255.43306465744,,,
123341.51524647651,0,send_clear,123336.51524647651,123341.51524647651,,,
124427.59742829765,2,send_clear,124422.59742829765,124427.59742829765,,,
125513.67961011753,1,send_clear,125508.67961011753,125513.67961011753,,,
126599.76179193513,4,send_clear,126594.76179193513,126599.76179193513,,,
127685.84397375182,3,send_clear,127680.84397375182,127685.84397375182,,,
128771.92615556922,0,send_clear,128766.92615556922,128771.92615556922,,,
129858.00833738774,2,send_clear,129853.00833738774,129858.00833738774,,,
130944.09051920667,1,send_clear,130939.09051920667,130944.09051920667,,,
132030.1727010252,4,send_clear,132025.1727010252,132030.1727010252,,,
133116.25488284318,3,send_clear,133111.25488284318,133116.25488284318,,,
134202.33706466097,0,send_clear,134197.33706466097,134202.33706466097,,,
135288.419246479,2,send_clear,135283.419246479,135288.419246479,,,
136374.50142829728,1,send_clear,136369.50142829728,136374.50142829728,,,
137460.58361011566,4,send_clear,137455.58361011566,137460.58361011566,,,
138546.66579193392,3,send_clear,138541.66579193392,138546.66579193392,,,
139632.74797375203,0,send_clear,139627.74797375203,139632.74797375203,,,
140718.83015557012,2,send_clear,140713.83015557012,140718.83015557012,,,
141804.91233738826,1,send_clear,141799.91233738826,141804.91233738826,,,
142890.99451920646,4,send_clear,142885.99451920646,142890.99451920646,,,
143977.0767010247,3,send_clear,143972.0767010247,143977.0767010247,,,
145063.1588828429,0,send_clear,145058.1588828429,145063.1588828429,,,
146149.24106466107,2,send_clear,146144.24106466107,146149.24106466107,,,
147235.3232464792,1,send_clear,147230.3232464792,147235.3232464792,,,
148321.40542829738,4,send_clear,148316.40542829738,148321.40542829738,,,
149407.48761011558,3,send_clear,149402.48761011558,149407.48761011558,,,
150493.56979193378,0,send_clear,150488.56979193378,150493.56979193378,,,
151579.65197375196,2,send_clear,151574.65197375196,151579.65197375196,,,
152665.73415557013,1,send_clear,152660.73415557013,152665.73415557013,,,
153751.8163373883,4,send_clear,153746.8163373883,153751.8163373883,,,
154837.89851920647,3,send_clear,154832.89851920647,154837.89851920647,,,
155923.98070102467,0,send_clear,155918.98070102467,155923.98070102467,,,
157010.06288284285,2,send_clear,157005.06288284285,157010.06288284285,,,
158096.14506466102,1,send_clear,158091.14506466102,158096.14506466102,,,
159182.2272464792,4,send_clear,159177.2272464792,159182.2272464792,,,
160268.30942829736,3,send_clear,160263.30942829736,160268.30942829736,,,
161354.39161011556,0,send_clear,161349.39161011556,161354.39161011556,,,
162440.47379193373,2,send_clear,162435.47379193373,162440.47379193373,,,
163526.5559737519,1,send_clear,163521.5559737519,163526.5559737519,,,
164612.63815557008,4,send_clear,164607.63815557008,164612.63815557008,,,
165698.72033738825,3,send_clear,165693.72033738825,165698.72033738825,,,
166784.80251920645,0,send_clear,166779.80251920645,166784.80251920645,,,
167870.88470102462,2,send_clear,167865.88470102462,167870.88470102462,,,
168956.9668828428,1,send_clear,168951.9668828428,168956.9668828428,,,
170043.04906466097,4,send_clear,170038.04906466097,170043.04906466097,,,
171129.13124647914,3,send_clear,171124.13124647914,171129.13124647914,,,
172215.21342829734,0,send_clear,172210.21342829734,172215.21342829734,,,
173301.2956101155,2,send_clear,173296.2956101155,173301.2956101155,,,
174387.3777919337,1,send_clear,174382.3777919337,174387.3777919337,,,
175473.45997375186,4,send_clear,175468.45997375186,175473.45997375186,,,
176559.54215557003,3,send_clear,176554.54215557003,176559.54215557003,,,
177645.62433738823,0,send_clear,177640.62433738823,177645.62433738823,,,
178731.7065192064,2,send_clear,178726.7065192064,178731.7065192064,,,
179817.78870102458,1,send_clear,179812.78870102458,179817.78870102458,,,
180903.87088284275,4,send_clear,180898.87088284275,180903.87088284275,,,
181989.95306466092,3,send_clear,181984.95306466092,181989.95306466092,,,
183076.03524647912,0,send_clear,183071.03524647912,183076.03524647912,,,
184162.1174282973,2,send_clear,184157.1174282973,184162.1174282973,,,
185248.19961011547,1,send_clear,185243.19961011547,185248.19961011547,,,
186334.28179193364,4,send_clear,186329.28179193364,186334.28179193364,,,
187420.3639737518,3,send_clear,187415.3639737518,187420.3639737518,,,
188506.44615557,0,send_clear,188501.44615557,188506.44615557,,,
189592.52833738818,2,send_clear,189587.52833738818,189592.52833738818,,,
190678.61051920636,1,send_clear,190673.61051920636,190678.61051920636,,,
191764.69270102453,4,send_clear,191759.69270102453,191764.69270102453,,,
192850.7748828427,3,send_clear,192845.7748828427,192850.7748828427,,,
193936.8570646609,0,send_clear,193931.8570646609,193936.8570646609,,,
195022.93924647907,2,send_clear,195017.93924647907,195022.93924647907,,,
196109.02142829724,1,send_clear,196104.02142829724,196109.02142829724,,,
197195.10361011542,4,send_clear,197190.10361011542,197195.10361011542,,,
198281.1857919336,3,send_clear,198276.1857919336,198281.1857919336,,,
199367.2679737518,0,send_clear,199362.2679737518,199367.2679737518,,,
200453.35015556996,2,send_clear,200448.35015556996,200453.35015556996,,,
201539.43233738813,1,send_clear,201534.43233738813,201539.43233738813,,,
202625.5145192063,4,send_clear,202620.5145192063,202625.5145192063,,,
203711.59670102448,3,send_clear,203706.59670102448,203711.59670102448,,,
204797.67888284268,0,send_clear,204792.67888284268,204797.67888284268,,,
205883.76106466085,2,send_clear,205878.76106466085,205883.76106466085,,,
206969.84324647902,1,send_clear,206964.84324647902,206969.84324647902,,,
208055.9254282972,4,send_clear,208050.9254282972,208055.9254282972,,,
209142.00761011537,3,send_clear,209137.00761011537,209142.00761011537,,,
210228.08979193357,0,send_clear,210223.08979193357,210228.08979193357,,,
211314.17197375174,2,send_clear,211309.17197375174,211314.17197375174,,,
212400.2541555699,1,send_clear,212395.2541555699,212400.2541555699,,,
213486.3363373881,4,send_clear,213481.3363373881,213486.3363373881,,,
214572.41851920626,3,send_clear,214567.41851920626,214572.41851920626,,,
215658.50070102446,0,send_clear,215653.50070102446,215658.50070102446,,,
216744.58288284263,2,send_clear,216739.58288284263,216744.58288284263,,,
217830.6650646608,1,send_clear,217825.6650646608,217830.6650646608,,,
218916.74724647898,4,send_clear,218911.74724647898,218916.74724647898,,,
220002.82942829715,3,send_clear,219997.82942829715,220002.82942829715,,,
221088.91161011535,0,send_clear,221083.91161011535,221088.91161011535,,,
222174.99379193352,2,send_clear,222169.99379193352,222174.99379193352,,,
223261.0759737517,1,send_clear,223256.0759737517,223261.0759737517,,,
224347.15815556986,4,send_clear,224342.15815556986,224347.15815556986,,,
225433.24033738804,3,send_clear,225428.24033738804,225433.24033738804,,,
226519.32251920624,0,send_clear,226514.32251920624,226519.32251920624,,,
227605.4047010244,2,send_clear,227600.4047010244,227605.4047010244,,,
228691.48688284258,1,send_clear,228686.48688284258,228691.48688284258,,,
229777.56906466075,4,send_clear,229772.56906466075,229777.56906466075,,,
230863.65124647893,3,send_clear,230858.65124647893,230863.65124647893,,,
231949.73342829713,0,send_clear,231944.73342829713,231949.73342829713,,,
233035.8156101153,2,send_clear,233030.8156101153,233035.8156101153,,,
234121.89779193347,1,send_clear,234116.89779193347,234121.89779193347,,,
235207.97997375164,4,send_clear,235202.97997375164,235207.97997375164,,,
236294.06215556982,3,send_clear,236289.06215556982,236294.06215556982,,,
237380.14433738802,0,send_clear,237375.14433738802,237380.14433738802,,,
238466.2265192062,2,send_clear,238461.2265192062,238466.2265192062,,,
239552.30870102436,1,send_clear,239547.30870102436,239552.30870102436,,,
240638.39088284253,4,send_clear,240633.39088284253,240638.39088284253,,,
241724.4730646607,3,send_clear,241719.4730646607,241724.4730646607,,,
242810.5552464789,0,send_clear,242805.5552464789,242810.5552464789,,,
243896.63742829708,2,send_clear,243891.63742829708,243896.63742829708,,,
244982.71961011525,1,send_clear,244977.71961011525,244982.71961011525,,,
246068.80179193342,4,send_clear,246063.80179193342,246068.80179193342,,,
247154.8839737516,3,send_clear,247149.8839737516,247154.8839737516,,,
248240.9661555698,0,send_clear,248235.9661555698,248240.9661555698,,,
249327.04833738797,2,send_clear,249322.04833738797,249327.04833738797,,,
250413.13051920614,1,send_clear,250408.13051920614,250413.13051920614,,,
251499.2127010243,4,send_clear,251494.2127010243,251499.2127010243,,,
252585.29488284249,3,send_clear,252580.29488284249,252585.29488284249,,,
253671.3770646607,0,send_clear,253666.3770646607,253671.3770646607,,,
254757.45924647886,2,send_clear,254752.45924647886,254757.45924647886,,,
255843.54142829703,1,send_clear,255838.54142829703,255843.54142829703,,,
256929.6236101152,4,send_clear,256924.6236101152,256929.6236101152,,,
258015.70579193337,3,send_clear,258010.70579193337,258015.70579193337,,,
259101.78797375158,0,send_clear,259096.78797375158,259101.78797375158,,,
260187.87015556975,2,send_clear,260182.87015556975,260187.87015556975,,,
261273.95233738792,1,send_clear,261268.95233738792,261273.95233738792,,,
262360.0345192061,4,send_clear,262355.0345192061,262360.0345192061,,,
263446.11670102424,3,send_clear,263441.11670102424,263446.11670102424,,,
264532.19888284244,0,send_clear,264527.19888284244,264532.19888284244,,,
265618.28106466064,2,send_clear,265613.28106466064,265618.28106466064,,,
266704.36324647884,1,send_clear,266699.36324647884,266704.36324647884,,,
267790.44542829704,4,send_clear,267785.44542829704,267790.44542829704,,,
268876.5276101152,3,send_clear,268871.5276101152,268876.5276101152,,,
269962.6097919333,0,send_clear,269957.6097919333,269962.6097919333,,,
271048.6919737515,2,send_clear,271043.6919737515,271048.6919737515,,,
272134.7741555697,1,send_clear,272129.7741555697,272134.7741555697,,,
273220.85633738793,4,send_clear,273215.85633738793,273220.85633738793,,,
274306.93851920613,3,send_clear,274301.93851920613,274306.93851920613,,,
275393.0207010243,0,send_clear,275388.0207010243,275393.0207010243,,,
276479.1028828424,2,send_clear,276474.1028828424,276479.1028828424,,,
277565.1850646606,1,send_clear,277560.1850646606,277565.1850646606,,,
278651.2672464788,4,send_clear,278646.2672464788,278651.2672464788,,,
279737.349428297,3,send_clear,279732.349428297,279737.349428297,,,
280823.4316101152,0,send_clear,280818.4316101152,280823.4316101152,,,
281909.51379193336,2,send_clear,281904.51379193336,281909.51379193336,,,
282995.5959737515,1,send_clear,282990.5959737515,282995.5959737515,,,
284081.6781555697,4,send_clear,284076.6781555697,284081.6781555697,,,
285167.7603373879,3,send_clear,285162.7603373879,285167.7603373879,,,
286253.8425192061,0,send_clear,286248.8425192061,286253.8425192061,,,
287339.9247010243,2,send_clear,287334.9247010243,287339.9247010243,,,
288426.00688284246,1,send_clear,288421.00688284246,288426.00688284246,,,
289512.0890646606,4,send_clear,289507.0890646606,289512.0890646606,,,
290598.1712464788,3,send_clear,290593.1712464788,290598.1712464788,,,
291684.253428297,0,send_clear,291679.253428297,291684.253428297,,,
292770.3356101152,2,send_clear,292765.3356101152,292770.3356101152,,,
293856.4177919334,1,send_clear,293851.4177919334,293856.4177919334,,,
294942.49997375155,4,send_clear,294937.49997375155,294942.49997375155,,,
296028.5821555697,3,send_clear,296023.5821555697,296028.5821555697,,,
297114.6643373879,0,send_clear,297109.6643373879,297114.6643373879,,,
