function,label,k,time_to_usable_median,time_to_usable_q1,time_to_usable_q3,time_to_usable_median_min,time_to_usable_q1_min,time_to_usable_q3_min
LINEAR,Frog chorus,110.0,137.5,98.75,168.5,22.916666666666668,16.458333333333332,28.083333333333332
LINEAR,Frog chorus,111.0,144.0,103.0,171.0,24.0,17.166666666666668,28.5
LINEAR,Frog chorus,112.0,149.0,120.0,176.0,24.833333333333332,20.0,29.333333333333332
LINEAR,Frog chorus,113.0,144.0,100.0,175.0,24.0,16.666666666666668,29.166666666666668
LINEAR,Frog chorus,114.0,144.5,101.25,176.0,24.083333333333332,16.875,29.333333333333332
LINEAR,Frog chorus,115.0,140.0,107.0,171.0,23.333333333333332,17.833333333333332,28.5
LINEAR,Frog chorus,116.0,144.5,110.0,174.0,24.083333333333332,18.333333333333332,29.0
LINEAR,Frog chorus,117.0,154.0,117.25,179.0,25.666666666666668,19.541666666666668,29.833333333333332
LINEAR,Frog chorus,118.0,157.0,115.25,179.0,26.166666666666668,19.208333333333332,29.833333333333332
LINEAR,Frog chorus,119.0,140.0,109.0,178.75,23.333333333333332,18.166666666666668,29.791666666666668
LINEAR,Frog chorus,120.0,149.5,99.75,178.0,24.916666666666668,16.625,29.666666666666668
LINEAR,Frog chorus,121.0,147.5,107.75,176.0,24.583333333333332,17.958333333333332,29.333333333333332
LINEAR,Frog chorus,122.0,148.0,111.0,176.0,24.666666666666668,18.5,29.333333333333332
LINEAR,Frog chorus,123.0,146.5,106.75,174.5,24.416666666666668,17.791666666666668,29.083333333333332
LINEAR,Frog chorus,124.0,149.0,118.0,179.0,24.833333333333332,19.666666666666668,29.833333333333332
LINEAR,Frog chorus,125.0,146.5,105.0,179.0,24.416666666666668,17.5,29.833333333333332
LINEAR,Frog chorus,126.0,146.0,109.0,172.0,24.333333333333332,18.166666666666668,28.666666666666668
LINEAR,Frog chorus,127.0,139.0,115.0,178.0,23.166666666666668,19.166666666666668,29.666666666666668
LINEAR,Frog chorus,128.0,147.0,112.0,177.0,24.5,18.666666666666668,29.5
LINEAR,Frog chorus,129.0,148.0,110.0,178.5,24.666666666666668,18.333333333333332,29.75
LINEAR,Frog chorus,130.0,150.0,90.0,178.0,25.0,15.0,29.666666666666668
LINEAR,Frog chorus,131.0,167.0,121.0,178.0,27.833333333333332,20.166666666666668,29.666666666666668
LINEAR,Frog chorus,132.0,157.0,115.0,179.0,26.166666666666668,19.166666666666668,29.833333333333332
LINEAR,Frog chorus,133.0,162.0,116.0,178.0,27.0,19.333333333333332,29.666666666666668
LINEAR,Frog chorus,134.0,155.0,111.5,179.0,25.833333333333332,18.583333333333332,29.833333333333332
LINEAR,Frog chorus,135.0,167.0,137.0,179.0,27.833333333333332,22.833333333333332,29.833333333333332
LINEAR,Frog chorus,136.0,176.0,133.75,179.0,29.333333333333332,22.291666666666668,29.833333333333332
LINEAR,Frog chorus,137.0,175.0,144.0,179.0,29.166666666666668,24.0,29.833333333333332
LINEAR,Frog chorus,138.0,175.5,140.75,178.25,29.25,23.458333333333332,29.708333333333332
LINEAR,Frog chorus,139.0,177.0,149.5,179.0,29.5,24.916666666666668,29.833333333333332
LINEAR,Frog chorus,140.0,172.0,146.0,179.0,28.666666666666668,24.333333333333332,29.833333333333332
LINEAR,Frog chorus,141.0,177.0,131.0,179.0,29.5,21.833333333333332,29.833333333333332
LINEAR,Frog chorus,142.0,178.0,155.5,179.0,29.666666666666668,25.916666666666668,29.833333333333332
LINEAR,Frog chorus,143.0,177.0,117.0,179.0,29.5,19.5,29.833333333333332
LINEAR,Frog chorus,144.0,178.0,170.0,179.0,29.666666666666668,28.333333333333332,29.833333333333332
LINEAR,Frog chorus,145.0,178.0,158.0,179.0,29.666666666666668,26.333333333333332,29.833333333333332
LINEAR,Frog chorus,146.0,177.0,132.25,179.0,29.5,22.041666666666668,29.833333333333332
LINEAR,Frog chorus,147.0,178.0,158.75,179.0,29.666666666666668,26.458333333333332,29.833333333333332
LINEAR,Frog chorus,148.0,177.0,163.5,179.0,29.5,27.25,29.833333333333332
LINEAR,Frog chorus,149.0,177.0,144.0,179.0,29.5,24.0,29.833333333333332
LINEAR,Frog chorus,150.0,178.0,167.0,179.0,29.666666666666668,27.833333333333332,29.833333333333332
LINEAR_4,Frog chorus (x4),1.0,110.0,71.0,139.0,18.333333333333332,11.833333333333334,23.166666666666668
LINEAR_4,Frog chorus (x4),2.0,72.0,48.0,98.0,12.0,8.0,16.333333333333332
LINEAR_4,Frog chorus (x4),3.0,51.0,35.0,68.0,8.5,5.833333333333333,11.333333333333334
LINEAR_4,Frog chorus (x4),4.0,39.0,28.0,52.5,6.5,4.666666666666667,8.75
LINEAR_4,Frog chorus (x4),5.0,33.0,25.0,44.0,5.5,4.166666666666667,7.333333333333333
LINEAR_4,Frog chorus (x4),6.0,29.0,22.0,37.0,4.833333333333333,3.6666666666666665,6.166666666666667
LINEAR_4,Frog chorus (x4),7.0,25.0,20.0,32.0,4.166666666666667,3.3333333333333335,5.333333333333333
LINEAR_4,Frog chorus (x4),8.0,23.0,19.0,29.0,3.8333333333333335,3.1666666666666665,4.833333333333333
LINEAR_4,Frog chorus (x4),9.0,21.0,17.0,27.0,3.5,2.8333333333333335,4.5
LINEAR_4,Frog chorus (x4),10.0,20.0,16.0,25.0,3.3333333333333335,2.6666666666666665,4.166666666666667
LINEAR_4,Frog chorus (x4),11.0,19.0,16.0,23.0,3.1666666666666665,2.6666666666666665,3.8333333333333335
LINEAR_4,Frog chorus (x4),12.0,18.0,15.0,22.0,3.0,2.5,3.6666666666666665
LINEAR_4,Frog chorus (x4),13.0,17.0,14.5,21.0,2.8333333333333335,2.4166666666666665,3.5
LINEAR_4,Frog chorus (x4),14.0,17.0,14.0,20.0,2.8333333333333335,2.3333333333333335,3.3333333333333335
LINEAR_4,Frog chorus (x4),15.0,16.0,14.0,19.0,2.6666666666666665,2.3333333333333335,3.1666666666666665
LINEAR_4,Frog chorus (x4),16.0,16.0,14.0,19.0,2.6666666666666665,2.3333333333333335,3.1666666666666665
LINEAR_4,Frog chorus (x4),17.0,15.0,14.0,18.0,2.5,2.3333333333333335,3.0
LINEAR_4,Frog chorus (x4),18.0,15.0,13.0,17.0,2.5,2.1666666666666665,2.8333333333333335
LINEAR_4,Frog chorus (x4),19.0,15.0,13.0,17.0,2.5,2.1666666666666665,2.8333333333333335
LINEAR_4,Frog chorus (x4),20.0,15.0,13.0,16.0,2.5,2.1666666666666665,2.6666666666666665
LINEAR_4,Frog chorus (x4),21.0,14.0,13.0,16.0,2.3333333333333335,2.1666666666666665,2.6666666666666665
LINEAR_4,Frog chorus (x4),22.0,14.0,13.0,16.0,2.3333333333333335,2.1666666666666665,2.6666666666666665
LINEAR_4,Frog chorus (x4),23.0,14.0,13.0,16.0,2.3333333333333335,2.1666666666666665,2.6666666666666665
LINEAR_4,Frog chorus (x4),24.0,14.0,13.0,16.0,2.3333333333333335,2.1666666666666665,2.6666666666666665
LINEAR_4,Frog chorus (x4),25.0,14.0,13.0,16.0,2.3333333333333335,2.1666666666666665,2.6666666666666665
LINEAR_4,Frog chorus (x4),26.0,14.0,12.0,15.0,2.3333333333333335,2.0,2.5
LINEAR_4,Frog chorus (x4),27.0,14.0,12.0,15.0,2.3333333333333335,2.0,2.5
LINEAR_4,Frog chorus (x4),28.0,14.0,12.0,15.0,2.3333333333333335,2.0,2.5
LINEAR_4,Frog chorus (x4),29.0,14.0,12.0,15.0,2.3333333333333335,2.0,2.5
LINEAR_4,Frog chorus (x4),30.0,14.0,12.0,15.0,2.3333333333333335,2.0,2.5
LINEAR_4,Frog chorus (x4),31.0,14.0,12.0,15.0,2.3333333333333335,2.0,2.5
LINEAR_4,Frog chorus (x4),32.0,14.0,12.0,15.0,2.3333333333333335,2.0,2.5
LINEAR_4,Frog chorus (x4),33.0,14.0,12.0,15.0,2.3333333333333335,2.0,2.5
LINEAR_4,Frog chorus (x4),34.0,14.0,12.0,15.0,2.3333333333333335,2.0,2.5
LINEAR_4,Frog chorus (x4),35.0,14.0,12.0,15.0,2.3333333333333335,2.0,2.5
LINEAR_4,Frog chorus (x4),36.0,14.0,12.0,15.0,2.3333333333333335,2.0,2.5
LINEAR_4,Frog chorus (x4),37.0,13.0,12.0,15.0,2.1666666666666665,2.0,2.5
LINEAR_4,Frog chorus (x4),38.0,13.5,12.0,15.0,2.25,2.0,2.5
LINEAR_4,Frog chorus (x4),39.0,13.0,12.0,16.0,2.1666666666666665,2.0,2.6666666666666665
LINEAR_4,Frog chorus (x4),40.0,14.0,12.0,16.0,2.3333333333333335,2.0,2.6666666666666665
LINEAR_4,Frog chorus (x4),41.0,14.0,12.0,16.0,2.3333333333333335,2.0,2.6666666666666665
LINEAR_4,Frog chorus (x4),42.0,14.0,12.0,17.0,2.3333333333333335,2.0,2.8333333333333335
LINEAR_4,Frog chorus (x4),43.0,14.0,12.0,17.25,2.3333333333333335,2.0,2.875
LINEAR_4,Frog chorus (x4),44.0,14.0,12.0,18.25,2.3333333333333335,2.0,3.0416666666666665
LINEAR_4,Frog chorus (x4),45.0,14.0,12.5,20.0,2.3333333333333335,2.0833333333333335,3.3333333333333335
LINEAR_4,Frog chorus (x4),46.0,14.0,13.0,20.0,2.3333333333333335,2.1666666666666665,3.3333333333333335
LINEAR_4,Frog chorus (x4),47.0,14.0,13.0,21.0,2.3333333333333335,2.1666666666666665,3.5
LINEAR_4,Frog chorus (x4),48.0,14.0,13.0,21.0,2.3333333333333335,2.1666666666666665,3.5
LINEAR_4,Frog chorus (x4),49.0,15.0,13.0,22.0,2.5,2.1666666666666665,3.6666666666666665
LINEAR_4,Frog chorus (x4),50.0,15.0,13.0,22.0,2.5,2.1666666666666665,3.6666666666666665
LINEAR_4,Frog chorus (x4),51.0,16.0,13.0,24.0,2.6666666666666665,2.1666666666666665,4.0
LINEAR_4,Frog chorus (x4),52.0,16.0,13.0,25.75,2.6666666666666665,2.1666666666666665,4.291666666666667
LINEAR_4,Frog chorus (x4),53.0,16.0,13.0,26.0,2.6666666666666665,2.1666666666666665,4.333333333333333
LINEAR_4,Frog chorus (x4),54.0,16.0,13.0,29.0,2.6666666666666665,2.1666666666666665,4.833333333333333
LINEAR_4,Frog chorus (x4),55.0,17.0,13.0,30.0,2.8333333333333335,2.1666666666666665,5.0
LINEAR_4,Frog chorus (x4),56.0,18.0,14.0,31.5,3.0,2.3333333333333335,5.25
LINEAR_4,Frog chorus (x4),57.0,18.0,13.75,31.0,3.0,2.2916666666666665,5.166666666666667
LINEAR_4,Frog chorus (x4),58.0,19.0,14.0,31.0,3.1666666666666665,2.3333333333333335,5.166666666666667
LINEAR_4,Frog chorus (x4),59.0,19.0,14.0,31.0,3.1666666666666665,2.3333333333333335,5.166666666666667
LINEAR_4,Frog chorus (x4),60.0,19.0,14.0,31.0,3.1666666666666665,2.3333333333333335,5.166666666666667
LINEAR_4,Frog chorus (x4),61.0,19.0,14.0,31.0,3.1666666666666665,2.3333333333333335,5.166666666666667
LINEAR_4,Frog chorus (x4),62.0,20.0,15.0,34.0,3.3333333333333335,2.5,5.666666666666667
LINEAR_4,Frog chorus (x4),63.0,20.0,15.0,34.0,3.3333333333333335,2.5,5.666666666666667
LINEAR_4,Frog chorus (x4),64.0,21.0,15.0,36.0,3.5,2.5,6.0
LINEAR_4,Frog chorus (x4),65.0,22.0,15.0,37.5,3.6666666666666665,2.5,6.25
LINEAR_4,Frog chorus (x4),66.0,23.0,15.0,38.0,3.8333333333333335,2.5,6.333333333333333
LINEAR_4,Frog chorus (x4),67.0,24.0,16.0,38.0,4.0,2.6666666666666665,6.333333333333333
LINEAR_4,Frog chorus (x4),68.0,23.0,16.0,39.0,3.8333333333333335,2.6666666666666665,6.5
LINEAR_4,Frog chorus (x4),69.0,25.0,16.0,37.0,4.166666666666667,2.6666666666666665,6.166666666666667
LINEAR_4,Frog chorus (x4),70.0,25.0,17.0,39.0,4.166666666666667,2.8333333333333335,6.5
LINEAR_4,Frog chorus (x4),71.0,25.0,17.0,40.0,4.166666666666667,2.8333333333333335,6.666666666666667
LINEAR_4,Frog chorus (x4),72.0,26.0,17.0,41.0,4.333333333333333,2.8333333333333335,6.833333333333333
LINEAR_4,Frog chorus (x4),73.0,26.0,18.0,44.5,4.333333333333333,3.0,7.416666666666667
LINEAR_4,Frog chorus (x4),74.0,26.5,18.0,46.5,4.416666666666667,3.0,7.75
LINEAR_4,Frog chorus (x4),75.0,28.0,18.0,43.5,4.666666666666667,3.0,7.25
LINEAR_4,Frog chorus (x4),76.0,27.0,19.0,45.0,4.5,3.1666666666666665,7.5
LINEAR_4,Frog chorus (x4),77.0,29.0,19.0,46.0,4.833333333333333,3.1666666666666665,7.666666666666667
LINEAR_4,Frog chorus (x4),78.0,29.0,19.0,46.0,4.833333333333333,3.1666666666666665,7.666666666666667
LINEAR_4,Frog chorus (x4),79.0,31.0,20.0,46.0,5.166666666666667,3.3333333333333335,7.666666666666667
LINEAR_4,Frog chorus (x4),80.0,31.0,20.0,48.0,5.166666666666667,3.3333333333333335,8.0
LINEAR_4,Frog chorus (x4),81.0,32.5,21.0,49.0,5.416666666666667,3.5,8.166666666666666
LINEAR_4,Frog chorus (x4),82.0,34.0,22.0,51.0,5.666666666666667,3.6666666666666665,8.5
LINEAR_4,Frog chorus (x4),83.0,34.0,23.0,55.0,5.666666666666667,3.8333333333333335,9.166666666666666
LINEAR_4,Frog chorus (x4),84.0,36.0,22.0,55.0,6.0,3.6666666666666665,9.166666666666666
LINEAR_4,Frog chorus (x4),85.0,36.0,22.0,52.0,6.0,3.6666666666666665,8.666666666666666
LINEAR_4,Frog chorus (x4),86.0,35.0,22.0,55.0,5.833333333333333,3.6666666666666665,9.166666666666666
LINEAR_4,Frog chorus (x4),87.0,37.5,23.0,58.0,6.25,3.8333333333333335,9.666666666666666
LINEAR_4,Frog chorus (x4),88.0,37.5,23.0,57.75,6.25,3.8333333333333335,9.625
LINEAR_4,Frog chorus (x4),89.0,39.0,24.5,61.0,6.5,4.083333333333333,10.166666666666666
LINEAR_4,Frog chorus (x4),90.0,40.0,26.0,59.0,6.666666666666667,4.333333333333333,9.833333333333334
LINEAR_4,Frog chorus (x4),91.0,40.0,25.0,58.0,6.666666666666667,4.166666666666667,9.666666666666666
LINEAR_4,Frog chorus (x4),92.0,41.0,25.0,61.0,6.833333333333333,4.166666666666667,10.166666666666666
LINEAR_4,Frog chorus (x4),93.0,41.0,27.0,61.5,6.833333333333333,4.5,10.25
LINEAR_4,Frog chorus (x4),94.0,43.0,29.0,61.0,7.166666666666667,4.833333333333333,10.166666666666666
LINEAR_4,Frog chorus (x4),95.0,44.0,29.0,62.0,7.333333333333333,4.833333333333333,10.333333333333334
LINEAR_4,Frog chorus (x4),96.0,44.0,29.25,65.0,7.333333333333333,4.875,10.833333333333334
LINEAR_4,Frog chorus (x4),97.0,44.0,30.0,65.0,7.333333333333333,5.0,10.833333333333334
LINEAR_4,Frog chorus (x4),98.0,46.0,31.0,67.0,7.666666666666667,5.166666666666667,11.166666666666666
LINEAR_4,Frog chorus (x4),99.0,47.0,31.0,63.0,7.833333333333333,5.166666666666667,10.5
LINEAR_4,Frog chorus (x4),100.0,48.0,33.0,70.0,8.0,5.5,11.666666666666666
LINEAR_4,Frog chorus (x4),101.0,49.0,34.0,73.0,8.166666666666666,5.666666666666667,12.166666666666666
LINEAR_4,Frog chorus (x4),102.0,47.0,33.0,69.0,7.833333333333333,5.5,11.5
LINEAR_4,Frog chorus (x4),103.0,50.0,32.5,73.5,8.333333333333334,5.416666666666667,12.25
LINEAR_4,Frog chorus (x4),104.0,51.0,33.0,72.0,8.5,5.5,12.0
LINEAR_4,Frog chorus (x4),105.0,52.0,36.0,79.75,8.666666666666666,6.0,13.291666666666666
LINEAR_4,Frog chorus (x4),106.0,51.0,36.0,74.0,8.5,6.0,12.333333333333334
LINEAR_4,Frog chorus (x4),107.0,53.0,36.0,77.0,8.833333333333334,6.0,12.833333333333334
LINEAR_4,Frog chorus (x4),108.0,53.0,35.0,78.0,8.833333333333334,5.833333333333333,13.0
LINEAR_4,Frog chorus (x4),109.0,57.0,35.0,83.0,9.5,5.833333333333333,13.833333333333334
LINEAR_4,Frog chorus (x4),110.0,54.0,37.0,77.0,9.0,6.166666666666667,12.833333333333334
LINEAR_4,Frog chorus (x4),111.0,55.0,37.5,80.0,9.166666666666666,6.25,13.333333333333334
LINEAR_4,Frog chorus (x4),112.0,59.5,38.75,88.0,9.916666666666666,6.458333333333333,14.666666666666666
LINEAR_4,Frog chorus (x4),113.0,57.0,41.0,84.75,9.5,6.833333333333333,14.125
LINEAR_4,Frog chorus (x4),114.0,64.0,45.0,88.0,10.666666666666666,7.5,14.666666666666666
LINEAR_4,Frog chorus (x4),115.0,63.0,44.0,93.0,10.5,7.333333333333333,15.5
LINEAR_4,Frog chorus (x4),116.0,63.0,43.0,88.0,10.5,7.166666666666667,14.666666666666666
LINEAR_4,Frog chorus (x4),117.0,62.0,43.75,90.0,10.333333333333334,7.291666666666667,15.0
LINEAR_4,Frog chorus (x4),118.0,64.0,45.0,94.75,10.666666666666666,7.5,15.791666666666666
LINEAR_4,Frog chorus (x4),119.0,66.0,47.0,96.0,11.0,7.833333333333333,16.0
LINEAR_4,Frog chorus (x4),120.0,71.0,48.0,100.5,11.833333333333334,8.0,16.75
LINEAR_4,Frog chorus (x4),121.0,70.0,48.0,103.0,11.666666666666666,8.0,17.166666666666668
LINEAR_4,Frog chorus (x4),122.0,71.0,51.0,101.0,11.833333333333334,8.5,16.833333333333332
LINEAR_4,Frog chorus (x4),123.0,76.0,51.0,108.0,12.666666666666666,8.5,18.0
LINEAR_4,Frog chorus (x4),124.0,74.0,51.25,110.0,12.333333333333334,8.541666666666666,18.333333333333332
LINEAR_4,Frog chorus (x4),125.0,81.5,53.0,108.25,13.583333333333334,8.833333333333334,18.041666666666668
LINEAR_4,Frog chorus (x4),126.0,80.0,53.25,115.0,13.333333333333334,8.875,19.166666666666668
LINEAR_4,Frog chorus (x4),127.0,84.0,56.0,113.0,14.0,9.333333333333334,18.833333333333332
LINEAR_4,Frog chorus (x4),128.0,78.0,53.0,118.0,13.0,8.833333333333334,19.666666666666668
LINEAR_4,Frog chorus (x4),129.0,86.0,58.0,126.0,14.333333333333334,9.666666666666666,21.0
LINEAR_4,Frog chorus (x4),130.0,92.5,61.0,124.25,15.416666666666666,10.166666666666666,20.708333333333332
LINEAR_4,Frog chorus (x4),131.0,88.0,61.0,123.0,14.666666666666666,10.166666666666666,20.5
LINEAR_4,Frog chorus (x4),132.0,98.0,64.0,140.0,16.333333333333332,10.666666666666666,23.333333333333332
LINEAR_4,Frog chorus (x4),133.0,98.0,67.0,132.5,16.333333333333332,11.166666666666666,22.083333333333332
LINEAR_4,Frog chorus (x4),134.0,104.0,67.0,133.0,17.333333333333332,11.166666666666666,22.166666666666668
LINEAR_4,Frog chorus (x4),135.0,102.0,68.0,142.0,17.0,11.333333333333334,23.666666666666668
LINEAR_4,Frog chorus (x4),136.0,106.0,71.5,137.0,17.666666666666668,11.916666666666666,22.833333333333332
LINEAR_4,Frog chorus (x4),137.0,99.0,70.0,135.75,16.5,11.666666666666666,22.625
LINEAR_4,Frog chorus (x4),138.0,103.0,69.0,143.0,17.166666666666668,11.5,23.833333333333332
LINEAR_4,Frog chorus (x4),139.0,109.0,74.0,140.0,18.166666666666668,12.333333333333334,23.333333333333332
LINEAR_4,Frog chorus (x4),140.0,113.0,78.25,141.0,18.833333333333332,13.041666666666666,23.5
LINEAR_4,Frog chorus (x4),141.0,118.0,83.0,154.0,19.666666666666668,13.833333333333334,25.666666666666668
LINEAR_4,Frog chorus (x4),142.0,109.0,80.0,144.0,18.166666666666668,13.333333333333334,24.0
LINEAR_4,Frog chorus (x4),143.0,111.0,84.5,147.0,18.5,14.083333333333334,24.5
LINEAR_4,Frog chorus (x4),144.0,119.5,87.0,144.0,19.916666666666668,14.5,24.0
LINEAR_4,Frog chorus (x4),145.0,119.5,89.75,154.0,19.916666666666668,14.958333333333334,25.666666666666668
LINEAR_4,Frog chorus (x4),146.0,122.0,93.0,160.5,20.333333333333332,15.5,26.75
LINEAR_4,Frog chorus (x4),147.0,117.0,87.5,152.0,19.5,14.583333333333334,25.333333333333332
LINEAR_4,Frog chorus (x4),148.0,123.0,91.5,159.0,20.5,15.25,26.5
LINEAR_4,Frog chorus (x4),149.0,125.5,89.75,154.0,20.916666666666668,14.958333333333334,25.666666666666668
LINEAR_4,Frog chorus (x4),150.0,117.0,86.0,152.75,19.5,14.333333333333334,25.458333333333332
NewSIN,NewSIN,1.0,109.0,71.25,141.0,18.166666666666668,11.875,23.5
NewSIN,NewSIN,2.0,78.0,51.5,109.0,13.0,8.583333333333334,18.166666666666668
NewSIN,NewSIN,3.0,56.0,36.75,76.0,9.333333333333334,6.125,12.666666666666666
NewSIN,NewSIN,4.0,43.5,30.0,58.0,7.25,5.0,9.666666666666666
NewSIN,NewSIN,5.0,36.0,26.0,47.75,6.0,4.333333333333333,7.958333333333333
NewSIN,NewSIN,6.0,32.0,23.0,41.0,5.333333333333333,3.8333333333333335,6.833333333333333
NewSIN,NewSIN,7.0,27.0,21.0,35.0,4.5,3.5,5.833333333333333
NewSIN,NewSIN,8.0,25.0,19.0,32.0,4.166666666666667,3.1666666666666665,5.333333333333333
NewSIN,NewSIN,9.0,23.0,18.0,29.0,3.8333333333333335,3.0,4.833333333333333
NewSIN,NewSIN,10.0,21.0,17.0,27.0,3.5,2.8333333333333335,4.5
NewSIN,NewSIN,11.0,20.0,16.0,25.0,3.3333333333333335,2.6666666666666665,4.166666666666667
NewSIN,NewSIN,12.0,19.0,16.0,23.0,3.1666666666666665,2.6666666666666665,3.8333333333333335
NewSIN,NewSIN,13.0,18.0,15.0,22.0,3.0,2.5,3.6666666666666665
NewSIN,NewSIN,14.0,17.0,15.0,21.0,2.8333333333333335,2.5,3.5
NewSIN,NewSIN,15.0,17.0,14.0,20.0,2.8333333333333335,2.3333333333333335,3.3333333333333335
NewSIN,NewSIN,16.0,16.0,14.0,20.0,2.6666666666666665,2.3333333333333335,3.3333333333333335
NewSIN,NewSIN,17.0,16.0,14.0,19.0,2.6666666666666665,2.3333333333333335,3.1666666666666665
NewSIN,NewSIN,18.0,16.0,13.5,18.0,2.6666666666666665,2.25,3.0
NewSIN,NewSIN,19.0,15.0,13.0,18.0,2.5,2.1666666666666665,3.0
NewSIN,NewSIN,20.0,15.0,13.0,17.0,2.5,2.1666666666666665,2.8333333333333335
NewSIN,NewSIN,21.0,15.0,13.0,17.0,2.5,2.1666666666666665,2.8333333333333335
NewSIN,NewSIN,22.0,15.0,13.0,17.0,2.5,2.1666666666666665,2.8333333333333335
NewSIN,NewSIN,23.0,15.0,13.0,17.0,2.5,2.1666666666666665,2.8333333333333335
NewSIN,NewSIN,24.0,14.0,13.0,16.0,2.3333333333333335,2.1666666666666665,2.6666666666666665
NewSIN,NewSIN,25.0,14.0,13.0,16.0,2.3333333333333335,2.1666666666666665,2.6666666666666665
NewSIN,NewSIN,26.0,14.0,13.0,16.0,2.3333333333333335,2.1666666666666665,2.6666666666666665
NewSIN,NewSIN,27.0,14.0,13.0,16.0,2.3333333333333335,2.1666666666666665,2.6666666666666665
NewSIN,NewSIN,28.0,14.0,13.0,16.0,2.3333333333333335,2.1666666666666665,2.6666666666666665
NewSIN,NewSIN,29.0,14.0,13.0,16.0,2.3333333333333335,2.1666666666666665,2.6666666666666665
NewSIN,NewSIN,30.0,14.0,13.0,16.0,2.3333333333333335,2.1666666666666665,2.6666666666666665
NewSIN,NewSIN,31.0,14.0,13.0,16.0,2.3333333333333335,2.1666666666666665,2.6666666666666665
NewSIN,NewSIN,32.0,14.0,13.0,16.0,2.3333333333333335,2.1666666666666665,2.6666666666666665
NewSIN,NewSIN,33.0,14.0,13.0,16.0,2.3333333333333335,2.1666666666666665,2.6666666666666665
NewSIN,NewSIN,34.0,14.0,13.0,16.0,2.3333333333333335,2.1666666666666665,2.6666666666666665
NewSIN,NewSIN,35.0,14.0,13.0,16.0,2.3333333333333335,2.1666666666666665,2.6666666666666665
NewSIN,NewSIN,36.0,14.0,13.0,16.0,2.3333333333333335,2.1666666666666665,2.6666666666666665
NewSIN,NewSIN,37.0,14.0,13.0,16.0,2.3333333333333335,2.1666666666666665,2.6666666666666665
NewSIN,NewSIN,38.0,14.0,13.0,16.0,2.3333333333333335,2.1666666666666665,2.6666666666666665
NewSIN,NewSIN,39.0,14.0,13.0,16.0,2.3333333333333335,2.1666666666666665,2.6666666666666665
NewSIN,NewSIN,40.0,14.0,13.0,17.0,2.3333333333333335,2.1666666666666665,2.8333333333333335
NewSIN,NewSIN,41.0,14.0,13.0,17.25,2.3333333333333335,2.1666666666666665,2.875
NewSIN,NewSIN,42.0,14.0,13.0,19.0,2.3333333333333335,2.1666666666666665,3.1666666666666665
NewSIN,NewSIN,43.0,14.0,13.0,21.0,2.3333333333333335,2.1666666666666665,3.5
NewSIN,NewSIN,44.0,15.0,13.0,22.0,2.5,2.1666666666666665,3.6666666666666665
NewSIN,NewSIN,45.0,15.0,13.0,23.0,2.5,2.1666666666666665,3.8333333333333335
NewSIN,NewSIN,46.0,15.0,13.0,24.0,2.5,2.1666666666666665,4.0
NewSIN,NewSIN,47.0,15.0,13.0,25.75,2.5,2.1666666666666665,4.291666666666667
NewSIN,NewSIN,48.0,15.0,13.0,26.0,2.5,2.1666666666666665,4.333333333333333
NewSIN,NewSIN,49.0,16.0,13.0,28.0,2.6666666666666665,2.1666666666666665,4.666666666666667
NewSIN,NewSIN,50.0,16.0,13.0,29.0,2.6666666666666665,2.1666666666666665,4.833333333333333
NewSIN,NewSIN,51.0,18.0,13.0,30.0,3.0,2.1666666666666665,5.0
NewSIN,NewSIN,52.0,18.0,14.0,33.0,3.0,2.3333333333333335,5.5
NewSIN,NewSIN,53.0,18.0,14.0,33.0,3.0,2.3333333333333335,5.5
NewSIN,NewSIN,54.0,19.0,14.0,35.0,3.1666666666666665,2.3333333333333335,5.833333333333333
NewSIN,NewSIN,55.0,19.0,14.0,39.0,3.1666666666666665,2.3333333333333335,6.5
NewSIN,NewSIN,56.0,20.0,14.0,39.0,3.3333333333333335,2.3333333333333335,6.5
NewSIN,NewSIN,57.0,21.0,14.0,38.0,3.5,2.3333333333333335,6.333333333333333
NewSIN,NewSIN,58.0,22.0,15.0,43.0,3.6666666666666665,2.5,7.166666666666667
NewSIN,NewSIN,59.0,23.0,15.0,43.0,3.8333333333333335,2.5,7.166666666666667
NewSIN,NewSIN,60.0,24.0,15.0,44.5,4.0,2.5,7.416666666666667
NewSIN,NewSIN,61.0,24.0,16.0,44.0,4.0,2.6666666666666665,7.333333333333333
NewSIN,NewSIN,62.0,25.0,16.0,46.0,4.166666666666667,2.6666666666666665,7.666666666666667
NewSIN,NewSIN,63.0,26.0,16.0,47.0,4.333333333333333,2.6666666666666665,7.833333333333333
NewSIN,NewSIN,64.0,26.0,16.0,49.0,4.333333333333333,2.6666666666666665,8.166666666666666
NewSIN,NewSIN,65.0,28.0,17.0,48.0,4.666666666666667,2.8333333333333335,8.0
NewSIN,NewSIN,66.0,29.0,18.0,52.0,4.833333333333333,3.0,8.666666666666666
NewSIN,NewSIN,67.0,29.5,18.0,50.0,4.916666666666667,3.0,8.333333333333334
NewSIN,NewSIN,68.0,31.5,19.0,51.75,5.25,3.1666666666666665,8.625
NewSIN,NewSIN,69.0,31.0,18.75,55.0,5.166666666666667,3.125,9.166666666666666
NewSIN,NewSIN,70.0,33.0,19.0,56.0,5.5,3.1666666666666665,9.333333333333334
NewSIN,NewSIN,71.0,33.0,20.0,56.0,5.5,3.3333333333333335,9.333333333333334
