condition,function,label,cycle_index,device_id,phase_diff_rad,phase_diff_wrapped_rad
uniform_1ms,NewSIN,1-sin based,2,41,0.0555318992664311,0.05553189926643132
uniform_1ms,NewSIN,1-sin based,2,42,0.0561507432244196,0.056150743224419486
uniform_1ms,NewSIN,1-sin based,2,43,0.0567695872272946,0.056769587227294416
uniform_1ms,NewSIN,1-sin based,2,44,0.0573884312787956,0.05738843127879578
uniform_1ms,NewSIN,1-sin based,2,45,0.0580072753826622,0.05800727538266237
uniform_1ms,NewSIN,1-sin based,2,46,0.0586261195426363,0.05862611954263652
uniform_1ms,NewSIN,1-sin based,2,47,0.0592449637624575,0.05924496376245747
uniform_1ms,NewSIN,1-sin based,2,48,0.0598638080458653,0.05986380804586533
uniform_1ms,NewSIN,1-sin based,2,49,0.0604826523966017,0.060482652396601555
uniform_1ms,NewSIN,1-sin based,3,0,0.0,0.0
uniform_1ms,NewSIN,1-sin based,3,1,0.0303183671874644,0.03031836718746428
uniform_1ms,NewSIN,1-sin based,3,2,0.0608029406592511,0.06080294065925118
uniform_1ms,NewSIN,1-sin based,3,3,0.0614124524422794,0.06141245244227944
uniform_1ms,NewSIN,1-sin based,3,4,0.062021964243505,0.062021964243505145
uniform_1ms,NewSIN,1-sin based,3,5,0.06263147607019,0.06263147607019004
uniform_1ms,NewSIN,1-sin based,3,6,0.0632409879295894,0.06324098792958921
uniform_1ms,NewSIN,1-sin based,3,7,0.0638504998289632,0.06385049982896307
uniform_1ms,NewSIN,1-sin based,3,8,0.0644600117755685,0.06446001177556848
uniform_1ms,NewSIN,1-sin based,3,9,0.0650695237766653,0.06506952377666542
uniform_1ms,NewSIN,1-sin based,3,10,0.0656790358395087,0.06567903583950851
uniform_1ms,NewSIN,1-sin based,3,11,0.0662885479713538,0.06628854797135375
uniform_1ms,NewSIN,1-sin based,3,12,0.0668980601794626,0.06689806017946243
uniform_1ms,NewSIN,1-sin based,3,13,0.067507572471095,0.06750757247109496
uniform_1ms,NewSIN,1-sin based,3,14,0.068117084853506,0.06811708485350598
uniform_1ms,NewSIN,1-sin based,3,15,0.0687265973339507,0.06872659733395059
uniform_1ms,NewSIN,1-sin based,3,16,0.0394517290844513,0.03945172908445116
uniform_1ms,NewSIN,1-sin based,3,17,0.0400612416741417,0.04006124167414171
uniform_1ms,NewSIN,1-sin based,3,18,0.0406707542766922,0.0406707542766922
uniform_1ms,NewSIN,1-sin based,3,19,0.0412802668993646,0.041280266899364815
uniform_1ms,NewSIN,1-sin based,3,20,0.0418897795494095,0.04188977954940931
uniform_1ms,NewSIN,1-sin based,3,21,0.0424992922340914,0.042499292234091435
uniform_1ms,NewSIN,1-sin based,3,22,0.0431088049606652,0.04310880496066538
uniform_1ms,NewSIN,1-sin based,3,23,0.0437183177363863,0.043718317736386236
uniform_1ms,NewSIN,1-sin based,3,24,0.0443278305685143,0.044327830568514415
uniform_1ms,NewSIN,1-sin based,3,25,0.0152378734223857,0.015237873422385917
uniform_1ms,NewSIN,1-sin based,3,26,0.0158473862372672,0.015847386237267003
uniform_1ms,NewSIN,1-sin based,3,27,0.0164568989542315,0.016456898954231303
uniform_1ms,NewSIN,1-sin based,3,28,0.0170664115805407,0.017066411580540564
uniform_1ms,NewSIN,1-sin based,3,29,0.0176759241234452,0.017675924123444986
uniform_1ms,NewSIN,1-sin based,3,30,0.0479942418436971,0.04799424184369716
uniform_1ms,NewSIN,1-sin based,3,31,0.0787587570339469,0.07875875703394675
uniform_1ms,NewSIN,1-sin based,3,32,0.0796524965807899,0.0796524965807901
uniform_1ms,NewSIN,1-sin based,3,33,0.0802620083638182,0.08026200836381836
uniform_1ms,NewSIN,1-sin based,3,34,0.0808715201650438,0.08087152016504362
uniform_1ms,NewSIN,1-sin based,3,35,0.0814810319917287,0.08148103199172851
uniform_1ms,NewSIN,1-sin based,3,36,0.0820905438511282,0.08209054385112813
uniform_1ms,NewSIN,1-sin based,3,37,0.0827000557505019,0.08270005575050199
uniform_1ms,NewSIN,1-sin based,3,38,0.0833095676971073,0.0833095676971074
uniform_1ms,NewSIN,1-sin based,3,39,0.0839190796982041,0.08391907969820389
uniform_1ms,NewSIN,1-sin based,3,40,0.0845285917610475,0.08452859176104743
uniform_1ms,NewSIN,1-sin based,3,41,0.0851381038928926,0.08513810389289267
uniform_1ms,NewSIN,1-sin based,3,42,0.0857476161010014,0.08574761610100134
uniform_1ms,NewSIN,1-sin based,3,43,0.0863571283926337,0.08635712839263388
uniform_1ms,NewSIN,1-sin based,3,44,0.0869666407750447,0.0869666407750449
uniform_1ms,NewSIN,1-sin based,3,45,0.0875761532554895,0.08757615325548951
uniform_1ms,NewSIN,1-sin based,3,46,0.0881856658412301,0.08818566584122989
uniform_1ms,NewSIN,1-sin based,3,47,0.0887951785395216,0.08879517853952157
uniform_1ms,NewSIN,1-sin based,3,48,0.0894046913576193,0.08940469135761919
uniform_1ms,NewSIN,1-sin based,3,49,0.0900142043027874,0.09001420430278761
uniform_1ms,NewSIN,1-sin based,4,0,0.0,0.0
uniform_1ms,NewSIN,1-sin based,4,1,0.0595634163266839,0.05956341632668405
uniform_1ms,NewSIN,1-sin based,4,2,0.060630048266389,0.06063004826638885
uniform_1ms,NewSIN,1-sin based,4,3,0.0911054305285387,0.09110543052853881
uniform_1ms,NewSIN,1-sin based,4,4,0.0917057511123212,0.09170575111232138
uniform_1ms,NewSIN,1-sin based,4,5,0.092306071728009,0.09230607172800909
uniform_1ms,NewSIN,1-sin based,4,6,0.0929063923861626,0.09290639238616283
uniform_1ms,NewSIN,1-sin based,4,7,0.093506713097347,0.09350671309734704
uniform_1ms,NewSIN,1-sin based,4,8,0.0941070338721204,0.09410703387212038
uniform_1ms,NewSIN,1-sin based,4,9,0.0947073547210545,0.0947073547210544
uniform_1ms,NewSIN,1-sin based,4,10,0.095307675654703,0.09530767565470288
uniform_1ms,NewSIN,1-sin based,4,11,0.0959079966836309,0.0959079966836307
uniform_1ms,NewSIN,1-sin based,4,12,0.0965083178184032,0.09650831781840319
uniform_1ms,NewSIN,1-sin based,4,13,0.0971086390695873,0.09710863906958744
uniform_1ms,NewSIN,1-sin based,4,14,0.0977089604477389,0.09770896044773902
uniform_1ms,NewSIN,1-sin based,4,15,0.0983092819634208,0.09830928196342059
uniform_1ms,NewSIN,1-sin based,4,16,0.0690161724534573,0.06901617245345726
uniform_1ms,NewSIN,1-sin based,4,17,0.0696164942193417,0.0696164942193418
uniform_1ms,NewSIN,1-sin based,4,18,0.0702168160524699,0.07021681605246988
uniform_1ms,NewSIN,1-sin based,4,19,0.070817137963414,0.07081713796341393
uniform_1ms,NewSIN,1-sin based,4,20,0.0714174599627252,0.07141745996272508
uniform_1ms,NewSIN,1-sin based,4,21,0.0720177820609754,0.07201778206097531
uniform_1ms,NewSIN,1-sin based,4,22,0.0726181042687227,0.07261810426872284
uniform_1ms,NewSIN,1-sin based,4,23,0.0732184265965299,0.07321842659652988
uniform_1ms,NewSIN,1-sin based,4,24,0.0738187490549596,0.07381874905495955
uniform_1ms,NewSIN,1-sin based,4,25,0.0150081531237137,0.015008153123713619
uniform_1ms,NewSIN,1-sin based,4,26,0.0156084757053349,0.015608475705334968
uniform_1ms,NewSIN,1-sin based,4,27,0.0162087981094469,0.016208798109446754
uniform_1ms,NewSIN,1-sin based,4,28,0.0168091203466218,0.016809120346621853
uniform_1ms,NewSIN,1-sin based,4,29,0.0174094424274106,0.017409442427410493
uniform_1ms,NewSIN,1-sin based,4,30,0.0477302670223331,0.047730267022333184
uniform_1ms,NewSIN,1-sin based,4,31,0.0783151141393859,0.07831511413938586
uniform_1ms,NewSIN,1-sin based,4,32,0.1090704381128715,0.10907043811287132
uniform_1ms,NewSIN,1-sin based,4,33,0.1099549864500774,0.10995498645007729
uniform_1ms,NewSIN,1-sin based,4,34,0.1105553070338599,0.11055530703385985
uniform_1ms,NewSIN,1-sin based,4,35,0.1111556276495478,0.111155627649548
uniform_1ms,NewSIN,1-sin based,4,36,0.1117559483077014,0.1117559483077013
uniform_1ms,NewSIN,1-sin based,4,37,0.1123562690188858,0.11235626901888596
uniform_1ms,NewSIN,1-sin based,4,38,0.1129565897936591,0.1129565897936593
uniform_1ms,NewSIN,1-sin based,4,39,0.1135569106425932,0.11355691064259332
uniform_1ms,NewSIN,1-sin based,4,40,0.1141572315762418,0.1141572315762418
uniform_1ms,NewSIN,1-sin based,4,41,0.1147575526051697,0.11475755260516962
uniform_1ms,NewSIN,1-sin based,4,42,0.115357873739942,0.11535787373994211
uniform_1ms,NewSIN,1-sin based,4,43,0.115958194991126,0.11595819499112592
uniform_1ms,NewSIN,1-sin based,4,44,0.1165585163692776,0.1165585163692775
uniform_1ms,NewSIN,1-sin based,4,45,0.1171588378849595,0.11715883788495951
uniform_1ms,NewSIN,1-sin based,4,46,0.117759159548739,0.11775915954873906
uniform_1ms,NewSIN,1-sin based,4,47,0.1183594813711766,0.11835948137117658
uniform_1ms,NewSIN,1-sin based,4,48,0.1189598033628303,0.1189598033628303
uniform_1ms,NewSIN,1-sin based,4,49,0.1195601255342721,0.1195601255342722
uniform_1ms,NewSIN,1-sin based,5,0,0.0,0.0
uniform_1ms,NewSIN,1-sin based,5,1,0.0589864761955637,0.05898647619556385
uniform_1ms,NewSIN,1-sin based,5,2,0.0600370243451223,0.06003702434512226
uniform_1ms,NewSIN,1-sin based,5,3,0.0906701760908191,0.09067017609081907
uniform_1ms,NewSIN,1-sin based,5,4,0.1211365057537134,0.12113650575371349
uniform_1ms,NewSIN,1-sin based,5,5,0.1217277737516011,0.12172777375160093
uniform_1ms,NewSIN,1-sin based,5,6,0.1223190417978291,0.12231904179782926
uniform_1ms,NewSIN,1-sin based,5,7,0.1229103099060802,0.12291030990608043
uniform_1ms,NewSIN,1-sin based,5,8,0.1235015780900054,0.12350157809000528
uniform_1ms,NewSIN,1-sin based,5,9,0.1240928463632874,0.12409284636328755
uniform_1ms,NewSIN,1-sin based,5,10,0.1246841147395863,0.12468411473958607
uniform_1ms,NewSIN,1-sin based,5,11,0.125275383232562,0.12527538323256193
uniform_1ms,NewSIN,1-sin based,5,12,0.1258666518558838,0.12586665185588375
uniform_1ms,NewSIN,1-sin based,5,13,0.1264579206232252,0.12645792062322503
uniform_1ms,NewSIN,1-sin based,5,14,0.1270491895482418,0.12704918954824196
uniform_1ms,NewSIN,1-sin based,5,15,0.1276404586446073,0.12764045864460716
uniform_1ms,NewSIN,1-sin based,5,16,0.0981350200621668,0.09813502006216668
uniform_1ms,NewSIN,1-sin based,5,17,0.0990472488429137,0.0990472488429135
uniform_1ms,NewSIN,1-sin based,5,18,0.0996385180398731,0.09963851803987289
uniform_1ms,NewSIN,1-sin based,5,19,0.1002297873200039,0.10022978732000398
uniform_1ms,NewSIN,1-sin based,5,20,0.100821056696957,0.10082105669695718
uniform_1ms,NewSIN,1-sin based,5,21,0.1014123261844062,0.10141232618440599
uniform_1ms,NewSIN,1-sin based,5,22,0.1020035957960114,0.10200359579601148
uniform_1ms,NewSIN,1-sin based,5,23,0.1025948655454418,0.10259486554544184
uniform_1ms,NewSIN,1-sin based,5,24,0.1031861354463664,0.10318613544636657
uniform_1ms,NewSIN,1-sin based,5,25,0.0442216512644721,0.04422165126447197
uniform_1ms,NewSIN,1-sin based,5,26,0.0448129222556685,0.044812922255668575
uniform_1ms,NewSIN,1-sin based,5,27,0.0454041931568588,0.04540419315685895
uniform_1ms,NewSIN,1-sin based,5,28,0.0459954639817031,0.04599546398170329
uniform_1ms,NewSIN,1-sin based,5,29,0.0465867347438659,0.046586734743865765
uniform_1ms,NewSIN,1-sin based,5,30,0.0473317444631306,0.04733174446313049
uniform_1ms,NewSIN,1-sin based,5,31,0.107614698685184,0.10761469868518381
uniform_1ms,NewSIN,1-sin based,5,32,0.1083642945733324,0.1083642945733323
uniform_1ms,NewSIN,1-sin based,5,33,0.1391105659372971,0.1391105659372971
uniform_1ms,NewSIN,1-sin based,5,34,0.1399860616752522,0.1399860616752524
uniform_1ms,NewSIN,1-sin based,5,35,0.1405773296731399,0.14057732967313985
uniform_1ms,NewSIN,1-sin based,5,36,0.1411685977193678,0.14116859771936774
uniform_1ms,NewSIN,1-sin based,5,37,0.141759865827619,0.1417598658276189
uniform_1ms,NewSIN,1-sin based,5,38,0.1423511340115441,0.1423511340115442
uniform_1ms,NewSIN,1-sin based,5,39,0.1429424022848262,0.14294240228482602
uniform_1ms,NewSIN,1-sin based,5,40,0.1435336706611251,0.143533670661125
uniform_1ms,NewSIN,1-sin based,5,41,0.1441249391541008,0.14412493915410085
uniform_1ms,NewSIN,1-sin based,5,42,0.1447162077774225,0.14471620777742267
uniform_1ms,NewSIN,1-sin based,5,43,0.145307476544764,0.14530747654476395
uniform_1ms,NewSIN,1-sin based,5,44,0.1458987454697806,0.14589874546978043
uniform_1ms,NewSIN,1-sin based,5,45,0.146490014566146,0.14649001456614608
uniform_1ms,NewSIN,1-sin based,5,46,0.1470812838475158,0.14708128384751573
uniform_1ms,NewSIN,1-sin based,5,47,0.1476725533275726,0.14767255332757268
uniform_1ms,NewSIN,1-sin based,5,48,0.1482638230199583,0.14826382301995844
uniform_1ms,NewSIN,1-sin based,5,49,0.1488550929383603,0.1488550929383603
uniform_1ms,NewSIN,1-sin based,6,0,0.0,0.0
uniform_1ms,NewSIN,1-sin based,6,1,0.0882564959754454,0.08825649597544549
uniform_1ms,NewSIN,1-sin based,6,2,0.089291204084636,0.08929120408463609
uniform_1ms,NewSIN,1-sin based,6,3,0.0904628969801173,0.09046289698011734
uniform_1ms,NewSIN,1-sin based,6,4,0.1207541040589948,0.120754104058995
uniform_1ms,NewSIN,1-sin based,6,5,0.151211517645749,0.15121151764574892
uniform_1ms,NewSIN,1-sin based,6,6,0.1517938695835338,0.1517938695835337
uniform_1ms,NewSIN,1-sin based,6,7,0.1523762215886358,0.15237622158863573
uniform_1ms,NewSIN,1-sin based,6,8,0.1529585736776269,0.1529585736776271
uniform_1ms,NewSIN,1-sin based,6,9,0.1535409258670931,0.15354092586709323
uniform_1ms,NewSIN,1-sin based,6,10,0.1541232781736065,0.1541232781736066
uniform_1ms,NewSIN,1-sin based,6,11,0.1547056306137437,0.15470563061374376
uniform_1ms,NewSIN,1-sin based,6,12,0.1552879832040769,0.15528798320407677
uniform_1ms,NewSIN,1-sin based,6,13,0.1558703359611964,0.15587033596119637
uniform_1ms,NewSIN,1-sin based,6,14,0.1564526889016699,0.15645268890166975
uniform_1ms,NewSIN,1-sin based,6,15,0.157035042042074,0.15703504204207386
uniform_1ms,NewSIN,1-sin based,6,16,0.1275151139174848,0.1275151139174846
uniform_1ms,NewSIN,1-sin based,6,17,0.1284135870443164,0.12841358704431638
uniform_1ms,NewSIN,1-sin based,6,18,0.1289959404472823,0.12899594044728246
uniform_1ms,NewSIN,1-sin based,6,19,0.1295782939794513,0.12957829397945142
uniform_1ms,NewSIN,1-sin based,6,20,0.1301606476573772,0.13016064765737712
uniform_1ms,NewSIN,1-sin based,6,21,0.1307430014976413,0.1307430014976414
uniform_1ms,NewSIN,1-sin based,6,22,0.1313253555168248,0.13132535551682478
uniform_1ms,NewSIN,1-sin based,6,23,0.1319077097315,0.13190770973150023
uniform_1ms,NewSIN,1-sin based,6,24,0.1324900641582479,0.13249006415824782
uniform_1ms,NewSIN,1-sin based,6,25,0.073047681799974,0.07304768179997412
uniform_1ms,NewSIN,1-sin based,6,26,0.0742966661046807,0.07429666610468066
uniform_1ms,NewSIN,1-sin based,6,27,0.0748790208543725,0.07487902085437259
uniform_1ms,NewSIN,1-sin based,6,28,0.0754613755351058,0.0754613755351059
uniform_1ms,NewSIN,1-sin based,6,29,0.0760437301634531,0.07604373016345312
uniform_1ms,NewSIN,1-sin based,6,30,0.0767775054431833,0.07677750544318318
uniform_1ms,NewSIN,1-sin based,6,31,0.1071519670489494,0.10715196704894936
uniform_1ms,NewSIN,1-sin based,6,32,0.1078902602745389,0.10789026027453907
uniform_1ms,NewSIN,1-sin based,6,33,0.1384571386308281,0.13845713863082798
uniform_1ms,NewSIN,1-sin based,6,34,0.1691944939054727,0.1691944939054726
uniform_1ms,NewSIN,1-sin based,6,35,0.1700610735672877,0.17006107356728783
uniform_1ms,NewSIN,1-sin based,6,36,0.1706434255050726,0.1706434255050726
uniform_1ms,NewSIN,1-sin based,6,37,0.1712257775101745,0.17122577751017465
uniform_1ms,NewSIN,1-sin based,6,38,0.1718081295991657,0.17180812959916558
uniform_1ms,NewSIN,1-sin based,6,39,0.1723904817886319,0.1723904817886317
uniform_1ms,NewSIN,1-sin based,6,40,0.1729728340951452,0.17297283409514508
uniform_1ms,NewSIN,1-sin based,6,41,0.1735551865352824,0.17355518653528224
uniform_1ms,NewSIN,1-sin based,6,42,0.1741375391256157,0.1741375391256157
uniform_1ms,NewSIN,1-sin based,6,43,0.1747198918827352,0.1747198918827353
uniform_1ms,NewSIN,1-sin based,6,44,0.1753022448232087,0.17530224482320866
uniform_1ms,NewSIN,1-sin based,6,45,0.1758845979636128,0.17588459796361278
uniform_1ms,NewSIN,1-sin based,6,46,0.1764669513205196,0.1764669513205197
uniform_1ms,NewSIN,1-sin based,6,47,0.1770493049105241,0.17704930491052417
uniform_1ms,NewSIN,1-sin based,6,48,0.1776316587501756,0.17763165875017561
uniform_1ms,NewSIN,1-sin based,6,49,0.1782140128560737,0.17821401285607363
uniform_1ms,NewSIN,1-sin based,7,0,0.0,0.0
uniform_1ms,NewSIN,1-sin based,7,1,0.1170858970483632,0.11708589704836303
uniform_1ms,NewSIN,1-sin based,7,2,0.1181050040569304,0.11810500405693025
uniform_1ms,NewSIN,1-sin based,7,3,0.0896139968171015,0.0896139968171017
uniform_1ms,NewSIN,1-sin based,7,4,0.1197555031806907,0.1197555031806905
uniform_1ms,NewSIN,1-sin based,7,5,0.1503951916922107,0.1503951916922106
uniform_1ms,NewSIN,1-sin based,7,6,0.1808438236698567,0.18084382366985663
uniform_1ms,NewSIN,1-sin based,7,7,0.1814173940170851,0.1814173940170849
uniform_1ms,NewSIN,1-sin based,7,8,0.1819909644528931,0.18199096445289298
uniform_1ms,NewSIN,1-sin based,7,9,0.182564534996596,0.18256453499659608
uniform_1ms,NewSIN,1-sin based,7,10,0.183138105667495,0.18313810566749478
uniform_1ms,NewSIN,1-sin based,7,11,0.1837116764848915,0.1837116764848914
uniform_1ms,NewSIN,1-sin based,7,12,0.1842852474680869,0.18428524746808694
uniform_1ms,NewSIN,1-sin based,7,13,0.1848588186364009,0.18485881863640108
uniform_1ms,NewSIN,1-sin based,7,14,0.1854323900091303,0.18543239000913037
uniform_1ms,NewSIN,1-sin based,7,15,0.1860059616055809,0.1860059616055807
uniform_1ms,NewSIN,1-sin based,7,16,0.156266801864123,0.15626680186412312
uniform_1ms,NewSIN,1-sin based,7,17,0.1574587741367423,0.15745877413674236
uniform_1ms,NewSIN,1-sin based,7,18,0.1580323458636167,0.1580323458636168
uniform_1ms,NewSIN,1-sin based,7,19,0.1586059177253219,0.15860591772532207
uniform_1ms,NewSIN,1-sin based,7,20,0.1591794897411363,0.1591794897411365
uniform_1ms,NewSIN,1-sin based,7,21,0.1597530619303705,0.15975306193037042
uniform_1ms,NewSIN,1-sin based,7,22,0.1603266343123305,0.16032663431233063
uniform_1ms,NewSIN,1-sin based,7,23,0.1609002069063222,0.16090020690632212
uniform_1ms,NewSIN,1-sin based,7,24,0.161473779731656,0.1614737797316561
uniform_1ms,NewSIN,1-sin based,7,25,0.0724613088895749,0.07246130888957492
uniform_1ms,NewSIN,1-sin based,7,26,0.103336567616141,0.10333656761614085
uniform_1ms,NewSIN,1-sin based,7,27,0.1039101406736354,0.10391014067363535
uniform_1ms,NewSIN,1-sin based,7,28,0.1044837136725811,0.10448371367258114
uniform_1ms,NewSIN,1-sin based,7,29,0.1050572866322702,0.10505728663227032
uniform_1ms,NewSIN,1-sin based,7,30,0.1057799969042825,0.1057799969042823
uniform_1ms,NewSIN,1-sin based,7,31,0.1063584611201739,0.10635846112017378
uniform_1ms,NewSIN,1-sin based,7,32,0.136937862822161,0.13693786282216092
uniform_1ms,NewSIN,1-sin based,7,33,0.167350875824143,0.16735087582414288
