function,label,k,overall_per_mean,residual_median,residual_3min_median
LINEAR_4,modified frog chorus based,113.0,3.4078000000000004,0.06472099772504,0.0605409913922459
LINEAR_4,modified frog chorus based,114.0,3.310888888888889,0.0653829383686882,0.0609670171840227
LINEAR_4,modified frog chorus based,115.0,3.509933333333334,0.0659377149031592,0.0614034380920867
LINEAR_4,modified frog chorus based,116.0,3.5650666666666666,0.0666454939103857,0.0618901101946322
LINEAR_4,modified frog chorus based,117.0,3.593933333333333,0.0671795410266007,0.0623596811781235
LINEAR_4,modified frog chorus based,118.0,3.658,0.0677522005690788,0.0626525545506208
LINEAR_4,modified frog chorus based,119.0,3.629955555555556,0.0683332312640744,0.0632646489665348
LINEAR_4,modified frog chorus based,120.0,3.8318222222222222,0.0688966643839007,0.0638433471845321
LINEAR_4,modified frog chorus based,121.0,3.884422222222223,0.0694583133521737,0.0640251564255026
LINEAR_4,modified frog chorus based,122.0,3.8526,0.0700554018022373,0.0645382631943878
LINEAR_4,modified frog chorus based,123.0,3.9325777777777775,0.0705020857986918,0.0651158800692599
LINEAR_4,modified frog chorus based,124.0,4.088955555555556,0.0711162203378551,0.0654955931626379
LINEAR_4,modified frog chorus based,125.0,4.171755555555555,0.0716522473319231,0.0660436947987546
LINEAR_4,modified frog chorus based,126.0,4.233088888888888,0.0720080764377291,0.0665597925650709
LINEAR_4,modified frog chorus based,127.0,4.351266666666667,0.0724273426130673,0.0669808824957384
LINEAR_4,modified frog chorus based,128.0,4.439533333333332,0.0730530725332334,0.0672082458112802
LINEAR_4,modified frog chorus based,129.0,4.605711111111112,0.0734503074091992,0.0676979538910907
LINEAR_4,modified frog chorus based,130.0,4.526177777777777,0.0740116281400455,0.0683986263406904
LINEAR_4,modified frog chorus based,131.0,4.742133333333333,0.0744217026589977,0.0687195733758831
LINEAR_4,modified frog chorus based,132.0,4.880333333333333,0.0747071282083018,0.0691434219901548
LINEAR_4,modified frog chorus based,133.0,4.899688888888888,0.0756563092061789,0.0697367422626274
LINEAR_4,modified frog chorus based,134.0,4.9372444444444445,0.0759196243716048,0.070341512293259
LINEAR_4,modified frog chorus based,135.0,5.027466666666667,0.0765161627474795,0.0708379533123467
LINEAR_4,modified frog chorus based,136.0,5.2992888888888885,0.0768115265401278,0.0712599766096622
