function,label,delta_rad,coupling_value
KURAMOTO,Kuramoto based,-2.8187067419708423,-0.31730465640509214
KURAMOTO,Kuramoto based,-2.8099800957108707,-0.3255681544571566
KURAMOTO,Kuramoto based,-2.8012534494508987,-0.3338068592337712
KURAMOTO,Kuramoto based,-2.792526803190927,-0.3420201433256689
KURAMOTO,Kuramoto based,-2.7838001569309556,-0.35020738125946754
KURAMOTO,Kuramoto based,-2.775073510670984,-0.3583679495453002
KURAMOTO,Kuramoto based,-2.766346864411012,-0.3665012267242976
KURAMOTO,Kuramoto based,-2.7576202181510405,-0.37460659341591224
KURAMOTO,Kuramoto based,-2.748893571891069,-0.3826834323650899
KURAMOTO,Kuramoto based,-2.7401669256310974,-0.39073112848927377
KURAMOTO,Kuramoto based,-2.7314402793711254,-0.39874906892524653
KURAMOTO,Kuramoto based,-2.722713633111154,-0.40673664307580043
KURAMOTO,Kuramoto based,-2.7139869868511823,-0.4146932426562392
KURAMOTO,Kuramoto based,-2.705260340591211,-0.4226182617406995
KURAMOTO,Kuramoto based,-2.6965336943312392,-0.4305110968082951
KURAMOTO,Kuramoto based,-2.6878070480712672,-0.4383711467890777
KURAMOTO,Kuramoto based,-2.6790804018112957,-0.446197813109809
KURAMOTO,Kuramoto based,-2.670353755551324,-0.45399049973954686
KURAMOTO,Kuramoto based,-2.6616271092913526,-0.4617486132350339
KURAMOTO,Kuramoto based,-2.652900463031381,-0.4694715627858907
KURAMOTO,Kuramoto based,-2.644173816771409,-0.4771587602596086
KURAMOTO,Kuramoto based,-2.6354471705114375,-0.48480962024633717
KURAMOTO,Kuramoto based,-2.626720524251466,-0.49242356010346716
KURAMOTO,Kuramoto based,-2.6179938779914944,-0.49999999999999994
KURAMOTO,Kuramoto based,-2.609267231731523,-0.507538362960704
KURAMOTO,Kuramoto based,-2.600540585471551,-0.5150380749100544
KURAMOTO,Kuramoto based,-2.5918139392115793,-0.5224985647159489
KURAMOTO,Kuramoto based,-2.5830872929516078,-0.5299192642332049
KURAMOTO,Kuramoto based,-2.574360646691636,-0.5372996083468241
KURAMOTO,Kuramoto based,-2.5656340004316642,-0.5446390350150273
KURAMOTO,Kuramoto based,-2.5569073541716927,-0.5519369853120583
KURAMOTO,Kuramoto based,-2.548180707911721,-0.5591929034707469
KURAMOTO,Kuramoto based,-2.5394540616517496,-0.5664062369248328
KURAMOTO,Kuramoto based,-2.5307274153917776,-0.5735764363510464
KURAMOTO,Kuramoto based,-2.522000769131806,-0.5807029557109399
KURAMOTO,Kuramoto based,-2.5132741228718345,-0.5877852522924732
KURAMOTO,Kuramoto based,-2.504547476611863,-0.5948227867513413
KURAMOTO,Kuramoto based,-2.4958208303518914,-0.6018150231520482
KURAMOTO,Kuramoto based,-2.4870941840919194,-0.6087614290087209
KURAMOTO,Kuramoto based,-2.478367537831948,-0.6156614753256584
KURAMOTO,Kuramoto based,-2.4696408915719763,-0.6225146366376196
KURAMOTO,Kuramoto based,-2.4609142453120048,-0.6293203910498374
KURAMOTO,Kuramoto based,-2.452187599052033,-0.6360782202777638
KURAMOTO,Kuramoto based,-2.443460952792061,-0.6427876096865395
KURAMOTO,Kuramoto based,-2.4347343065320897,-0.6494480483301838
KURAMOTO,Kuramoto based,-2.426007660272118,-0.6560590289905073
KURAMOTO,Kuramoto based,-2.417281014012146,-0.6626200482157377
KURAMOTO,Kuramoto based,-2.4085543677521746,-0.6691306063588583
KURAMOTO,Kuramoto based,-2.399827721492203,-0.6755902076156604
KURAMOTO,Kuramoto based,-2.3911010752322315,-0.6819983600624985
KURAMOTO,Kuramoto based,-2.38237442897226,-0.6883545756937539
KURAMOTO,Kuramoto based,-2.373647782712288,-0.6946583704589975
KURAMOTO,Kuramoto based,-2.3649211364523164,-0.700909264299851
KURAMOTO,Kuramoto based,-2.356194490192345,-0.7071067811865476
KURAMOTO,Kuramoto based,-2.3474678439323733,-0.7132504491541816
KURAMOTO,Kuramoto based,-2.3387411976724017,-0.7193398003386511
KURAMOTO,Kuramoto based,-2.3300145514124297,-0.7253743710122877
KURAMOTO,Kuramoto based,-2.321287905152458,-0.7313537016191706
KURAMOTO,Kuramoto based,-2.3125612588924866,-0.7372773368101241
KURAMOTO,Kuramoto based,-2.3038346126325147,-0.7431448254773945
KURAMOTO,Kuramoto based,-2.2951079663725436,-0.7489557207890021
KURAMOTO,Kuramoto based,-2.2863813201125716,-0.7547095802227721
KURAMOTO,Kuramoto based,-2.2776546738526,-0.7604059656000309
KURAMOTO,Kuramoto based,-2.2689280275926285,-0.766044443118978
KURAMOTO,Kuramoto based,-2.2602013813326565,-0.7716245833877202
KURAMOTO,Kuramoto based,-2.251474735072685,-0.777145961456971
KURAMOTO,Kuramoto based,-2.2427480888127134,-0.782608156852414
KURAMOTO,Kuramoto based,-2.234021442552742,-0.788010753606722
KURAMOTO,Kuramoto based,-2.2252947962927703,-0.7933533402912352
KURAMOTO,Kuramoto based,-2.2165681500327983,-0.798635510047293
KURAMOTO,Kuramoto based,-2.2078415037728267,-0.8038568606172174
KURAMOTO,Kuramoto based,-2.199114857512855,-0.8090169943749475
KURAMOTO,Kuramoto based,-2.1903882112528836,-0.8141155183563192
KURAMOTO,Kuramoto based,-2.181661564992912,-0.8191520442889917
KURAMOTO,Kuramoto based,-2.17293491873294,-0.8241261886220158
KURAMOTO,Kuramoto based,-2.1642082724729685,-0.8290375725550417
KURAMOTO,Kuramoto based,-2.155481626212997,-0.8338858220671682
KURAMOTO,Kuramoto based,-2.146754979953025,-0.8386705679454243
KURAMOTO,Kuramoto based,-2.138028333693054,-0.8433914458128856
KURAMOTO,Kuramoto based,-2.129301687433082,-0.8480480961564261
KURAMOTO,Kuramoto based,-2.1205750411731104,-0.8526401643540923
KURAMOTO,Kuramoto based,-2.111848394913139,-0.8571673007021123
KURAMOTO,Kuramoto based,-2.103121748653167,-0.8616291604415259
KURAMOTO,Kuramoto based,-2.0943951023931957,-0.8660254037844386
KURAMOTO,Kuramoto based,-2.0856684561332237,-0.8703556959398997
KURAMOTO,Kuramoto based,-2.076941809873252,-0.8746197071393959
KURAMOTO,Kuramoto based,-2.0682151636132806,-0.8788171126619654
KURAMOTO,Kuramoto based,-2.0594885173533086,-0.8829475928589271
KURAMOTO,Kuramoto based,-2.050761871093337,-0.8870108331782218
KURAMOTO,Kuramoto based,-2.0420352248333655,-0.8910065241883679
KURAMOTO,Kuramoto based,-2.0333085785733935,-0.8949343616020252
KURAMOTO,Kuramoto based,-2.0245819323134224,-0.8987940462991669
KURAMOTO,Kuramoto based,-2.0158552860534504,-0.9025852843498607
KURAMOTO,Kuramoto based,-2.007128639793479,-0.90630778703665
KURAMOTO,Kuramoto based,-1.9984019935335073,-0.9099612708765432
KURAMOTO,Kuramoto based,-1.9896753472735356,-0.913545457642601
KURAMOTO,Kuramoto based,-1.980948701013564,-0.917060074385124
KURAMOTO,Kuramoto based,-1.9722220547535922,-0.9205048534524404
KURAMOTO,Kuramoto based,-1.9634954084936207,-0.9238795325112867
KURAMOTO,Kuramoto based,-1.954768762233649,-0.9271838545667874
KURAMOTO,Kuramoto based,-1.9460421159736774,-0.9304175679820246
KURAMOTO,Kuramoto based,-1.9373154697137058,-0.9335804264972017
KURAMOTO,Kuramoto based,-1.928588823453734,-0.9366721892483977
KURAMOTO,Kuramoto based,-1.9198621771937625,-0.9396926207859084
KURAMOTO,Kuramoto based,-1.9111355309337907,-0.9426414910921784
KURAMOTO,Kuramoto based,-1.9024088846738192,-0.9455185755993168
KURAMOTO,Kuramoto based,-1.8936822384138474,-0.9483236552061994
KURAMOTO,Kuramoto based,-1.8849555921538759,-0.9510565162951536
KURAMOTO,Kuramoto based,-1.876228945893904,-0.9537169507482269
KURAMOTO,Kuramoto based,-1.8675022996339325,-0.9563047559630355
KURAMOTO,Kuramoto based,-1.858775653373961,-0.958819734868193
KURAMOTO,Kuramoto based,-1.8500490071139892,-0.9612616959383189
KURAMOTO,Kuramoto based,-1.8413223608540177,-0.963630453208623
KURAMOTO,Kuramoto based,-1.832595714594046,-0.9659258262890683
KURAMOTO,Kuramoto based,-1.8238690683340744,-0.9681476403781077
KURAMOTO,Kuramoto based,-1.8151424220741026,-0.9702957262759965
KURAMOTO,Kuramoto based,-1.806415775814131,-0.9723699203976767
KURAMOTO,Kuramoto based,-1.7976891295541593,-0.9743700647852352
KURAMOTO,Kuramoto based,-1.7889624832941877,-0.9762960071199334
KURAMOTO,Kuramoto based,-1.7802358370342162,-0.9781476007338057
KURAMOTO,Kuramoto based,-1.7715091907742444,-0.9799247046208296
KURAMOTO,Kuramoto based,-1.7627825445142729,-0.981627183447664
KURAMOTO,Kuramoto based,-1.754055898254301,-0.9832549075639546
KURAMOTO,Kuramoto based,-1.7453292519943295,-0.984807753012208
KURAMOTO,Kuramoto based,-1.7366026057343578,-0.9862856015372314
KURAMOTO,Kuramoto based,-1.7278759594743862,-0.9876883405951378
KURAMOTO,Kuramoto based,-1.7191493132144144,-0.9890158633619168
KURAMOTO,Kuramoto based,-1.710422666954443,-0.9902680687415704
KURAMOTO,Kuramoto based,-1.7016960206944713,-0.9914448613738104
KURAMOTO,Kuramoto based,-1.6929693744344996,-0.9925461516413221
KURAMOTO,Kuramoto based,-1.684242728174528,-0.9935718556765875
KURAMOTO,Kuramoto based,-1.6755160819145563,-0.9945218953682734
KURAMOTO,Kuramoto based,-1.6667894356545847,-0.9953961983671789
KURAMOTO,Kuramoto based,-1.658062789394613,-0.9961946980917455
KURAMOTO,Kuramoto based,-1.6493361431346414,-0.996917333733128
KURAMOTO,Kuramoto based,-1.6406094968746696,-0.9975640502598243
KURAMOTO,Kuramoto based,-1.631882850614698,-0.998134798421867
KURAMOTO,Kuramoto based,-1.6231562043547265,-0.9986295347545738
KURAMOTO,Kuramoto based,-1.6144295580947547,-0.9990482215818578
KURAMOTO,Kuramoto based,-1.6057029118347832,-0.9993908270190958
KURAMOTO,Kuramoto based,-1.5969762655748114,-0.9996573249755573
KURAMOTO,Kuramoto based,-1.5882496193148399,-0.9998476951563913
KURAMOTO,Kuramoto based,-1.579522973054868,-0.9999619230641713
KURAMOTO,Kuramoto based,-1.5707963267948966,-1.0
KURAMOTO,Kuramoto based,-1.5620696805349248,-0.9999619230641713
KURAMOTO,Kuramoto based,-1.5533430342749532,-0.9998476951563913
KURAMOTO,Kuramoto based,-1.5446163880149817,-0.9996573249755573
KURAMOTO,Kuramoto based,-1.53588974175501,-0.9993908270190958
KURAMOTO,Kuramoto based,-1.5271630954950384,-0.9990482215818578
KURAMOTO,Kuramoto based,-1.5184364492350666,-0.9986295347545738
KURAMOTO,Kuramoto based,-1.509709802975095,-0.9981347984218669
KURAMOTO,Kuramoto based,-1.5009831567151233,-0.9975640502598242
KURAMOTO,Kuramoto based,-1.4922565104551517,-0.996917333733128
KURAMOTO,Kuramoto based,-1.48352986419518,-0.9961946980917455
KURAMOTO,Kuramoto based,-1.4748032179352084,-0.9953961983671787
KURAMOTO,Kuramoto based,-1.4660765716752366,-0.9945218953682733
KURAMOTO,Kuramoto based,-1.457349925415265,-0.9935718556765875
KURAMOTO,Kuramoto based,-1.4486232791552935,-0.992546151641322
KURAMOTO,Kuramoto based,-1.4398966328953218,-0.9914448613738104
KURAMOTO,Kuramoto based,-1.4311699866353502,-0.9902680687415704
KURAMOTO,Kuramoto based,-1.4224433403753785,-0.9890158633619168
KURAMOTO,Kuramoto based,-1.413716694115407,-0.9876883405951378
KURAMOTO,Kuramoto based,-1.4049900478554351,-0.9862856015372313
KURAMOTO,Kuramoto based,-1.3962634015954636,-0.984807753012208
KURAMOTO,Kuramoto based,-1.3875367553354918,-0.9832549075639545
KURAMOTO,Kuramoto based,-1.3788101090755203,-0.981627183447664
KURAMOTO,Kuramoto based,-1.3700834628155487,-0.9799247046208296
KURAMOTO,Kuramoto based,-1.361356816555577,-0.9781476007338056
KURAMOTO,Kuramoto based,-1.3526301702956054,-0.9762960071199334
KURAMOTO,Kuramoto based,-1.3439035240356336,-0.9743700647852352
KURAMOTO,Kuramoto based,-1.335176877775662,-0.9723699203976766
KURAMOTO,Kuramoto based,-1.3264502315156903,-0.9702957262759965
KURAMOTO,Kuramoto based,-1.3177235852557188,-0.9681476403781077
KURAMOTO,Kuramoto based,-1.308996938995747,-0.9659258262890682
KURAMOTO,Kuramoto based,-1.3002702927357754,-0.963630453208623
KURAMOTO,Kuramoto based,-1.2915436464758039,-0.9612616959383189
KURAMOTO,Kuramoto based,-1.2828170002158321,-0.958819734868193
KURAMOTO,Kuramoto based,-1.2740903539558606,-0.9563047559630354
KURAMOTO,Kuramoto based,-1.2653637076958888,-0.9537169507482268
KURAMOTO,Kuramoto based,-1.2566370614359172,-0.9510565162951535
KURAMOTO,Kuramoto based,-1.2479104151759455,-0.9483236552061993
KURAMOTO,Kuramoto based,-1.239183768915974,-0.9455185755993167
KURAMOTO,Kuramoto based,-1.2304571226560022,-0.9426414910921783
KURAMOTO,Kuramoto based,-1.2217304763960306,-0.9396926207859083
KURAMOTO,Kuramoto based,-1.213003830136059,-0.9366721892483976
KURAMOTO,Kuramoto based,-1.2042771838760873,-0.9335804264972017
KURAMOTO,Kuramoto based,-1.1955505376161157,-0.9304175679820246
KURAMOTO,Kuramoto based,-1.186823891356144,-0.9271838545667873
KURAMOTO,Kuramoto based,-1.1780972450961724,-0.9238795325112867
KURAMOTO,Kuramoto based,-1.1693705988362006,-0.9205048534524403
KURAMOTO,Kuramoto based,-1.160643952576229,-0.917060074385124
KURAMOTO,Kuramoto based,-1.1519173063162573,-0.9135454576426009
KURAMOTO,Kuramoto based,-1.1431906600562858,-0.9099612708765432
KURAMOTO,Kuramoto based,-1.1344640137963142,-0.9063077870366499
KURAMOTO,Kuramoto based,-1.1257373675363427,-0.9025852843498606
KURAMOTO,Kuramoto based,-1.1170107212763707,-0.8987940462991669
KURAMOTO,Kuramoto based,-1.1082840750163991,-0.894934361602025
KURAMOTO,Kuramoto based,-1.0995574287564276,-0.8910065241883678
KURAMOTO,Kuramoto based,-1.090830782496456,-0.8870108331782217
KURAMOTO,Kuramoto based,-1.082104136236484,-0.8829475928589268
KURAMOTO,Kuramoto based,-1.0733774899765125,-0.8788171126619653
KURAMOTO,Kuramoto based,-1.064650843716541,-0.8746197071393957
KURAMOTO,Kuramoto based,-1.0559241974565694,-0.8703556959398997
KURAMOTO,Kuramoto based,-1.0471975511965979,-0.8660254037844387
KURAMOTO,Kuramoto based,-1.0384709049366259,-0.8616291604415256
KURAMOTO,Kuramoto based,-1.0297442586766543,-0.8571673007021122
KURAMOTO,Kuramoto based,-1.0210176124166828,-0.8526401643540922
KURAMOTO,Kuramoto based,-1.0122909661567112,-0.8480480961564261
KURAMOTO,Kuramoto based,-1.0035643198967392,-0.8433914458128855
KURAMOTO,Kuramoto based,-0.9948376736367677,-0.8386705679454239
KURAMOTO,Kuramoto based,-0.9861110273767961,-0.8338858220671681
KURAMOTO,Kuramoto based,-0.9773843811168246,-0.8290375725550417
KURAMOTO,Kuramoto based,-0.968657734856853,-0.8241261886220157
KURAMOTO,Kuramoto based,-0.959931088596881,-0.8191520442889917
KURAMOTO,Kuramoto based,-0.9512044423369095,-0.8141155183563191
KURAMOTO,Kuramoto based,-0.9424777960769379,-0.8090169943749475
KURAMOTO,Kuramoto based,-0.9337511498169664,-0.8038568606172174
KURAMOTO,Kuramoto based,-0.9250245035569944,-0.7986355100472927
KURAMOTO,Kuramoto based,-0.9162978572970228,-0.793353340291235
KURAMOTO,Kuramoto based,-0.9075712110370513,-0.7880107536067219
KURAMOTO,Kuramoto based,-0.8988445647770797,-0.7826081568524139
KURAMOTO,Kuramoto based,-0.8901179185171082,-0.7771459614569709
KURAMOTO,Kuramoto based,-0.8813912722571362,-0.7716245833877198
KURAMOTO,Kuramoto based,-0.8726646259971647,-0.7660444431189779
KURAMOTO,Kuramoto based,-0.8639379797371931,-0.7604059656000309
KURAMOTO,Kuramoto based,-0.8552113334772216,-0.754709580222772
KURAMOTO,Kuramoto based,-0.8464846872172496,-0.748955720789002
KURAMOTO,Kuramoto based,-0.837758040957278,-0.7431448254773941
KURAMOTO,Kuramoto based,-0.8290313946973065,-0.737277336810124
KURAMOTO,Kuramoto based,-0.8203047484373349,-0.7313537016191705
KURAMOTO,Kuramoto based,-0.8115781021773634,-0.7253743710122877
KURAMOTO,Kuramoto based,-0.8028514559173914,-0.719339800338651
KURAMOTO,Kuramoto based,-0.7941248096574198,-0.7132504491541815
KURAMOTO,Kuramoto based,-0.7853981633974483,-0.7071067811865476
KURAMOTO,Kuramoto based,-0.7766715171374767,-0.7009092642998509
KURAMOTO,Kuramoto based,-0.7679448708775047,-0.694658370458997
KURAMOTO,Kuramoto based,-0.7592182246175332,-0.6883545756937538
KURAMOTO,Kuramoto based,-0.7504915783575616,-0.6819983600624985
KURAMOTO,Kuramoto based,-0.7417649320975901,-0.6755902076156602
KURAMOTO,Kuramoto based,-0.7330382858376185,-0.6691306063588583
KURAMOTO,Kuramoto based,-0.7243116395776465,-0.6626200482157373
KURAMOTO,Kuramoto based,-0.715584993317675,-0.6560590289905072
KURAMOTO,Kuramoto based,-0.7068583470577035,-0.6494480483301837
KURAMOTO,Kuramoto based,-0.6981317007977319,-0.6427876096865394
KURAMOTO,Kuramoto based,-0.6894050545377599,-0.6360782202777637
KURAMOTO,Kuramoto based,-0.6806784082777884,-0.6293203910498373
KURAMOTO,Kuramoto based,-0.6719517620178168,-0.6225146366376195
KURAMOTO,Kuramoto based,-0.6632251157578453,-0.6156614753256583
KURAMOTO,Kuramoto based,-0.6544984694978737,-0.6087614290087208
KURAMOTO,Kuramoto based,-0.6457718232379017,-0.601815023152048
KURAMOTO,Kuramoto based,-0.6370451769779302,-0.5948227867513411
KURAMOTO,Kuramoto based,-0.6283185307179586,-0.5877852522924731
KURAMOTO,Kuramoto based,-0.6195918844579871,-0.5807029557109398
KURAMOTO,Kuramoto based,-0.6108652381980151,-0.5735764363510458
KURAMOTO,Kuramoto based,-0.6021385919380435,-0.5664062369248327
KURAMOTO,Kuramoto based,-0.593411945678072,-0.5591929034707468
KURAMOTO,Kuramoto based,-0.5846852994181004,-0.5519369853120581
KURAMOTO,Kuramoto based,-0.5759586531581289,-0.5446390350150272
KURAMOTO,Kuramoto based,-0.5672320068981569,-0.5372996083468237
KURAMOTO,Kuramoto based,-0.5585053606381853,-0.5299192642332049
KURAMOTO,Kuramoto based,-0.5497787143782138,-0.5224985647159488
KURAMOTO,Kuramoto based,-0.5410520681182422,-0.5150380749100543
KURAMOTO,Kuramoto based,-0.5323254218582703,-0.507538362960704
KURAMOTO,Kuramoto based,-0.5235987755982987,-0.49999999999999983
KURAMOTO,Kuramoto based,-0.5148721293383272,-0.49242356010346705
KURAMOTO,Kuramoto based,-0.5061454830783556,-0.48480962024633706
KURAMOTO,Kuramoto based,-0.49741883681838406,-0.4771587602596085
KURAMOTO,Kuramoto based,-0.48869219055841207,-0.4694715627858906
KURAMOTO,Kuramoto based,-0.4799655442984405,-0.4617486132350338
KURAMOTO,Kuramoto based,-0.47123889803846897,-0.45399049973954675
KURAMOTO,Kuramoto based,-0.4625122517784974,-0.4461978131098089
KURAMOTO,Kuramoto based,-0.4537856055185254,-0.4383711467890772
KURAMOTO,Kuramoto based,-0.4450589592585539,-0.430511096808295
KURAMOTO,Kuramoto based,-0.43633231299858233,-0.4226182617406994
KURAMOTO,Kuramoto based,-0.4276056667386108,-0.4146932426562391
KURAMOTO,Kuramoto based,-0.41887902047863923,-0.4067366430758003
KURAMOTO,Kuramoto based,-0.41015237421866724,-0.39874906892524603
KURAMOTO,Kuramoto based,-0.4014257279586957,-0.39073112848927366
KURAMOTO,Kuramoto based,-0.39269908169872414,-0.3826834323650898
KURAMOTO,Kuramoto based,-0.3839724354387526,-0.3746065934159121
KURAMOTO,Kuramoto based,-0.3752457891787806,-0.366501226724297
KURAMOTO,Kuramoto based,-0.36651914291880905,-0.3583679495453001
KURAMOTO,Kuramoto based,-0.3577924966588375,-0.3502073812594674
KURAMOTO,Kuramoto based,-0.34906585039886595,-0.34202014332566877
KURAMOTO,Kuramoto based,-0.3403392041388944,-0.33380685923377107
KURAMOTO,Kuramoto based,-0.3316125578789224,-0.3255681544571565
KURAMOTO,Kuramoto based,-0.32288591161895086,-0.31730465640509203
KURAMOTO,Kuramoto based,-0.3141592653589793,-0.3090169943749474
KURAMOTO,Kuramoto based,-0.30543261909900776,-0.30070579950427323
KURAMOTO,Kuramoto based,-0.29670597283903577,-0.2923717047227365
KURAMOTO,Kuramoto based,-0.2879793265790642,-0.2840153447039225
KURAMOTO,Kuramoto based,-0.27925268031909267,-0.2756373558169991
KURAMOTO,Kuramoto based,-0.2705260340591211,-0.2672383760782569
KURAMOTO,Kuramoto based,-0.2617993877991496,-0.2588190451025209
KURAMOTO,Kuramoto based,-0.2530727415391776,-0.2503800040544412
KURAMOTO,Kuramoto based,-0.24434609527920603,-0.24192189559966762
KURAMOTO,Kuramoto based,-0.23561944901923448,-0.2334453638559054
KURAMOTO,Kuramoto based,-0.22689280275926293,-0.2249510543438651
KURAMOTO,Kuramoto based,-0.21816615649929094,-0.21643961393810263
KURAMOTO,Kuramoto based,-0.2094395102393194,-0.20791169081775918
KURAMOTO,Kuramoto based,-0.20071286397934784,-0.19936793441719713
KURAMOTO,Kuramoto based,-0.1919862177193763,-0.19080899537654486
KURAMOTO,Kuramoto based,-0.18325957145940475,-0.18223552549214758
KURAMOTO,Kuramoto based,-0.17453292519943275,-0.17364817766693014
KURAMOTO,Kuramoto based,-0.1658062789394612,-0.16504760586067754
KURAMOTO,Kuramoto based,-0.15707963267948966,-0.15643446504023087
KURAMOTO,Kuramoto based,-0.1483529864195181,-0.1478094111296107
KURAMOTO,Kuramoto based,-0.13962634015954611,-0.1391731009600652
KURAMOTO,Kuramoto based,-0.13089969389957457,-0.13052619222005143
KURAMOTO,Kuramoto based,-0.12217304763960302,-0.12186934340514742
KURAMOTO,Kuramoto based,-0.11344640137963147,-0.11320321376790676
KURAMOTO,Kuramoto based,-0.10471975511965992,-0.10452846326765361
KURAMOTO,Kuramoto based,-0.09599310885968793,-0.09584575252022379
KURAMOTO,Kuramoto based,-0.08726646259971638,-0.08715574274765807
KURAMOTO,Kuramoto based,-0.07853981633974483,-0.07845909572784494
KURAMOTO,Kuramoto based,-0.06981317007977328,-0.0697564737441254
KURAMOTO,Kuramoto based,-0.061086523819801286,-0.06104853953485662
KURAMOTO,Kuramoto based,-0.05235987755982974,-0.05233595624294368
KURAMOTO,Kuramoto based,-0.04363323129985819,-0.04361938736533595
KURAMOTO,Kuramoto based,-0.03490658503988664,-0.03489949670250102
KURAMOTO,Kuramoto based,-0.02617993877991509,-0.0261769483078733
KURAMOTO,Kuramoto based,-0.017453292519943098,-0.017452406437283314
KURAMOTO,Kuramoto based,-0.008726646259971549,-0.008726535498373836
KURAMOTO,Kuramoto based,0.0,0.0
KURAMOTO,Kuramoto based,0.008726646259971549,0.008726535498373836
KURAMOTO,Kuramoto based,0.017453292519943542,0.017452406437283758
KURAMOTO,Kuramoto based,0.02617993877991509,0.0261769483078733
KURAMOTO,Kuramoto based,0.03490658503988664,0.03489949670250102
KURAMOTO,Kuramoto based,0.04363323129985819,0.04361938736533595
KURAMOTO,Kuramoto based,0.05235987755982974,0.05233595624294368
KURAMOTO,Kuramoto based,0.06108652381980173,0.06104853953485707
KURAMOTO,Kuramoto based,0.06981317007977328,0.0697564737441254
KURAMOTO,Kuramoto based,0.07853981633974483,0.07845909572784494
KURAMOTO,Kuramoto based,0.08726646259971638,0.08715574274765807
KURAMOTO,Kuramoto based,0.09599310885968837,0.09584575252022423
KURAMOTO,Kuramoto based,0.10471975511965992,0.10452846326765361
KURAMOTO,Kuramoto based,0.11344640137963147,0.11320321376790676
KURAMOTO,Kuramoto based,0.12217304763960302,0.12186934340514742
KURAMOTO,Kuramoto based,0.13089969389957457,0.13052619222005143
KURAMOTO,Kuramoto based,0.13962634015954656,0.13917310096006563
KURAMOTO,Kuramoto based,0.1483529864195181,0.1478094111296107
KURAMOTO,Kuramoto based,0.15707963267948966,0.15643446504023087
KURAMOTO,Kuramoto based,0.1658062789394612,0.16504760586067754
KURAMOTO,Kuramoto based,0.1745329251994332,0.17364817766693058
KURAMOTO,Kuramoto based,0.18325957145940475,0.18223552549214758
KURAMOTO,Kuramoto based,0.1919862177193763,0.19080899537654486
KURAMOTO,Kuramoto based,0.20071286397934784,0.19936793441719713
KURAMOTO,Kuramoto based,0.20943951023931984,0.20791169081775962
KURAMOTO,Kuramoto based,0.21816615649929139,0.21643961393810307
KURAMOTO,Kuramoto based,0.22689280275926293,0.2249510543438651
KURAMOTO,Kuramoto based,0.23561944901923448,0.2334453638559054
KURAMOTO,Kuramoto based,0.24434609527920603,0.24192189559966762
KURAMOTO,Kuramoto based,0.253072741539178,0.25038000405444166
KURAMOTO,Kuramoto based,0.2617993877991496,0.2588190451025209
KURAMOTO,Kuramoto based,0.2705260340591211,0.2672383760782569
KURAMOTO,Kuramoto based,0.27925268031909267,0.2756373558169991
