function,label,k,residual_median,residual_q1,residual_q3,n_runs
KURAMOTO,Kuramoto based,501.0,0.0313396690660108,0.0306222205814496,0.0324016272513587,500
KURAMOTO,Kuramoto based,511.0,0.031901949673156,0.0311514723953969,0.0330174644539826,500
KURAMOTO,Kuramoto based,521.0,0.0325699508248348,0.0317780583420448,0.0337575518200233,500
KURAMOTO,Kuramoto based,531.0,0.0331624070976808,0.0323046490350386,0.0343390246204012,500
KURAMOTO,Kuramoto based,541.0,0.0336634634615575,0.0328724804645025,0.0349045548731807,500
KURAMOTO,Kuramoto based,551.0,0.0343164990739445,0.0334757602812528,0.0354879156785549,500
KURAMOTO,Kuramoto based,561.0,0.0348612337886332,0.034036280726885,0.0359981858957744,500
KURAMOTO,Kuramoto based,571.0,0.0353630491848425,0.0346141628754683,0.0367779986214392,500
KURAMOTO,Kuramoto based,581.0,0.0361460376349496,0.0352167895719157,0.0373216105307037,500
KURAMOTO,Kuramoto based,591.0,0.0368102478613988,0.0358141699979916,0.0380738525261803,500
KURAMOTO,Kuramoto based,601.0,0.0372498948732173,0.036443693271595,0.0384940721873938,500
KURAMOTO,Kuramoto based,611.0,0.0379369521605051,0.0371197220528869,0.0390356841118541,500
KURAMOTO,Kuramoto based,621.0,0.0385104633747558,0.0376919223273599,0.0396981772130914,500
KURAMOTO,Kuramoto based,631.0,0.0391316558346196,0.0383348974009566,0.0404087149965012,500
KURAMOTO,Kuramoto based,641.0,0.0398774464830329,0.0389534562717316,0.0409506726160129,500
KURAMOTO,Kuramoto based,651.0,0.0403292133511052,0.0394939284192983,0.041635703317271,500
KURAMOTO,Kuramoto based,661.0,0.0410461388911207,0.0400928913915964,0.042376353910442,500
KURAMOTO,Kuramoto based,671.0,0.0417979702064298,0.040717925053006,0.0429615049583322,500
KURAMOTO,Kuramoto based,681.0,0.0422571359270052,0.041440285762588,0.0434026803553565,500
KURAMOTO,Kuramoto based,691.0,0.0430345803619127,0.0421104550574169,0.0441645357832583,500
KURAMOTO,Kuramoto based,701.0,0.0435861312337313,0.0426201820058023,0.0448851605628062,500
KURAMOTO,Kuramoto based,711.0,0.0441359030425098,0.0430950744225541,0.0454083058580457,500
KURAMOTO,Kuramoto based,721.0,0.0446336756366006,0.043734469522686,0.045947404167946,500
KURAMOTO,Kuramoto based,731.0,0.0453365282692299,0.04438490410344,0.0466405732524667,500
KURAMOTO,Kuramoto based,741.0,0.0458516472140712,0.0447246669549249,0.0472404185201371,500
KURAMOTO,Kuramoto based,751.0,0.0464631734323292,0.045477125562125,0.0476183511493044,500
