condition,function,label,cycle_index,device_id,phase_diff_rad,phase_diff_mod_rad
uniform_1ms,KURAMOTO,Kuramoto based,5,36,0.0488295534083823,0.0488295534083823
uniform_1ms,KURAMOTO,Kuramoto based,5,37,0.05097125535716,0.05097125535716
uniform_1ms,KURAMOTO,Kuramoto based,5,38,0.0531129548055866,0.0531129548055866
uniform_1ms,KURAMOTO,Kuramoto based,5,39,0.0552546489523661,0.0552546489523661
uniform_1ms,KURAMOTO,Kuramoto based,5,40,0.0505141712925168,0.0505141712925168
uniform_1ms,KURAMOTO,Kuramoto based,5,41,0.0526558564379614,0.0526558564379614
uniform_1ms,KURAMOTO,Kuramoto based,5,42,0.0547975449762558,0.0547975449762558
uniform_1ms,KURAMOTO,Kuramoto based,5,43,0.0569392341060812,0.0569392341060812
uniform_1ms,KURAMOTO,Kuramoto based,5,44,0.0715655630866468,0.0715655630866468
uniform_1ms,KURAMOTO,Kuramoto based,5,45,0.0612226029351905,0.0612226029351905
uniform_1ms,KURAMOTO,Kuramoto based,5,46,0.0702461242326013,0.0702461242326013
uniform_1ms,KURAMOTO,Kuramoto based,5,47,0.0655059405153685,0.0655059405153685
uniform_1ms,KURAMOTO,Kuramoto based,5,48,0.067647590584216,0.067647590584216
uniform_1ms,KURAMOTO,Kuramoto based,5,49,0.0697892244375354,0.0697892244375354
uniform_1ms,KURAMOTO,Kuramoto based,6,0,0.0,0.0
uniform_1ms,KURAMOTO,Kuramoto based,6,1,0.0360139257973065,0.0360139257973065
uniform_1ms,KURAMOTO,Kuramoto based,6,2,0.0389239895291828,0.0389239895291828
uniform_1ms,KURAMOTO,Kuramoto based,6,3,0.0418340468571169,0.0418340468571169
uniform_1ms,KURAMOTO,Kuramoto based,6,4,0.0323542229852929,0.0323542229852929
uniform_1ms,KURAMOTO,Kuramoto based,6,5,0.0375981758670866,0.0375981758670866
uniform_1ms,KURAMOTO,Kuramoto based,6,6,0.0337210476717132,0.0337210476717132
uniform_1ms,KURAMOTO,Kuramoto based,6,7,0.0366311100724346,0.0366311100724346
uniform_1ms,KURAMOTO,Kuramoto based,6,8,0.0426809730369529,0.0426809730369529
uniform_1ms,KURAMOTO,Kuramoto based,6,9,0.0424512474973655,0.0424512474973655
uniform_1ms,KURAMOTO,Kuramoto based,6,10,0.0362688978441008,0.0362688978441008
uniform_1ms,KURAMOTO,Kuramoto based,6,11,0.039178947550154,0.039178947550154
uniform_1ms,KURAMOTO,Kuramoto based,6,12,0.0420890081861619,0.0420890081861619
uniform_1ms,KURAMOTO,Kuramoto based,6,13,0.0449990724214466,0.0449990724214466
uniform_1ms,KURAMOTO,Kuramoto based,6,14,0.0523970430791153,0.0523970430791153
uniform_1ms,KURAMOTO,Kuramoto based,6,15,0.0508191823669975,0.0508191823669975
uniform_1ms,KURAMOTO,Kuramoto based,6,16,0.0397706399226878,0.0397706399226878
uniform_1ms,KURAMOTO,Kuramoto based,6,17,0.0426806914506134,0.0426806914506134
uniform_1ms,KURAMOTO,Kuramoto based,6,18,0.0364983302210905,0.0364983302210905
uniform_1ms,KURAMOTO,Kuramoto based,6,19,0.0394083779703857,0.0394083779703857
uniform_1ms,KURAMOTO,Kuramoto based,6,20,0.0423184427690904,0.0423184427690904
uniform_1ms,KURAMOTO,Kuramoto based,6,21,0.0452285172865588,0.0452285172865588
