time,oscillator_id,send_count,transmission_end_time,transmission_time_ms
1818.0,0,1,1838.544,20.544
3390.0,2,1,3410.544,20.544
3591.1272,4,1,3611.6711999999998,20.544
4693.0,1,1,4713.544,20.544
5913.0,3,1,5933.544,20.544
6823.7772,0,2,6844.3212,20.544
8390.0,2,2,8410.544,20.544
8632.098039999999,4,2,8652.642039999999,20.544
9693.0,1,2,9713.544,20.544
10913.0,3,2,10933.544,20.544
11829.26554,0,3,11849.80954,20.544
13390.0,2,3,13410.544,20.544
13671.020337999998,4,3,13691.564337999998,20.544
14693.0,1,3,14713.544,20.544
15913.0,3,3,15933.544,20.544
16834.479463,0,4,16855.023463,20.544
18390.0,2,4,18410.544,20.544
18707.996521099998,4,4,18728.5405211,20.544
19694.777026055,1,4,19715.321026055,20.544
20913.0,3,4,20933.544,20.544
21839.432689850004,0,5,21859.976689850006,20.544
23390.0,2,5,23410.544,20.544
23743.123895045002,4,5,23763.667895045004,20.544
24698.2215695045,1,5,24718.765569504503,20.544
25913.0,3,5,25933.544,20.544
26844.138255357506,0,6,26864.682255357508,20.544
28390.0,2,6,28410.544,20.544
28776.494900292757,4,6,28797.03890029276,20.544
29703.162436043913,1,6,29723.706436043914,20.544
30913.0,3,6,30933.544,20.544
31848.608542589634,0,7,31869.152542589636,20.544
33390.0,2,7,33410.544,20.544
33808.19735527812,4,7,33828.74135527812,20.544
34709.44138200563,1,7,34729.98538200563,20.544
35913.0,3,7,35933.544,20.544
36852.855315460154,0,8,36873.399315460156,20.544
38390.0,2,8,38410.544,20.544
38838.31468751421,4,8,38858.858687514214,20.544
39716.912247281056,1,8,39737.45624728106,20.544
40913.0,3,8,40933.544,20.544
41856.88974968714,0,9,41877.433749687145,20.544
43390.0,2,9,43410.544,20.544
43866.9261531385,4,9,43887.4701531385,20.544
44725.44014257393,1,9,44745.98414257393,20.544
45913.0,3,9,45933.544,20.544
46860.722462202786,0,10,46881.26646220279,20.544
48390.0,2,10,48410.544,20.544
48894.10704548157,4,10,48914.65104548157,20.544
49734.90068771931,1,10,49755.44468771931,20.544
50913.0,3,10,50933.544,20.544
51864.36353909265,0,11,51884.90753909265,20.544
53390.0,2,11,53410.544,20.544
53919.92889320749,4,11,53940.472893207494,20.544
54745.179297993716,1,11,54765.72329799372,20.544
55913.0,3,11,55933.544,20.544
56867.82256213802,0,12,56888.36656213802,20.544
58390.0,2,12,58410.544,20.544
58944.45964854712,4,12,58965.00364854712,20.544
59756.170515521386,1,12,59776.71451552139,20.544
60913.0,3,12,60933.544,20.544
61871.108634031116,0,13,61891.65263403112,20.544
63390.0,2,13,63410.544,20.544
63967.76386611976,4,13,63988.307866119765,20.544
64767.7773830513,1,13,64788.321383051305,20.544
65913.0,3,13,65933.544,20.544
66874.23040232956,0,14,66894.77440232955,20.544
68390.0,2,14,68410.544,20.544
68989.90287281378,4,14,69010.44687281377,20.544
69779.91085753942,1,14,69800.45485753941,20.544
70913.0,3,14,70933.544,20.544
71877.19608221308,0,15,71897.74008221307,20.544
73390.0,2,15,73410.544,20.544
74010.93492917309,4,15,74031.47892917308,20.544
74792.48926112111,1,15,74813.0332611211,20.544
75913.0,3,15,75933.544,20.544
76880.01347810242,0,16,76900.55747810242,20.544
78390.0,2,16,78410.544,20.544
79030.91538271443,4,16,79051.45938271443,20.544
79805.43776720078,1,16,79825.98176720078,20.544
80913.0,3,16,80933.544,20.544
81882.6900041973,0,17,81903.2340041973,20.544
83390.0,2,17,83410.544,20.544
84049.89681357871,4,17,84070.44081357871,20.544
84818.68791951968,1,17,84839.23191951968,20.544
85913.0,3,17,85933.544,20.544
86885.23270398744,0,18,86905.77670398743,20.544
88390.0,2,18,88410.544,20.544
89067.92917289978,4,18,89088.47317289977,20.544
89832.17718218868,1,18,89852.72118218867,20.544
90913.0,3,18,90933.544,20.544
91887.64826878806,0,19,91908.19226878806,20.544
93390.0,2,19,93410.544,20.544
94085.05991425479,4,19,94105.60391425478,20.544
94845.84851879199,1,19,94866.39251879198,20.544
95913.0,3,19,95933.544,20.544
96889.94305534866,0,20,96910.48705534865,20.544
98390.0,2,20,98410.544,20.544
99101.33411854204,4,20,99121.87811854204,20.544
99859.6499987795,1,20,99880.19399877949,20.544
100913.0,3,20,100933.544,20.544
101892.12310258123,0,21,101912.66710258122,20.544
103390.0,2,21,103410.544,20.544
104116.79461261495,4,21,104137.33861261494,20.544
104873.53442947127,1,21,104894.07842947126,20.544
105913.0,3,21,105933.544,20.544
106894.19414745217,0,22,106914.73814745217,20.544
108390.0,2,22,108410.544,20.544
109131.4820819842,4,22,109152.0260819842,20.544
109887.45901209692,1,22,109908.00301209692,20.544
110913.0,3,22,110933.544,20.544
111896.16164007956,0,23,111916.70564007956,20.544
113390.0,2,23,113410.544,20.544
114145.435177885,4,23,114165.97917788499,20.544
114901.38502038633,1,23,114921.92902038632,20.544
115913.44645101932,3,23,115933.99045101932,20.544
116898.05308062655,0,24,116918.59708062654,20.544
118390.0,2,24,118410.544,20.544
119158.69061899075,4,24,119179.23461899074,20.544
119915.27750031654,1,24,119935.82150031654,20.544
120914.56520348418,3,24,120935.10920348417,20.544
121899.90588676943,0,25,121920.44988676942,20.544
123390.0,2,25,123410.544,20.544
124171.2832880412,4,25,124191.8272880412,20.544
124929.10498970278,1,25,124949.64898970278,20.544
125916.3193927951,3,25,125936.8633927951,20.544
126901.75376207072,0,26,126922.29776207071,20.544
128390.0,2,26,128410.544,20.544
129183.24632363915,4,26,129203.79032363914,20.544
129942.8392563996,1,26,129963.3832563996,20.544
130918.67258597534,3,26,130939.21658597533,20.544
131903.62690326595,0,27,131924.17090326594,20.544
133390.0,2,27,133410.544,20.544
134194.6112074572,4,27,134215.1552074572,20.544
134956.4550539525,1,27,134976.9990539525,20.544
135921.58890937417,3,27,135942.13290937417,20.544
136905.55220357137,0,28,136926.09620357136,20.544
138390.0,2,28,138410.544,20.544
139205.40784708434,4,28,139225.95184708433,20.544
139969.92989360908,1,28,139990.47389360907,20.544
140925.03315858592,3,28,140945.57715858592,20.544
141907.5534513221,0,29,141928.0974513221,20.544
143390.0,2,29,143410.544,20.544
144215.66465473012,4,29,144236.20865473012,20.544
144983.24383166514,1,29,145003.78783166513,20.544
145928.9708922399,3,29,145949.51489223988,20.544
146909.651523368,0,30,146930.195523368,20.544
148390.0,2,30,148410.544,20.544
149225.4086219936,4,30,149245.9526219936,20.544
149996.37927118156,1,30,150016.92327118156,20.544
150933.36851118697,3,30,150953.91251118697,20.544
151911.86457275893,0,31,151932.40857275893,20.544
153390.0,2,31,153410.544,20.544
154234.66539089393,4,31,154255.20939089393,20.544
155009.3207771672,1,31,155029.86477716718,20.544
155938.19332448597,3,31,155958.73732448596,20.544
156914.20821034527,0,32,156934.75221034526,20.544
158390.0,2,32,158410.544,20.544
159243.45932134925,4,32,159264.00332134924,20.544
160022.0549043763,1,32,160042.5989043763,20.544
160943.4136034805,3,32,160963.9576034805,20.544
161916.69568000204,0,33,161937.23968000204,20.544
163390.0,2,33,163410.544,20.544
164251.81355528178,4,33,164272.35755528178,20.544
165034.57003692156,1,33,165055.11403692156,20.544
165948.99862515254,3,33,165969.54262515254,20.544
166919.33802725957,0,34,166939.88202725956,20.544
168390.0,2,34,168410.544,20.544
