time,oscillator_id,send_count,transmission_end_time,transmission_time_ms
1629.0,0,1,1649.544,20.544
4126.0,4,1,4146.544,20.544
4335.0,3,1,4355.544,20.544
4437.0,1,1,4457.544,20.544
4722.0,2,1,4742.544,20.544
6629.0,0,2,6649.544,20.544
9126.0,4,2,9146.544,20.544
9335.0,3,2,9355.544,20.544
9437.0,1,2,9457.544,20.544
9722.0,2,2,9742.544,20.544
11629.0,0,3,11649.544,20.544
14126.0,4,3,14146.544,20.544
14335.0,3,3,14355.544,20.544
14437.0,1,3,14457.544,20.544
14722.0,2,3,14742.544,20.544
16629.0,0,4,16649.544,20.544
19126.0,4,4,19146.544,20.544
19335.0,3,4,19355.544,20.544
19437.0,1,4,19457.544,20.544
19722.0,2,4,19742.544,20.544
21629.0,0,5,21649.544,20.544
24126.0,4,5,24146.544,20.544
24335.0,3,5,24355.544,20.544
24437.0,1,5,24457.544,20.544
24722.0,2,5,24742.544,20.544
26629.0,0,6,26649.544,20.544
29126.0,4,6,29146.544,20.544
29335.0,3,6,29355.544,20.544
29437.0,1,6,29457.544,20.544
29722.0,2,6,29742.544,20.544
31629.0,0,7,31649.544,20.544
34126.0,4,7,34146.544,20.544
34335.0,3,7,34355.544,20.544
34437.0,1,7,34457.544,20.544
34722.0,2,7,34742.544,20.544
36629.0,0,8,36649.544,20.544
39126.0,4,8,39146.544,20.544
39335.0,3,8,39355.544,20.544
39437.0,1,8,39457.544,20.544
39722.0,2,8,39742.544,20.544
41629.0,0,9,41649.544,20.544
44126.0,4,9,44146.544,20.544
44335.0,3,9,44355.544,20.544
44437.0,1,9,44457.544,20.544
44722.0,2,9,44742.544,20.544
46629.0,0,10,46649.544,20.544
49126.0,4,10,49146.544,20.544
49335.0,3,10,49355.544,20.544
49437.0,1,10,49457.544,20.544
49722.0,2,10,49742.544,20.544
51629.0,0,11,51649.544,20.544
54126.0,4,11,54146.544,20.544
54335.0,3,11,54355.544,20.544
54437.0,1,11,54457.544,20.544
54722.0,2,11,54742.544,20.544
56629.0,0,12,56649.544,20.544
59126.0,4,12,59146.544,20.544
59335.0,3,12,59355.544,20.544
59437.0,1,12,59457.544,20.544
59722.0,2,12,59742.544,20.544
61629.0,0,13,61649.544,20.544
64126.0,4,13,64146.544,20.544
64335.0,3,13,64355.544,20.544
64437.0,1,13,64457.544,20.544
64722.0,2,13,64742.544,20.544
66629.0,0,14,66649.544,20.544
69126.0,4,14,69146.544,20.544
69335.0,3,14,69355.544,20.544
69437.0,1,14,69457.544,20.544
69722.0,2,14,69742.544,20.544
71629.0,0,15,71649.544,20.544
74126.0,4,15,74146.544,20.544
74335.0,3,15,74355.544,20.544
74437.0,1,15,74457.544,20.544
74722.0,2,15,74742.544,20.544
76629.0,0,16,76649.544,20.544
79126.0,4,16,79146.544,20.544
79335.0,3,16,79355.544,20.544
79437.0,1,16,79457.544,20.544
79722.0,2,16,79742.544,20.544
81629.0,0,17,81649.544,20.544
84126.0,4,17,84146.544,20.544
84335.0,3,17,84355.544,20.544
84437.0,1,17,84457.544,20.544
84722.0,2,17,84742.544,20.544
86629.0,0,18,86649.544,20.544
89126.0,4,18,89146.544,20.544
89335.0,3,18,89355.544,20.544
89437.0,1,18,89457.544,20.544
89722.0,2,18,89742.544,20.544
91629.0,0,19,91649.544,20.544
94126.0,4,19,94146.544,20.544
94335.0,3,19,94355.544,20.544
94437.0,1,19,94457.544,20.544
94722.0,2,19,94742.544,20.544
96629.0,0,20,96649.544,20.544
99126.0,4,20,99146.544,20.544
99335.0,3,20,99355.544,20.544
99437.0,1,20,99457.544,20.544
99722.0,2,20,99742.544,20.544
101629.0,0,21,101649.544,20.544
104126.0,4,21,104146.544,20.544
104335.0,3,21,104355.544,20.544
104437.0,1,21,104457.544,20.544
104722.0,2,21,104742.544,20.544
106629.0,0,22,106649.544,20.544
109126.0,4,22,109146.544,20.544
109335.0,3,22,109355.544,20.544
109437.0,1,22,109457.544,20.544
109722.0,2,22,109742.544,20.544
111629.0,0,23,111649.544,20.544
114126.0,4,23,114146.544,20.544
114335.0,3,23,114355.544,20.544
114437.0,1,23,114457.544,20.544
114722.0,2,23,114742.544,20.544
116629.0,0,24,116649.544,20.544
119126.0,4,24,119146.544,20.544
119335.0,3,24,119355.544,20.544
119437.0,1,24,119457.544,20.544
119722.0,2,24,119742.544,20.544
121629.0,0,25,121649.544,20.544
124126.0,4,25,124146.544,20.544
124335.0,3,25,124355.544,20.544
124437.0,1,25,124457.544,20.544
124722.0,2,25,124742.544,20.544
126629.0,0,26,126649.544,20.544
129126.0,4,26,129146.544,20.544
129335.0,3,26,129355.544,20.544
129437.0,1,26,129457.544,20.544
129722.0,2,26,129742.544,20.544
131629.0,0,27,131649.544,20.544
134126.0,4,27,134146.544,20.544
134335.0,3,27,134355.544,20.544
134437.0,1,27,134457.544,20.544
134722.0,2,27,134742.544,20.544
136629.0,0,28,136649.544,20.544
139126.0,4,28,139146.544,20.544
139335.0,3,28,139355.544,20.544
139437.0,1,28,139457.544,20.544
139722.0,2,28,139742.544,20.544
141629.0,0,29,141649.544,20.544
144126.0,4,29,144146.544,20.544
144335.0,3,29,144355.544,20.544
144437.0,1,29,144457.544,20.544
144722.0,2,29,144742.544,20.544
146629.0,0,30,146649.544,20.544
149126.0,4,30,149146.544,20.544
149335.0,3,30,149355.544,20.544
149437.0,1,30,149457.544,20.544
149722.0,2,30,149742.544,20.544
151629.0,0,31,151649.544,20.544
154126.0,4,31,154146.544,20.544
154335.0,3,31,154355.544,20.544
154437.0,1,31,154457.544,20.544
154722.0,2,31,154742.544,20.544
156629.0,0,32,156649.544,20.544
159126.0,4,32,159146.544,20.544
159335.0,3,32,159355.544,20.544
159437.0,1,32,159457.544,20.544
159722.0,2,32,159742.544,20.544
161629.0,0,33,161649.544,20.544
164126.0,4,33,164146.544,20.544
164335.0,3,33,164355.544,20.544
164437.0,1,33,164457.544,20.544
164722.0,2,33,164742.544,20.544
166629.0,0,34,166649.544,20.544
169126.0,4,34,169146.544,20.544
169335.0,3,34,169355.544,20.544
169437.0,1,34,169457.544,20.544
169722.0,2,34,169742.544,20.544
171629.0,0,35,171649.544,20.544
174126.0,4,35,174146.544,20.544
174335.0,3,35,174355.544,20.544
174437.0,1,35,174457.544,20.544
174722.0,2,35,174742.544,20.544
176629.0,0,36,176649.544,20.544
179126.0,4,36,179146.544,20.544
179335.0,3,36,179355.544,20.544
179437.0,1,36,179457.544,20.544
179722.0,2,36,179742.544,20.544
181629.0,0,37,181649.544,20.544
184126.0,4,37,184146.544,20.544
184335.0,3,37,184355.544,20.544
184437.0,1,37,184457.544,20.544
184722.0,2,37,184742.544,20.544
186629.0,0,38,186649.544,20.544
189126.0,4,38,189146.544,20.544
189335.0,3,38,189355.544,20.544
189437.0,1,38,189457.544,20.544
189722.0,2,38,189742.544,20.544
191629.0,0,39,191649.544,20.544
194126.0,4,39,194146.544,20.544
194335.0,3,39,194355.544,20.544
194437.0,1,39,194457.544,20.544
194722.0,2,39,194742.544,20.544
196629.0,0,40,196649.544,20.544
199126.0,4,40,199146.544,20.544
199335.0,3,40,199355.544,20.544
199437.0,1,40,199457.544,20.544
199722.0,2,40,199742.544,20.544
201629.0,0,41,201649.544,20.544
204126.0,4,41,204146.544,20.544
204335.0,3,41,204355.544,20.544
204437.0,1,41,204457.544,20.544
204722.0,2,41,204742.544,20.544
206629.0,0,42,206649.544,20.544
209126.0,4,42,209146.544,20.544
209335.0,3,42,209355.544,20.544
209437.0,1,42,209457.544,20.544
209722.0,2,42,209742.544,20.544
211629.0,0,43,211649.544,20.544
214126.0,4,43,214146.544,20.544
214335.0,3,43,214355.544,20.544
214437.0,1,43,214457.544,20.544
214722.0,2,43,214742.544,20.544
216629.0,0,44,216649.544,20.544
219126.0,4,44,219146.544,20.544
219335.0,3,44,219355.544,20.544
219437.0,1,44,219457.544,20.544
219722.0,2,44,219742.544,20.544
221629.0,0,45,221649.544,20.544
224126.0,4,45,224146.544,20.544
224335.0,3,45,224355.544,20.544
224437.0,1,45,224457.544,20.544
224722.0,2,45,224742.544,20.544
226629.0,0,46,226649.544,20.544
229126.0,4,46,229146.544,20.544
229335.0,3,46,229355.544,20.544
229437.0,1,46,229457.544,20.544
229722.0,2,46,229742.544,20.544
231629.0,0,47,231649.544,20.544
234126.0,4,47,234146.544,20.544
234335.0,3,47,234355.544,20.544
234437.0,1,47,234457.544,20.544
234722.0,2,47,234742.544,20.544
236629.0,0,48,236649.544,20.544
239126.0,4,48,239146.544,20.544
239335.0,3,48,239355.544,20.544
239437.0,1,48,239457.544,20.544
239722.0,2,48,239742.544,20.544
241629.0,0,49,241649.544,20.544
244126.0,4,49,244146.544,20.544
244335.0,3,49,244355.544,20.544
244437.0,1,49,244457.544,20.544
244722.0,2,49,244742.544,20.544
246629.0,0,50,246649.544,20.544
249126.0,4,50,249146.544,20.544
249335.0,3,50,249355.544,20.544
249437.0,1,50,249457.544,20.544
249722.0,2,50,249742.544,20.544
251629.0,0,51,251649.544,20.544
254126.0,4,51,254146.544,20.544
254335.0,3,51,254355.544,20.544
254437.0,1,51,254457.544,20.544
254722.0,2,51,254742.544,20.544
256629.0,0,52,256649.544,20.544
259126.0,4,52,259146.544,20.544
259335.0,3,52,259355.544,20.544
259437.0,1,52,259457.544,20.544
259722.0,2,52,259742.544,20.544
261629.0,0,53,261649.544,20.544
264126.0,4,53,264146.544,20.544
264335.0,3,53,264355.544,20.544
264437.0,1,53,264457.544,20.544
264722.0,2,53,264742.544,20.544
266629.0,0,54,266649.544,20.544
269126.0,4,54,269146.544,20.544
269335.0,3,54,269355.544,20.544
269437.0,1,54,269457.544,20.544
269722.0,2,54,269742.544,20.544
271629.0,0,55,271649.544,20.544
274126.0,4,55,274146.544,20.544
274335.0,3,55,274355.544,20.544
274437.0,1,55,274457.544,20.544
274722.0,2,55,274742.544,20.544
276629.0,0,56,276649.544,20.544
279126.0,4,56,279146.544,20.544
279335.0,3,56,279355.544,20.544
279437.0,1,56,279457.544,20.544
279722.0,2,56,279742.544,20.544
281629.0,0,57,281649.544,20.544
284126.0,4,57,284146.544,20.544
284335.0,3,57,284355.544,20.544
284437.0,1,57,284457.544,20.544
284722.0,2,57,284742.544,20.544
286629.0,0,58,286649.544,20.544
289126.0,4,58,289146.544,20.544
289335.0,3,58,289355.544,20.544
289437.0,1,58,289457.544,20.544
289722.0,2,58,289742.544,20.544
291629.0,0,59,291649.544,20.544
294126.0,4,59,294146.544,20.544
294335.0,3,59,294355.544,20.544
294437.0,1,59,294457.544,20.544
294722.0,2,59,294742.544,20.544
296629.0,0,60,296649.544,20.544
299126.0,4,60,299146.544,20.544
299335.0,3,60,299355.544,20.544
299437.0,1,60,299457.544,20.544
299722.0,2,60,299742.544,20.544
301629.0,0,61,301649.544,20.544
304126.0,4,61,304146.544,20.544
304335.0,3,61,304355.544,20.544
304437.0,1,61,304457.544,20.544
304722.0,2,61,304742.544,20.544
306629.0,0,62,306649.544,20.544
309126.0,4,62,309146.544,20.544
309335.0,3,62,309355.544,20.544
309437.0,1,62,309457.544,20.544
309722.0,2,62,309742.544,20.544
311629.0,0,63,311649.544,20.544
314126.0,4,63,314146.544,20.544
314335.0,3,63,314355.544,20.544
314437.0,1,63,314457.544,20.544
314722.0,2,63,314742.544,20.544
316629.0,0,64,316649.544,20.544
319126.0,4,64,319146.544,20.544
319335.0,3,64,319355.544,20.544
319437.0,1,64,319457.544,20.544
319722.0,2,64,319742.544,20.544
321629.0,0,65,321649.544,20.544
324126.0,4,65,324146.544,20.544
324335.0,3,65,324355.544,20.544
324437.0,1,65,324457.544,20.544
324722.0,2,65,324742.544,20.544
326629.0,0,66,326649.544,20.544
329126.0,4,66,329146.544,20.544
329335.0,3,66,329355.544,20.544
329437.0,1,66,329457.544,20.544
329722.0,2,66,329742.544,20.544
331629.0,0,67,331649.544,20.544
334126.0,4,67,334146.544,20.544
334335.0,3,67,334355.544,20.544
334437.0,1,67,334457.544,20.544
334722.0,2,67,334742.544,20.544
336629.0,0,68,336649.544,20.544
339126.0,4,68,339146.544,20.544
339335.0,3,68,339355.544,20.544
339437.0,1,68,339457.544,20.544
339722.0,2,68,339742.544,20.544
341629.0,0,69,341649.544,20.544
344126.0,4,69,344146.544,20.544
344335.0,3,69,344355.544,20.544
344437.0,1,69,344457.544,20.544
344722.0,2,69,344742.544,20.544
346629.0,0,70,346649.544,20.544
349126.0,4,70,349146.544,20.544
349335.0,3,70,349355.544,20.544
349437.0,1,70,349457.544,20.544
349722.0,2,70,349742.544,20.544
351629.0,0,71,351649.544,20.544
354126.0,4,71,354146.544,20.544
354335.0,3,71,354355.544,20.544
354437.0,1,71,354457.544,20.544
354722.0,2,71,354742.544,20.544
356629.0,0,72,356649.544,20.544
359126.0,4,72,359146.544,20.544
359335.0,3,72,359355.544,20.544
359437.0,1,72,359457.544,20.544
359722.0,2,72,359742.544,20.544
361629.0,0,73,361649.544,20.544
364126.0,4,73,364146.544,20.544
364335.0,3,73,364355.544,20.544
364437.0,1,73,364457.544,20.544
364722.0,2,73,364742.544,20.544
366629.0,0,74,366649.544,20.544
369126.0,4,74,369146.544,20.544
369335.0,3,74,369355.544,20.544
369437.0,1,74,369457.544,20.544
369722.0,2,74,369742.544,20.544
371629.0,0,75,371649.544,20.544
374126.0,4,75,374146.544,20.544
374335.0,3,75,374355.544,20.544
374437.0,1,75,374457.544,20.544
374722.0,2,75,374742.544,20.544
376629.0,0,76,376649.544,20.544
379126.0,4,76,379146.544,20.544
379335.0,3,76,379355.544,20.544
379437.0,1,76,379457.544,20.544
379722.0,2,76,379742.544,20.544
381629.0,0,77,381649.544,20.544
384126.0,4,77,384146.544,20.544
384335.0,3,77,384355.544,20.544
384437.0,1,77,384457.544,20.544
384722.0,2,77,384742.544,20.544
386629.0,0,78,386649.544,20.544
389126.0,4,78,389146.544,20.544
389335.0,3,78,389355.544,20.544
389437.0,1,78,389457.544,20.544
389722.0,2,78,389742.544,20.544
391629.0,0,79,391649.544,20.544
394126.0,4,79,394146.544,20.544
394335.0,3,79,394355.544,20.544
394437.0,1,79,394457.544,20.544
394722.0,2,79,394742.544,20.544
396629.0,0,80,396649.544,20.544
399126.0,4,80,399146.544,20.544
399335.0,3,80,399355.544,20.544
399437.0,1,80,399457.544,20.544
399722.0,2,80,399742.544,20.544
401629.0,0,81,401649.544,20.544
404126.0,4,81,404146.544,20.544
404335.0,3,81,404355.544,20.544
404437.0,1,81,404457.544,20.544
404722.0,2,81,404742.544,20.544
406629.0,0,82,406649.544,20.544
409126.0,4,82,409146.544,20.544
409335.0,3,82,409355.544,20.544
409437.0,1,82,409457.544,20.544
409722.0,2,82,409742.544,20.544
411629.0,0,83,411649.544,20.544
414126.0,4,83,414146.544,20.544
414335.0,3,83,414355.544,20.544
414437.0,1,83,414457.544,20.544
414722.0,2,83,414742.544,20.544
416629.0,0,84,416649.544,20.544
419126.0,4,84,419146.544,20.544
419335.0,3,84,419355.544,20.544
419437.0,1,84,419457.544,20.544
419722.0,2,84,419742.544,20.544
421629.0,0,85,421649.544,20.544
424126.0,4,85,424146.544,20.544
424335.0,3,85,424355.544,20.544
