index,cycle_index,count,mean,min,max,median,std,q25,q75
0,1,100,1.8376798197796103,1.833316994015295,1.8566619468375491,1.8366632177183408,0.003601515412477491,1.8353280508721637,1.839330029603884
1,2,100,1.8371982473474129,1.832606248760705,1.85633489713804,1.8363897908510065,0.003636157779261415,1.834675264080149,1.8390163604623004
2,3,100,1.8366756746761763,1.831405907737695,1.8559766968977365,1.8358329144617473,0.0036955021943201275,1.8341797039857917,1.8386243062298455
3,4,100,1.8361101415494878,1.829998140210314,1.8555840773128305,1.8354456708416405,0.0037829557468987,1.8336316302146907,1.8381993259276561
4,5,100,1.8355071281290238,1.828507508149512,1.855153384386221,1.8349791981611046,0.0039022122970900214,1.8329619946249072,1.8378904151148907
5,6,100,1.8348646842782008,1.826930364245456,1.8546805282142849,1.8343560649426227,0.0040522761961780205,1.8320663270707147,1.8372059818555853
6,7,100,1.8366494664615387,1.8252630991139915,1.886704508595052,1.8339596960662639,0.011890815145062851,1.8310967518160137,1.8369946767737098
7,8,100,1.8354427881222122,1.8235021848346515,1.8881359438484664,1.8335428518937045,0.010633349788120706,1.8304136112693872,1.8362900372496482
8,9,100,1.8352087337926448,1.8208458667536007,1.8856317561395284,1.8330828568323922,0.011902197115310476,1.8297012013276115,1.8358332541894162
9,10,100,1.831889443223601,1.8178729358443824,1.8522669257019384,1.8321178100355362,0.004962147381839489,1.828545136529351,1.8345469852739509
10,11,100,1.8310418029635989,1.8146932517511905,1.851556251886532,1.8313725832978127,0.005276041612828516,1.8276001941554871,1.8337536961530427
11,12,100,1.8301535230136954,1.8112907221635692,1.8508299790573897,1.8306940214019085,0.005625285375716313,1.8267084842800239,1.8331373869074958
12,13,100,1.8292273054549646,1.807650664933411,1.8500875969585877,1.829879766764933,0.0060118632241627,1.8257167481379093,1.832504343389425
13,14,100,1.8282600247139311,1.8037574230262785,1.849328660729416,1.8290587105456249,0.006434616014932699,1.8247396465070758,1.831903271849665
14,15,100,1.8272484374087354,1.7995915401737397,1.8485553426777708,1.8280049484597822,0.006900639948178471,1.8236237098796524,1.8312724314001954
15,16,100,1.8261925674943733,1.7951350645115562,1.847767607500576,1.827176176967738,0.0074097221973358105,1.82225790939724,1.83053534202836
16,17,100,1.8250913661881834,1.7903654262400477,1.8469650663411383,1.8263814031137047,0.00796139360492483,1.820937576463316,1.829907054859908
17,18,100,1.8239458645355127,1.7852581223663448,1.84614729704692,1.8255088220853928,0.008560703874020309,1.8196672605712305,1.8292134466976522
18,19,100,1.8227593718812087,1.779787133231881,1.845313867335011,1.8245889772075157,0.009209996808655177,1.8183569626952318,1.8283584058009656
19,20,100,1.8215248668503716,1.773928479496621,1.844464335566774,1.8236567373825041,0.00991636963757539,1.8170085465458372,1.8276076224848257
20,21,100,1.8202406081993956,1.767652763631402,1.8435982511935116,1.8226761391504063,0.01068332282824859,1.8155825130893193,1.8266915409844888
21,22,100,1.8189066155816602,1.7609284001957013,1.8427151715772236,1.8217093690052684,0.011511534257624871,1.8140960212080846,1.8259377196629547
22,23,100,1.817515953700352,1.7537251799685682,1.8422103442872289,1.8206279126233413,0.012404649565929812,1.8125607795460286,1.8251752388320068
23,24,100,1.816069299824886,1.7460081591679728,1.8417571250826976,1.8193355485124147,0.013365683283559625,1.8105968082583588,1.8243683474967358
