index,cycle_index,count,mean,min,max,median,std,q25,q75
0,1,100,1.8373843153840284,1.8323201662216717,1.8512710143750504,1.8363899963332806,0.003872152367656239,1.834353227012632,1.8392590513576415
1,2,100,1.7766952389429087,1.7715326696644182,1.790501875203609,1.7760027501297673,0.0038574990234840497,1.773783273876553,1.7785856322868043
2,3,100,1.7162424165233034,1.7109361874600688,1.7297308716788389,1.7155132002319893,0.0038643263991595864,1.7134167169644245,1.7181855936692965
3,4,100,1.6562193982977034,1.6510388146045123,1.6692701290896226,1.6555230608339946,0.0038083577609247465,1.653339206886951,1.658184302089859
4,5,100,1.596857129792793,1.5907059652831432,1.6095038959673988,1.5963083156307638,0.0038017396733108586,1.5941388123210745,1.598942167995518
5,6,100,1.538283164547915,1.5311955484970188,1.552397323110858,1.5373832524255726,0.003888878991853441,1.5354933790046053,1.5401739076049945
6,7,100,1.4845274367269221,1.473182588341374,1.5785106406619178,1.4801220210812938,0.017360869182903096,1.4775137373649825,1.4846288045420248
7,8,100,1.43494730365905,1.4163509606462887,1.5569152163208737,1.425443765464192,0.027228371878077813,1.4216596953183227,1.436460318340659
8,9,100,1.3775371192951078,1.3594741937092687,1.503756409877497,1.372410005277266,0.02276002585737355,1.3653768753119953,1.3812237219475112
9,10,100,1.3198421538088285,1.3043373190593304,1.3609521176787776,1.317678188641274,0.012220014106450091,1.3101780664674307,1.3253522278866807
10,11,100,1.2718470009870415,1.2491756140183563,1.3187337181946497,1.2687451728343808,0.015830876455790566,1.2613350167726585,1.2804891175091155
11,12,100,1.2350179631634117,1.1941363882590794,1.2978988778813227,1.233722623357798,0.023699049990820325,1.217059168422339,1.2505334512736148
12,13,100,1.207522016880788,1.138714835308419,1.2946801007007789,1.202942992033721,0.03360534663799512,1.1799035550658885,1.2314157448470924
13,14,100,1.174942842561003,1.1024037666557018,1.2717835750266149,1.1693905036720484,0.034212513017544174,1.1533318851153016,1.2074292332417276
14,15,100,1.133981054680581,1.0694067247332597,1.21131886761633,1.1359370212553692,0.02962978965387484,1.1174538453343983,1.1530315375954474
15,16,100,1.09317124239905,1.0226553173258257,1.1573053812742624,1.093953710229159,0.027466184334913057,1.074115405142722,1.1142849023603976
16,17,100,1.0506796841785357,0.9840622407034466,1.1237930871591302,1.053687064516599,0.025147713264625737,1.0338042970833219,1.067515571502528
17,18,100,1.0139715622061012,0.9430797129644564,1.1196379037464468,1.0115854353752114,0.028640503001300593,0.9991652610052761,1.0278265897474927
18,19,100,0.9816079466746725,0.9029359142444748,1.0791778832309935,0.9746202652383005,0.03501504173095499,0.9605843533524957,0.9995112234098913
19,20,100,0.9522999297855489,0.84875250237327,1.05303615599137,0.9531681178658251,0.04158810849302094,0.9206229049858983,0.9887852282974559
20,21,100,0.9290839227809826,0.8339444557697049,1.0662925621658392,0.9295337100600949,0.050241825168723345,0.8934946467209479,0.9642400453272293
21,22,100,0.9032176644755897,0.7827327900615465,1.0499844190043135,0.901422323496393,0.05487535516706487,0.8645625153979904,0.9490314997807419
22,23,100,0.8743153373588705,0.7508016416820946,0.9900933534678156,0.8688612396613642,0.05588799664450068,0.8378452588275379,0.9151757532600286
23,24,100,0.8466176112423186,0.7104710103168772,0.9490644956295516,0.8527771297570381,0.05282703225655774,0.8066521867713163,0.891150596284951
24,25,100,0.8166321088209417,0.7057210386614613,0.903594788605275,0.8224939817376995,0.048331975210214914,0.7767732879129213,0.8547991629038568
25,26,100,0.7871496041669822,0.6944258566206117,0.8847036296018579,0.7967048690371925,0.04292041484316563,0.755223255721645,0.8167846587227905
26,27,100,0.7591193067394794,0.6519991584290956,0.8532515967701559,0.7585657215184284,0.04012330816234517,0.7380783081660158,0.7866644027538338
27,28,100,0.7265219514683614,0.6148391622904632,0.819219224529804,0.722636391032041,0.040221155039466966,0.7057965901297716,0.7546355261302122
28,29,100,0.7017364289838893,0.5898474538693502,0.8037673388595074,0.6984463091175939,0.04607636143269295,0.6693286957894037,0.7319212146408691
29,30,100,0.6749325911897835,0.562617882875683,0.7796135159033889,0.6711544599832564,0.048752583845295884,0.6409211452356565,0.707574141141741
30,31,100,0.652350388515824,0.5491584154663701,0.775107756518037,0.6481351294034274,0.05329323327610769,0.6159941622142577,0.6802231291518478
31,32,100,0.6283457167895787,0.4924151807687176,0.7582427701382646,0.6211169252573154,0.0541585666434516,0.588983398169397,0.6629099724144312
32,33,100,0.6046164809977403,0.4681617553349859,0.734235834486925,0.6033215807320188,0.05369445718570893,0.5660130510955302,0.6375796637761886
33,34,100,0.5812800371180737,0.4225122042141636,0.700696695031519,0.5736088645585478,0.05380626080912177,0.554317475936517,0.6179265298839456
34,35,100,0.5636379873488021,0.4243232675674377,0.6811445458711168,0.5695598364526124,0.05464907519151011,0.5279975995181726,0.5947807536470693
35,36,100,0.5370641986135734,0.4017954299483433,0.6602451103204957,0.5490016526807517,0.05599911120240334,0.5066144533853842,0.571929525928352
36,37,100,0.5279801995437575,0.4004388743449996,0.6409040575327117,0.5302616166788496,0.054818783624928556,0.48607064308710046,0.5686314664731386
37,38,100,0.5172873934348055,0.3785177624278947,0.6231198518689834,0.5224837702780969,0.05342180660717087,0.4823852995839182,0.5603210333347792
38,39,100,0.5200261207360444,0.4018290322182412,0.6259683255366816,0.5271306265556417,0.04963258773686843,0.48302899768273333,0.5544782500282524
39,40,100,0.5112435463363826,0.3781516201433494,0.6065610396754403,0.5131416614782415,0.05067046871413293,0.4767320778951508,0.5538600252037162
40,41,100,0.515157020139506,0.4042615560969579,0.6184792357829825,0.519017128472686,0.04897081642143159,0.48017284099716806,0.5523306391580036
41,42,100,0.5076135854694042,0.3688219880166104,0.6030535625342903,0.5084068830416786,0.050467464619936606,0.4728960304678361,0.5512763416451503
42,43,100,0.5117140371678612,0.4058175413229806,0.6157303925858741,0.5150015146481315,0.049903211490836256,0.4746324381838106,0.549284935036002
43,44,100,0.5048514095459544,0.3699539638106983,0.5997760602541765,0.5051330336012274,0.05062578431563381,0.47007777071110235,0.5490227455020527
