index,cycle_index,count,mean,min,max,median,std,q25,q75
0,1,100,1.8367425471556245,1.8323887584148373,1.8479408920520075,1.8364539361670649,0.0031627254023110676,1.8344224582890096,1.838474227542583
1,2,100,1.7805369186470883,1.7757958967591023,1.791474013579366,1.7803745491912766,0.003134970134882856,1.7784601418776718,1.7822186781846938
2,3,100,1.7250063624845546,1.7199260987412133,1.7358402101508166,1.7247930838510745,0.0031353171663248145,1.7227971737196885,1.7265481876925386
3,4,100,1.6708023027198435,1.6649907703536062,1.6831083569873613,1.6710137389228203,0.0032973360474093235,1.6684881521572583,1.6722210945106695
4,5,100,1.6184730543330588,1.6121568207907306,1.6310614018155944,1.6184916316232667,0.003498092562463068,1.6167057330242507,1.6202256922375209
5,6,100,1.5682688779940466,1.5608456661416823,1.57883754194078,1.5680543677097716,0.003655933464818049,1.5657571750990364,1.5703856163994034
6,7,100,1.5202664201104001,1.5105805398244427,1.5773550454341732,1.5191482948498516,0.00864916180523203,1.516285956315981,1.5217926177380776
7,8,100,1.477565405169762,1.4620427886858467,1.5958187444695762,1.472276340249521,0.026335708810720282,1.4670866801124829,1.475864295358524
8,9,100,1.4321789624951469,1.414755027601292,1.560490443002697,1.428760958079744,0.023247304381500324,1.4230615838383414,1.4331074944929272
9,10,100,1.384842927416794,1.369273464145476,1.3983098432960737,1.3853563497747237,0.006899294822659711,1.3803515252295873,1.38959122206458
10,11,100,1.342930955849981,1.3250883103766256,1.3693189668507184,1.343539897329808,0.00758164785284085,1.338297485615958,1.3477980427919576
11,12,100,1.30626447115573,1.28573145860645,1.3337575452398165,1.3053618162129346,0.011226790151707614,1.2978214949067035,1.3127579508581675
12,13,100,1.275544507666014,1.2432329781099625,1.3090346065301102,1.2785671629398347,0.015562174514519569,1.2632162893943895,1.2859567140644454
13,14,100,1.239503230546234,1.2037844590843936,1.282504339689348,1.2385669243805526,0.01565360117578064,1.230612732538174,1.2494750109961876
14,15,100,1.2001774209666705,1.16838259281433,1.236104959366917,1.1989642647183345,0.01562500134296442,1.1894155000849205,1.2116822384901975
15,16,100,1.161556398052825,1.1243814062828026,1.2044843394831135,1.1609560409273838,0.01504886398002746,1.1503392019223317,1.1704284000416076
16,17,100,1.1234524648950797,1.094274829905389,1.1597359801245923,1.1229502049274154,0.014321303139706382,1.1133680833239934,1.1332130598277121
17,18,100,1.0881037791345256,1.0545967968475587,1.1324027624419932,1.0877657749741982,0.01663421935933776,1.075747384664119,1.0982246374808249
18,19,100,1.059319002255439,1.0142464955021735,1.1203761109286532,1.054338416019987,0.022609175461311498,1.0431684516348945,1.0757927377663465
19,20,100,1.0368448130955563,0.9793502009771152,1.113977465412802,1.0320407131828433,0.029074843526514297,1.0163334949442988,1.0557470975438359
20,21,100,1.0161468709200658,0.945543464592682,1.0758177061320036,1.0139784230661624,0.03212814209646662,0.9903267719751055,1.0418489984281292
21,22,100,0.9945026706357545,0.9252262662235848,1.0521082517004443,0.9939695441457441,0.03221311597105661,0.9689296965247106,1.0224274453249809
22,23,100,0.9674258380129921,0.8926614888635193,1.028680992227075,0.9704466603759809,0.028202679429727387,0.94764553932052,0.9873816229667034
23,24,100,0.9363747301952479,0.8743752249267944,0.9935686600362612,0.940267532040445,0.024357777518809864,0.9207968328537157,0.9501938178773717
24,25,100,0.9022366074945932,0.8569558610745234,0.9574939224076924,0.9012688073482025,0.021119533669842316,0.8920646558864138,0.9152683119817471
25,26,100,0.8678198779777246,0.8213833341672667,0.9134190875318056,0.8655448049225889,0.01826421253969008,0.8576686364732213,0.8792867687390251
26,27,100,0.8346716180577591,0.7861020558529398,0.8947116127125146,0.8324267846612936,0.01915802199999761,0.8199437268264672,0.8459821031822442
27,28,100,0.8053465839603503,0.7582595445320622,0.8671642277959222,0.8028008814798999,0.022034620684084905,0.7885038695785352,0.8220616675407674
28,29,100,0.7799548210944135,0.7226207537046728,0.8647297052192459,0.7789066368697399,0.02817198001821017,0.7571759300202006,0.7969405258238431
29,30,100,0.7579971622038761,0.6901085729141939,0.8622797365058893,0.751715401217543,0.03418503886213787,0.7319591434135153,0.7802501638533708
30,31,100,0.7375842641078235,0.6532588123919414,0.8592769805687029,0.7377035571849089,0.03967871810419186,0.7069732871802408,0.7569162823800031
31,32,100,0.7175861140335875,0.6218435875625588,0.8388374955994302,0.716329527716141,0.043722780628922875,0.6842604269624928,0.7405961927668666
32,33,100,0.6994702824861367,0.6021743604685434,0.7914949501132206,0.6993916382371064,0.044093578109699265,0.6662697585505989,0.729627881135826
33,34,100,0.6804794703067991,0.5808193321679328,0.7598082646104757,0.6805482559427228,0.041195170924668165,0.6546407840668718,0.7083665911767699
34,35,100,0.6592560708240515,0.5556814099495865,0.7338154064743998,0.65662250627519,0.03602345758183355,0.638218219738877,0.6909115423532666
35,36,100,0.6356878638334968,0.5335349363657318,0.6985256945242571,0.6383410369189138,0.03147850833273739,0.6184116532716567,0.6593272445056111
36,37,100,0.6115565157587075,0.5240367335743493,0.6733328287886543,0.6159517360860796,0.02759943675445237,0.5962583234721671,0.6305166826041797
37,38,100,0.5859408522897083,0.5138773073915704,0.6439042641664336,0.5883614688702241,0.02641409454567315,0.5700459915739218,0.6020491737640014
38,39,100,0.5615696990986816,0.4948105240154448,0.6283921340578063,0.5601915066091552,0.02705712242951338,0.543537961757194,0.5762870691705877
39,40,100,0.5352881399525661,0.4756092113703326,0.6188742633936578,0.5332332941528402,0.028115512680258786,0.5159943460138998,0.5504995272413329
40,41,100,0.510170343436102,0.4540354967611261,0.6239255655324193,0.508216923970435,0.030016432468838797,0.4891410160047736,0.5279170941687568
41,42,100,0.4847390554448399,0.4341268557529589,0.6132326503669452,0.481992338796274,0.03039296570276597,0.4598514745862597,0.5046051300534891
42,43,100,0.46407490927027567,0.4026154919206786,0.6200060027311689,0.45861736356985144,0.03369338436091929,0.4421265614988097,0.48506537301721514
43,44,100,0.44443266833260564,0.3728592335660952,0.592494319475404,0.43739135683018515,0.03643205553994299,0.4224663849356291,0.4636241772228972
44,45,100,0.4276135442354522,0.3397681069465382,0.555793200813591,0.42348816018948754,0.0418451511011874,0.3987888065754064,0.4504468008631862
45,46,100,0.41217399763668466,0.3134042485850496,0.5424414098449983,0.4056527692042383,0.04655163173299209,0.3819860710569595,0.44026136211557615
46,47,100,0.39811419850430035,0.2997833326914548,0.5175322721746857,0.3865025103193251,0.05003440343665602,0.36874485985662153,0.4312254779437726
47,48,100,0.38560707713983744,0.2974024222470006,0.4888260920767537,0.377054318495717,0.04954592022498956,0.3603912904937516,0.4230832915253642
48,49,100,0.3759607752201298,0.2950597625848558,0.4600991676468349,0.37297709719053485,0.046632203246940236,0.35028765472831747,0.4160043733890801
49,50,100,0.36505487214221266,0.2611012379489477,0.4486385219894216,0.36818113218715115,0.04420834351931284,0.32842448720231465,0.3909143462948278
