time,oscillator_id,send_count,transmission_end_time,transmission_time_ms
1750.0,1,1,1770.544,20.544
3016.6632,2,1,3037.2072,20.544
3907.66216,4,1,3928.2061599999997,20.544
4401.52536,0,1,4422.0693599999995,20.544
5909.0,3,1,5929.544,20.544
6878.8632,1,2,6899.4072,20.544
8056.4864,2,2,8077.0304,20.544
9033.472631999999,4,2,9054.016631999999,20.544
9672.2727416,0,2,9692.8167416,20.544
10919.14502248,3,2,10939.689022479999,20.544
11972.110946744,1,3,11992.654946744,20.544
13112.3369640232,2,3,13132.8809640232,20.544
14138.29513160696,4,3,14158.83913160696,20.544
14893.242658602088,0,3,14913.786658602088,20.544
15992.537513316625,3,3,16013.081513316625,20.544
17059.402116715788,1,4,17079.94611671579,20.544
18177.619709830975,2,4,18198.163709830977,20.544
19231.255705074163,4,4,19251.799705074165,20.544
20075.80977254371,0,4,20096.353772543713,20.544
21098.68239108475,3,4,21119.22639108475,20.544
22152.34939902648,1,5,22172.89339902648,20.544
23251.20181658963,2,5,23271.74581658963,20.544
24318.402738528806,4,5,24338.946738528808,20.544
25229.75086233924,0,5,25250.29486233924,20.544
26219.166132461098,3,5,26239.7101324611,20.544
27253.557619056868,1,6,27274.10161905687,20.544
28333.071757329802,2,6,28353.615757329804,20.544
29403.966644169104,4,6,29424.510644169106,20.544
30363.1787968882,0,6,30383.722796888203,20.544
31343.53313178923,3,6,31364.077131789232,20.544
32361.713472876578,1,7,32382.25747287658,20.544
33422.827471993834,2,7,33443.371471993836,20.544
34490.78809251652,4,7,34511.332092516524,20.544
35482.6247855767,0,7,35503.1687855767,20.544
36466.42382792547,3,7,36486.96782792547,20.544
37474.28977939125,1,8,37494.83377939125,20.544
38519.42936421306,2,8,38539.97336421306,20.544
39580.54367402548,4,8,39601.08767402548,20.544
40593.16365211133,0,8,40613.707652111334,20.544
41585.60897518123,3,8,41606.152975181234,20.544
42588.84873812825,1,9,42609.39273812825,20.544
43621.41837638761,2,9,43641.962376387615,20.544
44673.96928473412,4,9,44694.51328473412,20.544
45698.56854189817,0,9,45719.11254189817,20.544
46700.66004519632,3,9,46721.20404519632,20.544
47703.555330248666,1,10,47724.09933024867,20.544
48727.22266254593,2,10,48747.76666254593,20.544
49771.108498077665,4,10,49791.65249807767,20.544
50801.493728752015,0,10,50822.03772875202,20.544
51812.073350263025,3,10,51832.617350263026,20.544
52817.273936252976,1,11,52837.81793625298,20.544
53835.401244658045,2,11,53855.94524465805,20.544
54871.55952205178,4,11,54892.10352205178,20.544
55903.67666674194,0,11,55924.220666741945,20.544
56920.7175452067,3,11,56941.261545206704,20.544
57929.470218939096,1,12,57950.0142189391,20.544
58944.78513694236,2,12,58965.32913694236,20.544
59974.69040651895,4,12,59995.23440651895,20.544
61006.143988675045,0,12,61026.68798867505,20.544
62027.508678247206,3,12,62048.05267824721,20.544
63040.04495673153,1,13,63060.58895673153,20.544
64054.52628287911,2,13,64075.07028287911,20.544
65079.804369427,4,13,65100.348369427,20.544
66109.40530290063,0,13,66129.94930290063,20.544
67133.24086564324,3,13,67153.78486564323,20.544
68149.16692940505,1,14,68169.71092940505,20.544
69164.0816768369,2,14,69184.62567683689,20.544
70186.25076164996,4,14,70206.79476164996,20.544
71213.62214052543,0,14,71234.16614052543,20.544
72238.51844810789,3,14,72259.06244810788,20.544
73257.1355850159,1,15,73277.6795850159,20.544
74273.16104929059,2,15,74293.70504929058,20.544
75293.48704794215,4,15,75314.03104794215,20.544
76318.74481275045,0,15,76339.28881275044,20.544
77343.74955750066,3,15,77364.29355750066,20.544
78364.28297676133,1,16,78384.82697676132,20.544
79381.66082753181,2,16,79402.20482753181,20.544
80401.10238181904,4,16,80421.64638181904,20.544
81424.61528347102,0,16,81445.15928347102,20.544
82449.17247529177,3,16,82469.71647529176,20.544
83470.91302632046,1,17,83491.45702632045,20.544
84489.5996871684,2,17,84510.1436871684,20.544
85508.81477342384,4,17,85529.35877342384,20.544
86531.03833045687,0,17,86551.58233045686,20.544
87554.89543184129,3,17,87575.43943184128,20.544
88577.2709479767,1,18,88597.8149479767,20.544
89597.0642654109,2,18,89617.60826541089,20.544
90616.45282101996,4,18,90636.99682101996,20.544
91637.8258776258,0,18,91658.3698776258,20.544
92660.93776557664,3,18,92681.48176557664,20.544
93683.53419325668,1,19,93704.07819325668,20.544
94704.16844376463,2,19,94724.71244376463,20.544
95723.93070784336,4,19,95744.47470784336,20.544
96744.82052669107,0,19,96765.36452669106,20.544
97767.26579391096,3,19,97787.80979391096,20.544
98789.81687345296,1,20,98810.36087345296,20.544
99811.02617267113,2,20,99831.57017267113,20.544
100831.22254729169,4,20,100851.76654729169,20.544
101851.90433287126,0,20,101872.44833287125,20.544
102873.82055559906,3,20,102894.36455559905,20.544
103896.18117809678,1,21,103916.72517809678,20.544
104917.73587429883,2,21,104938.27987429882,20.544
105938.33974539384,4,21,105958.88374539383,20.544
106958.99815662803,0,21,106979.54215662803,20.544
107980.53703590775,3,21,108001.08103590774,20.544
109002.65113544007,1,22,109023.19513544007,20.544
110024.3736526412,2,22,110044.91765264119,20.544
111045.31311756805,4,22,111065.85711756804,20.544
112066.05584491004,0,22,112086.59984491003,20.544
113087.35587860843,3,22,113107.89987860843,20.544
114109.22575839057,1,23,114129.76975839057,20.544
115130.99248436601,2,23,115151.536484366,20.544
116152.18012760744,4,23,116172.72412760743,20.544
117173.05632971926,0,23,117193.60032971925,20.544
118194.22921394168,3,23,118214.77321394168,20.544
119215.8899950559,1,24,119236.4339950559,20.544
120237.62493757298,2,24,120258.16893757298,20.544
121258.9767705971,4,24,121279.5207705971,20.544
122279.99566198261,0,24,122300.5396619826,20.544
123301.12234835397,3,24,123321.66634835396,20.544
124322.62290104531,1,25,124343.1669010453,20.544
125344.28752661467,2,25,125364.83152661467,20.544
126365.73319740237,4,25,126386.27719740236,20.544
127386.88012260853,0,25,127407.42412260853,20.544
128408.01288063034,3,25,128428.55688063033,20.544
129429.40309492082,1,26,129449.94709492082,20.544
130450.98539710652,2,26,130471.52939710651,20.544
131472.47205731363,4,26,131493.01605731362,20.544
132493.72090302006,0,26,132514.26490302006,20.544
133514.88848734726,3,26,133535.43248734725,20.544
134536.21191264875,1,27,134556.75591264875,20.544
135557.71655176918,2,27,135578.26055176917,20.544
136579.2086056503,4,27,136599.75260565028,20.544
137600.53041380912,0,27,137621.0744138091,20.544
138621.74426528582,3,27,138642.2882652858,20.544
139643.03481843986,1,28,139663.57881843986,20.544
140664.47523177037,2,28,140685.01923177036,20.544
141685.9517934863,4,28,141706.4957934863,20.544
142707.32002771227,0,28,142727.86402771226,20.544
143728.58019401375,3,28,143749.12419401374,20.544
144749.86163111203,1,29,144770.40563111202,20.544
145771.25435157286,2,29,145791.79835157286,20.544
146792.70576091227,4,29,146813.24976091227,20.544
147814.09894767226,0,29,147834.64294767226,20.544
148835.3990201113,3,29,148855.9430201113,20.544
149856.68604781182,1,30,149877.2300478118,20.544
150878.04706044454,2,30,150898.59106044454,20.544
151899.47135077196,4,30,151920.01535077195,20.544
152920.87386860215,0,30,152941.41786860215,20.544
153942.20467465857,3,30,153962.74867465856,20.544
154963.50483586584,1,31,154984.04883586583,20.544
155984.84759307094,2,31,156005.39159307093,20.544
157006.24742346164,4,31,157026.79142346163,20.544
158027.64913506,0,31,158048.19313506,20.544
159049.001212779,3,31,159069.545212779,20.544
160070.31694893978,1,32,160090.86094893978,20.544
161091.6515998316,2,32,161112.19559983158,20.544
162113.0318763726,4,32,162133.5758763726,20.544
163134.42715745379,0,32,163154.97115745378,20.544
164155.79219618143,3,32,164176.33619618142,20.544
165177.1227231123,1,33,165197.66672311228,20.544
166198.4561368158,2,33,166219.0001368158,20.544
167219.82235450557,4,33,167240.36635450556,20.544
168241.2089165693,0,33,168261.7529165693,20.544
169262.5804122978,3,33,169283.1244122978,20.544
170283.92322986794,1,34,170304.46722986794,20.544
171305.25946473144,2,34,171325.80346473143,20.544
172326.61668757332,4,34,172347.1606875733,20.544
173347.9944478705,0,34,173368.5384478705,20.544
174369.36782296962,3,34,174389.91182296962,20.544
175390.71980779845,1,35,175411.26380779844,20.544
176412.06076765154,2,35,176432.60476765153,20.544
177433.41311159678,4,35,177453.95711159677,20.544
178454.78324698837,0,35,178475.32724698837,20.544
179476.15565017523,3,35,179496.69965017523,20.544
180497.51376051147,1,36,180518.05776051147,20.544
181518.85986550953,2,36,181539.40386550952,20.544
182540.2103377706,4,36,182560.7543377706,20.544
183561.57457422305,0,36,183582.11857422304,20.544
184582.94452738957,3,36,184603.48852738956,20.544
185604.3061905749,1,37,185624.85019057489,20.544
186625.65696302912,2,37,186646.2009630291,20.544
187647.00752534816,4,37,187667.55152534816,20.544
188668.36765956058,0,37,188688.91165956057,20.544
189689.73466704087,3,37,189710.27866704087,20.544
190711.09793351468,1,38,190731.64193351468,20.544
191732.45245417478,2,38,191752.99645417478,20.544
192753.80420399614,4,38,192774.34820399614,20.544
193775.16182289124,0,38,193795.70582289124,20.544
194796.52601379598,3,38,194817.07001379598,20.544
195817.88955759906,1,39,195838.43355759906,20.544
