time,oscillator_id,send_count,transmission_end_time,transmission_time_ms
135.0,0,1,135.0,0.0
145.0,1,1,145.0,0.0
215.0,2,1,215.0,0.0
1135.0,0,2,1135.0,0.0
1145.0,1,2,1145.0,0.0
1215.0,2,2,1215.0,0.0
2135.0,0,3,2135.0,0.0
2145.0,1,3,2145.0,0.0
2215.0,2,3,2215.0,0.0
3135.0,0,4,3135.0,0.0
3145.0,1,4,3145.0,0.0
3215.0,2,4,3215.0,0.0
4135.0,0,5,4135.0,0.0
4145.0,1,5,4145.0,0.0
4215.0,2,5,4215.0,0.0
