run_id,coupling_strength,strengrh_ratio,coupling_function,cycle_time,listening_rate,start_timing_mode,random_sampling_method,random_seed,random_run_index,random_start_min,random_start_max,start_step,start_step_count,random_start_candidate_count,selected_start_times,simulation_mode,save_asleep_log,save_carrier_sense_log,carrier_sense_duration_ms,transmission_time_ms,lora_payload_bytes,lora_spreading_factor,lora_bandwidth_hz,lora_coding_rate_denominator,lora_preamble_symbols,lora_explicit_header,lora_crc_enabled,lora_low_data_rate_optimize,tags,ranges
019f2c36-7174-780f-8d32-76b7218c2fe8_0000,0,-0.0001,KURAMOTO,1000,25,random,uniform_without_replacement,1,0,0,100,10,10,11,10;20;90,standard,False,False,0.0,0.0,16,7,125000,5,8,True,True,False,graph_first;graph_id_20260704_171953_f5a90fb3;graph_interval_per_vs_k;coupling_function_KURAMOTO;coupling_strength_0;device_count_3;3dai;start_random;mode_standard,10:5010:0|20:5020:1|90:5090:2
