function_slug,coupling_function,coupling_strength,initial_condition,run_number,run_id,cycle_index,cycle_start_ms,device_id,reference_device_id,reference_event_time_ms,reference_event_type,device_event_time_ms,device_event_type,time_diff_ms,phase_diff_rad,has_reference_event,has_device_event
newsin,NewSIN,24,four_clusters,3,019f4d2c-cd18-7919-bcb7-3034c130ba54_0002,1,0,0,0,1250.0,sent,1250.0,sent,0.0,0.0,True,True
newsin,NewSIN,24,four_clusters,3,019f4d2c-cd18-7919-bcb7-3034c130ba54_0002,1,0,1,0,1250.0,sent,1250.0,sent,0.0,0.0,True,True
newsin,NewSIN,24,four_clusters,3,019f4d2c-cd18-7919-bcb7-3034c130ba54_0002,1,0,2,0,1250.0,sent,1250.0,sent,0.0,0.0,True,True
newsin,NewSIN,24,four_clusters,3,019f4d2c-cd18-7919-bcb7-3034c130ba54_0002,1,0,3,0,1250.0,sent,1250.0,sent,0.0,0.0,True,True
newsin,NewSIN,24,four_clusters,3,019f4d2c-cd18-7919-bcb7-3034c130ba54_0002,1,0,4,0,1250.0,sent,1250.0,sent,0.0,0.0,True,True
newsin,NewSIN,24,four_clusters,3,019f4d2c-cd18-7919-bcb7-3034c130ba54_0002,1,0,5,0,1250.0,sent,1250.0,sent,0.0,0.0,True,True
newsin,NewSIN,24,four_clusters,3,019f4d2c-cd18-7919-bcb7-3034c130ba54_0002,1,0,6,0,1250.0,sent,1250.0,sent,0.0,0.0,True,True
newsin,NewSIN,24,four_clusters,3,019f4d2c-cd18-7919-bcb7-3034c130ba54_0002,1,0,7,0,1250.0,sent,1250.0,sent,0.0,0.0,True,True
newsin,NewSIN,24,four_clusters,3,019f4d2c-cd18-7919-bcb7-3034c130ba54_0002,1,0,8,0,1250.0,sent,1250.0,sent,0.0,0.0,True,True
newsin,NewSIN,24,four_clusters,3,019f4d2c-cd18-7919-bcb7-3034c130ba54_0002,1,0,9,0,1250.0,sent,1250.0,sent,0.0,0.0,True,True
newsin,NewSIN,24,four_clusters,3,019f4d2c-cd18-7919-bcb7-3034c130ba54_0002,1,0,10,0,1250.0,sent,1250.0,sent,0.0,0.0,True,True
newsin,NewSIN,24,four_clusters,3,019f4d2c-cd18-7919-bcb7-3034c130ba54_0002,1,0,11,0,1250.0,sent,1250.0,sent,0.0,0.0,True,True
newsin,NewSIN,24,four_clusters,3,019f4d2c-cd18-7919-bcb7-3034c130ba54_0002,1,0,12,0,1250.0,sent,1250.0,sent,0.0,0.0,True,True
newsin,NewSIN,24,four_clusters,3,019f4d2c-cd18-7919-bcb7-3034c130ba54_0002,1,0,13,0,1250.0,sent,3750.0,sent,2500.0,1.5707963267948966,True,True
newsin,NewSIN,24,four_clusters,3,019f4d2c-cd18-7919-bcb7-3034c130ba54_0002,1,0,14,0,1250.0,sent,3750.0,sent,2500.0,1.5707963267948966,True,True
newsin,NewSIN,24,four_clusters,3,019f4d2c-cd18-7919-bcb7-3034c130ba54_0002,1,0,15,0,1250.0,sent,3750.0,sent,2500.0,1.5707963267948966,True,True
newsin,NewSIN,24,four_clusters,3,019f4d2c-cd18-7919-bcb7-3034c130ba54_0002,1,0,16,0,1250.0,sent,3750.0,sent,2500.0,1.5707963267948966,True,True
