function_slug,coupling_function,coupling_strength,initial_condition,run_number,run_id,cycle_index,cycle_start_ms,device_id,reference_device_id,reference_event_time_ms,reference_event_type,device_event_time_ms,device_event_type,time_diff_ms,phase_diff_rad,has_reference_event,has_device_event
linear,LINEAR,10,uniform_1ms,1,019f4e3f-3bd3-74cf-9084-6f47ded70e8f_0000,1,0,0,0,1250.0,sent,1250.0,sent,0.0,0.0,True,True
linear,LINEAR,10,uniform_1ms,1,019f4e3f-3bd3-74cf-9084-6f47ded70e8f_0000,1,0,1,0,1250.0,sent,1251.0,skipped,1.0,0.0006283185307179586,True,True
linear,LINEAR,10,uniform_1ms,1,019f4e3f-3bd3-74cf-9084-6f47ded70e8f_0000,1,0,2,0,1250.0,sent,1252.0,skipped,2.0,0.0012566370614359172,True,True
linear,LINEAR,10,uniform_1ms,1,019f4e3f-3bd3-74cf-9084-6f47ded70e8f_0000,1,0,3,0,1250.0,sent,1253.0,skipped,3.0,0.0018849555921538759,True,True
linear,LINEAR,10,uniform_1ms,1,019f4e3f-3bd3-74cf-9084-6f47ded70e8f_0000,1,0,4,0,1250.0,sent,1254.0,skipped,4.0,0.0025132741228718345,True,True
linear,LINEAR,10,uniform_1ms,1,019f4e3f-3bd3-74cf-9084-6f47ded70e8f_0000,1,0,5,0,1250.0,sent,1255.0,skipped,5.0,0.003141592653589793,True,True
linear,LINEAR,10,uniform_1ms,1,019f4e3f-3bd3-74cf-9084-6f47ded70e8f_0000,1,0,6,0,1250.0,sent,1256.0,skipped,6.0,0.0037699111843077517,True,True
linear,LINEAR,10,uniform_1ms,1,019f4e3f-3bd3-74cf-9084-6f47ded70e8f_0000,1,0,7,0,1250.0,sent,1257.0,skipped,7.0,0.0043982297150257105,True,True
linear,LINEAR,10,uniform_1ms,1,019f4e3f-3bd3-74cf-9084-6f47ded70e8f_0000,1,0,8,0,1250.0,sent,1258.0,skipped,8.0,0.005026548245743669,True,True
linear,LINEAR,10,uniform_1ms,1,019f4e3f-3bd3-74cf-9084-6f47ded70e8f_0000,1,0,9,0,1250.0,sent,1259.0,skipped,9.0,0.005654866776461627,True,True
