time,oscillator_id,action,carrier_sense_start,carrier_sense_end,blocking_oscillator_id,blocking_transmission_start,blocking_transmission_end
597.0,3,send_clear,592.0,597.0,,,
1086.6272,4,send_clear,1081.6272,1086.6272,,,
2592.0,8,send_clear,2587.0,2592.0,,,
2924.8772,2,send_clear,2919.8772,2924.8772,,,
3238.87106,9,send_clear,3233.87106,3238.87106,,,
4548.0,1,send_clear,4543.0,4548.0,,,
4777.3272,0,send_clear,4772.3272,4777.3272,,,
5135.54356,7,send_clear,5130.54356,5135.54356,,,
5251.8207600000005,5,send_clear,5246.8207600000005,5251.8207600000005,,,
5375.7298971,6,send_clear,5370.7298971,5375.7298971,,,
5622.9598471,3,send_clear,5617.9598471,5622.9598471,,,
6089.471032355,4,send_clear,6084.471032355,6089.471032355,,,
7592.0,8,send_clear,7587.0,7592.0,,,
7934.26054,2,send_clear,7929.26054,7934.26054,,,
8249.667733999999,9,send_clear,8244.667733999999,8249.667733999999,,,
9548.0,1,send_clear,9543.0,9548.0,,,
9791.88804,0,send_clear,9786.88804,9791.88804,,,
10144.387984,7,send_clear,10139.387984,10144.387984,,,
10275.355357,5,send_clear,10270.355357,10275.355357,,,
10410.47546922275,6,send_clear,10405.47546922275,10410.47546922275,,,
10648.471447603999,3,send_clear,10643.471447603999,10648.471447603999,,,
11093.448253117449,4,send_clear,11088.448253117449,11093.448253117449,,,
12592.0,8,send_clear,12587.0,12592.0,,,
12943.174712999999,2,send_clear,12938.174712999999,12943.174712999999,,,
13260.370282949998,9,send_clear,13255.370282949998,13260.370282949998,,,
14548.0,1,send_clear,14543.0,14548.0,,,
14805.720838,0,send_clear,14800.720838,14805.720838,,,
15153.481826700001,7,send_clear,15148.481826700001,15153.481826700001,,,
15297.707080832499,5,send_clear,15292.707080832499,15297.707080832499,,,
15443.382891783407,6,send_clear,15438.382891783407,15443.382891783407,,,
15673.46189374803,3,send_clear,15668.46189374803,15673.46189374803,,,
16098.476135148978,4,send_clear,16093.476135148978,16098.476135148978,,,
17592.0,8,send_clear,17587.0,17592.0,,,
17951.64317735,2,send_clear,17946.64317735,17951.64317735,,,
18270.961127669998,9,send_clear,18265.961127669998,18270.961127669998,,,
19548.0,1,send_clear,19543.0,19548.0,,,
19818.8619961,0,send_clear,19813.8619961,19818.8619961,,,
20162.778035170002,7,send_clear,20157.778035170002,20162.778035170002,,,
20318.968527024583,5,send_clear,20313.968527024583,20318.968527024583,,,
20474.586482856328,6,send_clear,20469.586482856328,20474.586482856328,,,
20697.877667165747,3,send_clear,20692.877667165747,20697.877667165747,,,
21104.47341174982,4,send_clear,21099.47341174982,21104.47341174982,,,
22592.0,8,send_clear,22587.0,22592.0,,,
22959.6882184825,2,send_clear,22954.6882184825,22959.6882184825,,,
23281.424682210625,9,send_clear,23276.424682210625,23281.424682210625,,,
24548.0,1,send_clear,24543.0,24548.0,,,
24831.346096295,0,send_clear,24826.346096295,24831.346096295,,,
25172.233638226255,7,send_clear,25167.233638226255,25172.233638226255,,,
25339.22275712501,5,send_clear,25334.22275712501,25339.22275712501,,,
25504.209576449834,6,send_clear,25499.209576449834,25504.209576449834,,,
25721.91119440302,3,send_clear,25716.91119440302,25721.91119440302,,,
26111.372500882484,4,send_clear,26106.372500882484,26111.372500882484,,,
27592.0,8,send_clear,27587.0,27592.0,,,
27967.331007558376,2,send_clear,27962.331007558376,27967.331007558376,,,
28291.747198478017,9,send_clear,28286.747198478017,28291.747198478017,,,
29548.0,1,send_clear,29543.0,29548.0,,,
29843.205991480256,0,send_clear,29838.205991480256,29843.205991480256,,,
30181.809455888957,7,send_clear,30176.809455888957,30181.809455888957,,,
30358.544335695085,5,send_clear,30353.544335695085,30358.544335695085,,,
30532.36534868546,6,send_clear,30527.36534868546,30532.36534868546,,,
