time,oscillator_id,send_count,transmission_end_time,transmission_time_ms
941.0,18,1,961.544,20.544
1039.6632,6,1,1060.2072,20.544
1156.5964,9,1,1177.1404,20.544
1879.0,0,1,1899.544,20.544
2639.0,13,1,2659.544,20.544
2859.4632,19,1,2880.0072,20.544
3052.30216,7,1,3072.84616,20.544
3228.453848,11,1,3248.997848,20.544
3370.867048,12,1,3391.411048,20.544
3501.5428624799997,16,1,3522.0868624799996,20.544
3953.0,5,1,3973.544,20.544
4184.6632,10,1,4205.2072,20.544
4364.76216,14,1,4385.30616,20.544
4470.42536,4,1,4490.96936,20.544
4633.0451016,15,1,4653.5891016,20.544
4763.31029608,1,1,4783.85429608,20.544
4981.456288824,8,1,5002.000288824,20.544
5941.0,18,2,5961.544,20.544
6091.22744,6,2,6111.7714399999995,20.544
6229.687908,9,2,6250.231908,20.544
6879.0,0,2,6899.544,20.544
7639.0,13,2,7659.544,20.544
7874.48744,19,2,7895.03144,20.544
7998.6136719999995,17,1,8019.157671999999,20.544
8136.8319624,7,2,8157.3759623999995,20.544
8290.67828536,11,2,8311.22228536,20.544
8435.640491232,12,2,8456.184491232,20.544
8575.4680299104,16,2,8596.0120299104,20.544
8953.0,5,2,8973.544,20.544
9196.32744,10,2,9216.871439999999,20.544
9395.394944,14,2,9415.938944,20.544
9529.079435200001,4,2,9549.623435200001,20.544
9689.926308584,15,2,9710.470308584,20.544
9807.566013751199,3,1,9828.110013751198,20.544
9904.49184545784,1,2,9925.03584545784,20.544
10059.827438048864,8,2,10080.371438048864,20.544
10169.836938048862,2,1,10190.380938048862,20.544
10941.0,18,3,10961.544,20.544
11127.322408,6,3,11147.866408,20.544
11280.141458,9,3,11300.685458,20.544
11879.0,0,3,11899.544,20.544
12639.0,13,3,12659.544,20.544
12885.004408,19,3,12905.548408,20.544
13045.6940928,17,2,13066.2380928,20.544
13194.584255096,7,3,13215.128255096,20.544
13348.3808358432,11,3,13368.9248358432,20.544
13496.8182250268,12,3,13517.3622250268,20.544
13642.162217691208,16,3,13662.706217691208,20.544
13953.0,5,3,13973.544,20.544
14204.492408,10,3,14225.036408,20.544
14419.2873832,14,3,14439.8313832,20.544
14577.3050196,4,3,14597.8490196,20.544
14737.303121888799,15,3,14757.847121888799,20.544
14876.109777420726,3,2,14896.653777420726,20.544
14998.845033097206,1,3,15019.389033097206,20.544
15140.929447831457,8,3,15161.473447831457,20.544
15263.233830943793,2,2,15283.777830943793,20.544
15941.0,18,4,15961.544,20.544
16152.5888856,6,4,16173.1328856,20.544
16323.03888628,9,4,16343.582886279999,20.544
16879.0,0,4,16899.544,20.544
17639.0,13,4,17659.544,20.544
17892.3662856,19,4,17912.910285600003,20.544
18080.858950640002,17,3,18101.402950640004,20.544
18241.6298637592,7,4,18262.173863759203,20.544
18398.15338832533,11,4,18418.69738832533,20.544
18551.606658150162,12,4,18572.150658150164,20.544
18701.73113566206,16,4,18722.27513566206,20.544
18958.78254069862,5,4,18979.32654069862,20.544
19211.942647809585,10,4,19232.486647809586,20.544
19438.247162582877,14,4,19458.79116258288,20.544
19616.750862494864,4,4,19637.294862494866,20.544
19782.30064407062,15,4,19802.84464407062,20.544
19931.479105281265,3,3,19952.023105281267,20.544
20071.13837305684,1,4,20091.682373056843,20.544
20213.98499346353,8,4,20234.528993463533,20.544
20346.096573543455,2,3,20366.640573543456,20.544
20941.0,18,5,20961.544,20.544
21170.275419920003,6,5,21190.819419920004,20.544
21358.373046372002,9,5,21378.917046372004,20.544
21879.0,0,5,21899.544,20.544
22639.0,13,5,22659.544,20.544
22897.51959992,19,5,22918.063599920002,20.544
23107.020345424004,17,4,23127.564345424005,20.544
23282.410208258643,7,5,23302.954208258645,20.544
23444.593634305325,11,5,23465.137634305327,20.544
23600.948936519493,12,5,23621.492936519495,20.544
23755.475040634377,16,5,23776.01904063438,20.544
23978.95349067935,5,5,23999.49749067935,20.544
24223.209100670516,10,5,24243.753100670518,20.544
24454.89894400917,14,5,24475.44294400917,20.544
24649.358486949157,4,5,24669.90248694916,20.544
24823.581196934185,15,5,24844.125196934187,20.544
