time,oscillator_id,send_count,transmission_end_time,transmission_time_ms
208.0,2,1,228.544,20.544
257.0,5,1,277.544,20.544
524.0,7,1,544.544,20.544
1119.0,1,1,1139.544,20.544
2056.0,0,1,2076.544,20.544
2305.0,8,1,2325.544,20.544
2404.0,4,1,2424.544,20.544
3095.0,6,1,3115.544,20.544
3194.0,9,1,3214.544,20.544
4927.0,3,1,4947.544,20.544
5208.0,2,2,5228.544,20.544
5257.0,5,2,5277.544,20.544
5524.0,7,2,5544.544,20.544
6119.0,1,2,6139.544,20.544
7056.0,0,2,7076.544,20.544
7305.0,8,2,7325.544,20.544
7404.0,4,2,7424.544,20.544
8095.0,6,2,8115.544,20.544
8194.0,9,2,8214.544,20.544
9927.0,3,2,9947.544,20.544
10208.0,2,3,10228.544,20.544
10257.0,5,3,10277.544,20.544
10524.0,7,3,10544.544,20.544
11119.0,1,3,11139.544,20.544
12056.0,0,3,12076.544,20.544
12305.0,8,3,12325.544,20.544
12404.0,4,3,12424.544,20.544
13095.0,6,3,13115.544,20.544
13194.0,9,3,13214.544,20.544
14927.0,3,3,14947.544,20.544
15208.0,2,4,15228.544,20.544
15257.0,5,4,15277.544,20.544
15524.0,7,4,15544.544,20.544
16119.0,1,4,16139.544,20.544
17056.0,0,4,17076.544,20.544
17305.0,8,4,17325.544,20.544
17404.0,4,4,17424.544,20.544
18095.0,6,4,18115.544,20.544
18194.0,9,4,18214.544,20.544
19927.0,3,4,19947.544,20.544
20208.0,2,5,20228.544,20.544
20257.0,5,5,20277.544,20.544
20524.0,7,5,20544.544,20.544
21119.0,1,5,21139.544,20.544
22056.0,0,5,22076.544,20.544
22305.0,8,5,22325.544,20.544
22404.0,4,5,22424.544,20.544
23095.0,6,5,23115.544,20.544
23194.0,9,5,23214.544,20.544
24927.0,3,5,24947.544,20.544
25208.0,2,6,25228.544,20.544
25257.0,5,6,25277.544,20.544
25524.0,7,6,25544.544,20.544
26119.0,1,6,26139.544,20.544
27056.0,0,6,27076.544,20.544
27305.0,8,6,27325.544,20.544
27404.0,4,6,27424.544,20.544
28095.0,6,6,28115.544,20.544
28194.0,9,6,28214.544,20.544
29927.0,3,6,29947.544,20.544
30208.0,2,7,30228.544,20.544
30257.0,5,7,30277.544,20.544
30524.0,7,7,30544.544,20.544
31119.0,1,7,31139.544,20.544
32056.0,0,7,32076.544,20.544
32305.0,8,7,32325.544,20.544
32404.0,4,7,32424.544,20.544
33095.0,6,7,33115.544,20.544
33194.0,9,7,33214.544,20.544
34927.0,3,7,34947.544,20.544
35208.0,2,8,35228.544,20.544
35257.0,5,8,35277.544,20.544
35524.0,7,8,35544.544,20.544
36119.0,1,8,36139.544,20.544
37056.0,0,8,37076.544,20.544
37305.0,8,8,37325.544,20.544
37404.0,4,8,37424.544,20.544
38095.0,6,8,38115.544,20.544
38194.0,9,8,38214.544,20.544
39927.0,3,8,39947.544,20.544
40208.0,2,9,40228.544,20.544
40257.0,5,9,40277.544,20.544
40524.0,7,9,40544.544,20.544
41119.0,1,9,41139.544,20.544
42056.0,0,9,42076.544,20.544
42305.0,8,9,42325.544,20.544
42404.0,4,9,42424.544,20.544
43095.0,6,9,43115.544,20.544
43194.0,9,9,43214.544,20.544
44927.0,3,9,44947.544,20.544
45208.0,2,10,45228.544,20.544
45257.0,5,10,45277.544,20.544
45524.0,7,10,45544.544,20.544
46119.0,1,10,46139.544,20.544
47056.0,0,10,47076.544,20.544
47305.0,8,10,47325.544,20.544
47404.0,4,10,47424.544,20.544
48095.0,6,10,48115.544,20.544
48194.0,9,10,48214.544,20.544
49927.0,3,10,49947.544,20.544
50208.0,2,11,50228.544,20.544
50257.0,5,11,50277.544,20.544
50524.0,7,11,50544.544,20.544
51119.0,1,11,51139.544,20.544
52056.0,0,11,52076.544,20.544
52305.0,8,11,52325.544,20.544
52404.0,4,11,52424.544,20.544
53095.0,6,11,53115.544,20.544
53194.0,9,11,53214.544,20.544
54927.0,3,11,54947.544,20.544
55208.0,2,12,55228.544,20.544
55257.0,5,12,55277.544,20.544
55524.0,7,12,55544.544,20.544
56119.0,1,12,56139.544,20.544
57056.0,0,12,57076.544,20.544
57305.0,8,12,57325.544,20.544
57404.0,4,12,57424.544,20.544
58095.0,6,12,58115.544,20.544
58194.0,9,12,58214.544,20.544
59927.0,3,12,59947.544,20.544
60208.0,2,13,60228.544,20.544
60257.0,5,13,60277.544,20.544
60524.0,7,13,60544.544,20.544
61119.0,1,13,61139.544,20.544
62056.0,0,13,62076.544,20.544
62305.0,8,13,62325.544,20.544
62404.0,4,13,62424.544,20.544
63095.0,6,13,63115.544,20.544
63194.0,9,13,63214.544,20.544
64927.0,3,13,64947.544,20.544
65208.0,2,14,65228.544,20.544
65257.0,5,14,65277.544,20.544
65524.0,7,14,65544.544,20.544
66119.0,1,14,66139.544,20.544
67056.0,0,14,67076.544,20.544
67305.0,8,14,67325.544,20.544
67404.0,4,14,67424.544,20.544
68095.0,6,14,68115.544,20.544
68194.0,9,14,68214.544,20.544
69927.0,3,14,69947.544,20.544
70208.0,2,15,70228.544,20.544
70257.0,5,15,70277.544,20.544
70524.0,7,15,70544.544,20.544
71119.0,1,15,71139.544,20.544
72056.0,0,15,72076.544,20.544
72305.0,8,15,72325.544,20.544
72404.0,4,15,72424.544,20.544
73095.0,6,15,73115.544,20.544
73194.0,9,15,73214.544,20.544
74927.0,3,15,74947.544,20.544
75208.0,2,16,75228.544,20.544
75257.0,5,16,75277.544,20.544
75524.0,7,16,75544.544,20.544
76119.0,1,16,76139.544,20.544
77056.0,0,16,77076.544,20.544
77305.0,8,16,77325.544,20.544
77404.0,4,16,77424.544,20.544
78095.0,6,16,78115.544,20.544
78194.0,9,16,78214.544,20.544
79927.0,3,16,79947.544,20.544
80208.0,2,17,80228.544,20.544
80257.0,5,17,80277.544,20.544
80524.0,7,17,80544.544,20.544
81119.0,1,17,81139.544,20.544
82056.0,0,17,82076.544,20.544
82305.0,8,17,82325.544,20.544
82404.0,4,17,82424.544,20.544
83095.0,6,17,83115.544,20.544
83194.0,9,17,83214.544,20.544
84927.0,3,17,84947.544,20.544
85208.0,2,18,85228.544,20.544
85257.0,5,18,85277.544,20.544
85524.0,7,18,85544.544,20.544
86119.0,1,18,86139.544,20.544
87056.0,0,18,87076.544,20.544
87305.0,8,18,87325.544,20.544
87404.0,4,18,87424.544,20.544
88095.0,6,18,88115.544,20.544
88194.0,9,18,88214.544,20.544
89927.0,3,18,89947.544,20.544
90208.0,2,19,90228.544,20.544
90257.0,5,19,90277.544,20.544
90524.0,7,19,90544.544,20.544
91119.0,1,19,91139.544,20.544
92056.0,0,19,92076.544,20.544
92305.0,8,19,92325.544,20.544
92404.0,4,19,92424.544,20.544
93095.0,6,19,93115.544,20.544
93194.0,9,19,93214.544,20.544
94927.0,3,19,94947.544,20.544
95208.0,2,20,95228.544,20.544
95257.0,5,20,95277.544,20.544
95524.0,7,20,95544.544,20.544
96119.0,1,20,96139.544,20.544
97056.0,0,20,97076.544,20.544
97305.0,8,20,97325.544,20.544
97404.0,4,20,97424.544,20.544
98095.0,6,20,98115.544,20.544
98194.0,9,20,98214.544,20.544
99927.0,3,20,99947.544,20.544
100208.0,2,21,100228.544,20.544
100257.0,5,21,100277.544,20.544
100524.0,7,21,100544.544,20.544
101119.0,1,21,101139.544,20.544
102056.0,0,21,102076.544,20.544
102305.0,8,21,102325.544,20.544
102404.0,4,21,102424.544,20.544
103095.0,6,21,103115.544,20.544
103194.0,9,21,103214.544,20.544
104927.0,3,21,104947.544,20.544
105208.0,2,22,105228.544,20.544
105257.0,5,22,105277.544,20.544
105524.0,7,22,105544.544,20.544
106119.0,1,22,106139.544,20.544
107056.0,0,22,107076.544,20.544
107305.0,8,22,107325.544,20.544
107404.0,4,22,107424.544,20.544
108095.0,6,22,108115.544,20.544
108194.0,9,22,108214.544,20.544
109927.0,3,22,109947.544,20.544
110208.0,2,23,110228.544,20.544
110257.0,5,23,110277.544,20.544
110524.0,7,23,110544.544,20.544
111119.0,1,23,111139.544,20.544
112056.0,0,23,112076.544,20.544
112305.0,8,23,112325.544,20.544
112404.0,4,23,112424.544,20.544
113095.0,6,23,113115.544,20.544
113194.0,9,23,113214.544,20.544
114927.0,3,23,114947.544,20.544
115208.0,2,24,115228.544,20.544
115257.0,5,24,115277.544,20.544
