coupling_function,phase_difference_rad,coupling_function_value
KURAMOTO,0.7592182246175333,0.6883545756937539
KURAMOTO,0.767944870877505,0.6946583704589973
KURAMOTO,0.7766715171374766,0.7009092642998509
KURAMOTO,0.7853981633974483,0.7071067811865476
KURAMOTO,0.7941248096574199,0.7132504491541816
KURAMOTO,0.8028514559173916,0.7193398003386512
KURAMOTO,0.8115781021773633,0.7253743710122876
KURAMOTO,0.8203047484373349,0.7313537016191705
KURAMOTO,0.8290313946973066,0.7372773368101241
KURAMOTO,0.8377580409572782,0.7431448254773942
KURAMOTO,0.8464846872172498,0.7489557207890021
KURAMOTO,0.8552113334772214,0.754709580222772
KURAMOTO,0.8639379797371931,0.7604059656000309
KURAMOTO,0.8726646259971648,0.766044443118978
KURAMOTO,0.8813912722571364,0.77162458338772
KURAMOTO,0.8901179185171081,0.7771459614569709
KURAMOTO,0.8988445647770797,0.7826081568524139
KURAMOTO,0.9075712110370514,0.788010753606722
KURAMOTO,0.9162978572970231,0.7933533402912352
KURAMOTO,0.9250245035569946,0.7986355100472928
KURAMOTO,0.9337511498169663,0.8038568606172173
KURAMOTO,0.9424777960769379,0.8090169943749475
KURAMOTO,0.9512044423369096,0.8141155183563192
KURAMOTO,0.9599310885968813,0.8191520442889918
KURAMOTO,0.9686577348568529,0.8241261886220157
KURAMOTO,0.9773843811168246,0.8290375725550417
KURAMOTO,0.9861110273767962,0.8338858220671682
KURAMOTO,0.9948376736367679,0.838670567945424
KURAMOTO,1.0035643198967394,0.8433914458128856
KURAMOTO,1.0122909661567112,0.8480480961564261
KURAMOTO,1.0210176124166828,0.8526401643540922
KURAMOTO,1.0297442586766545,0.8571673007021123
KURAMOTO,1.038470904936626,0.8616291604415257
KURAMOTO,1.0471975511965976,0.8660254037844386
KURAMOTO,1.0559241974565694,0.8703556959398997
KURAMOTO,1.064650843716541,0.8746197071393957
KURAMOTO,1.0733774899765127,0.8788171126619654
KURAMOTO,1.0821041362364843,0.8829475928589269
KURAMOTO,1.090830782496456,0.8870108331782217
KURAMOTO,1.0995574287564276,0.8910065241883678
KURAMOTO,1.1082840750163994,0.8949343616020251
KURAMOTO,1.117010721276371,0.898794046299167
KURAMOTO,1.1257373675363425,0.9025852843498605
KURAMOTO,1.1344640137963142,0.9063077870366499
KURAMOTO,1.1431906600562858,0.9099612708765432
KURAMOTO,1.1519173063162575,0.9135454576426009
KURAMOTO,1.160643952576229,0.917060074385124
KURAMOTO,1.1693705988362009,0.9205048534524404
KURAMOTO,1.1780972450961724,0.9238795325112867
KURAMOTO,1.1868238913561442,0.9271838545667874
KURAMOTO,1.1955505376161157,0.9304175679820246
KURAMOTO,1.2042771838760873,0.9335804264972017
KURAMOTO,1.213003830136059,0.9366721892483976
KURAMOTO,1.2217304763960306,0.9396926207859083
KURAMOTO,1.2304571226560024,0.9426414910921784
KURAMOTO,1.239183768915974,0.9455185755993167
KURAMOTO,1.2479104151759457,0.9483236552061993
KURAMOTO,1.2566370614359172,0.9510565162951535
KURAMOTO,1.265363707695889,0.9537169507482269
KURAMOTO,1.2740903539558606,0.9563047559630354
KURAMOTO,1.2828170002158321,0.958819734868193
KURAMOTO,1.2915436464758039,0.9612616959383189
