time,oscillator_id,action,carrier_sense_start,carrier_sense_end,blocking_oscillator_id,blocking_transmission_start,blocking_transmission_end
1214.0,1,send_clear,1209.0,1214.0,,,
2141.4896000000003,0,send_clear,2136.4896000000003,2141.4896000000003,,,
3635.0,4,send_clear,3630.0,3635.0,,,
5012.0,3,send_clear,5007.0,5012.0,,,
5986.1896,2,send_clear,5981.1896,5986.1896,,,
6927.460239999999,1,send_clear,6922.460239999999,6927.460239999999,,,
7867.352776,0,send_clear,7862.352776,7867.352776,,,
8862.6070984,4,send_clear,8857.6070984,8862.6070984,,,
10012.0,3,send_clear,10007.0,10012.0,,,
11027.90856,2,send_clear,11022.90856,11027.90856,,,
12036.353328,1,send_clear,12031.353328,12036.353328,,,
13037.942872799998,0,send_clear,13032.942872799998,13037.942872799998,,,
14038.898895359998,4,send_clear,14033.898895359998,14038.898895359998,,,
15054.698605823998,3,send_clear,15049.698605823998,15054.698605823998,,,
16070.509201241599,2,send_clear,16065.509201241599,16070.509201241599,,,
17085.583213917438,1,send_clear,17080.583213917438,17085.583213917438,,,
18099.308779805695,0,send_clear,18094.308779805695,18099.308779805695,,,
19111.757391361127,4,send_clear,19106.757391361127,19111.757391361127,,,
20124.541112807416,3,send_clear,20119.541112807416,20124.541112807416,,,
21137.627521650837,2,send_clear,21132.627521650837,21137.627521650837,,,
22150.9126908775,1,send_clear,22145.9126908775,22150.9126908775,,,
23164.24189977032,0,send_clear,23159.24189977032,23164.24189977032,,,
24177.483048929404,4,send_clear,24172.483048929404,24177.483048929404,,,
25190.678455317207,3,send_clear,25185.678455317207,25190.678455317207,,,
26203.862961950574,2,send_clear,26198.862961950574,26203.862961950574,,,
27217.05753484327,1,send_clear,27212.05753484327,27217.05753484327,,,
28230.265571335975,0,send_clear,28225.265571335975,28230.265571335975,,,
29243.47691909532,4,send_clear,29238.47691909532,29243.47691909532,,,
30256.68667271751,3,send_clear,30251.68667271751,30256.68667271751,,,
31269.89390164082,2,send_clear,31264.89390164082,31269.89390164082,,,
32283.099864961066,1,send_clear,32278.099864961066,32283.099864961066,,,
33296.30603559856,0,send_clear,33291.30603559856,33296.30603559856,,,
34309.51272394824,4,send_clear,34304.51272394824,34309.51272394824,,,
35322.71971882517,3,send_clear,35317.71971882517,35322.71971882517,,,
36335.92673710673,2,send_clear,36330.92673710673,36335.92673710673,,,
37349.13364989217,1,send_clear,37344.13364989217,37349.13364989217,,,
38362.34048846281,0,send_clear,38357.34048846281,38362.34048846281,,,
39375.54731201135,4,send_clear,39370.54731201135,39375.54731201135,,,
40388.75415269274,3,send_clear,40383.75415269274,40388.75415269274,,,
41401.96101113414,2,send_clear,41396.96101113414,41401.96101113414,,,
42415.167875009945,1,send_clear,42410.167875009945,42415.167875009945,,,
43428.37473635523,0,send_clear,43423.37473635523,43428.37473635523,,,
44441.58159392085,4,send_clear,44436.58159392085,44441.58159392085,,,
45454.78844979804,3,send_clear,45449.78844979804,45454.78844979804,,,
46467.995305931654,2,send_clear,46462.995305931654,46467.995305931654,,,
47481.20216283949,1,send_clear,47476.20216283949,47481.20216283949,,,
48494.409020191066,0,send_clear,48489.409020191066,48494.409020191066,,,
49507.61587756404,4,send_clear,49502.61587756404,49507.61587756404,,,
50520.82273478744,3,send_clear,50515.82273478744,50520.82273478744,,,
51534.02959190187,2,send_clear,51529.02959190187,51534.02959190187,,,
52547.23644899563,1,send_clear,52542.23644899563,52547.23644899563,,,
53560.44330611518,0,send_clear,53555.44330611518,53560.44330611518,,,
54573.65016326007,4,send_clear,54568.65016326007,54573.65016326007,,,
55586.85702041281,3,send_clear,55581.85702041281,55586.85702041281,,,
56600.06387756172,2,send_clear,56595.06387756172,56600.06387756172,,,
57613.27073470511,1,send_clear,57608.27073470511,57613.27073470511,,,
58626.47759184612,0,send_clear,58621.47759184612,58626.47759184612,,,
59639.684448987515,4,send_clear,59634.684448987515,59639.684448987515,,,
60652.89130613005,3,send_clear,60647.89130613005,60652.89130613005,,,
61666.098163273215,2,send_clear,61661.098163273215,61666.098163273215,,,
62679.3050204164,1,send_clear,62674.3050204164,62679.3050204164,,,
63692.51187755937,0,send_clear,63687.51187755937,63692.51187755937,,,
64705.71873470219,4,send_clear,64700.71873470219,64705.71873470219,,,
65718.92559184498,3,send_clear,65713.92559184498,65718.92559184498,,,
66732.1324489878,2,send_clear,66727.1324489878,66732.1324489878,,,
67745.33930613066,1,send_clear,67740.33930613066,67745.33930613066,,,
68758.54616327352,0,send_clear,68753.54616327352,68758.54616327352,,,
69771.75302041639,4,send_clear,69766.75302041639,69771.75302041639,,,
70784.95987755925,3,send_clear,70779.95987755925,70784.95987755925,,,
71798.1667347021,2,send_clear,71793.1667347021,71798.1667347021,,,
72811.37359184495,1,send_clear,72806.37359184495,72811.37359184495,,,
73824.5804489878,0,send_clear,73819.5804489878,73824.5804489878,,,
74837.78730613066,4,send_clear,74832.78730613066,74837.78730613066,,,
75850.99416327351,3,send_clear,75845.99416327351,75850.99416327351,,,
76864.20102041637,2,send_clear,76859.20102041637,76864.20102041637,,,
