run_id,final_10_cycle_adjacent_phase_gap_std_mean_rad,final_10_observed_cycle_count,coupling_function,device_count,k
019f6676-f3b0-71db-a0d9-f604effb9783_0000,0.08677804668324485,10,LINEAR,10,7
019f6676-f3b1-7047-b840-4a5cb265516d_0001,0.08468441140995417,10,LINEAR,10,7
019f6676-f3b2-7a44-9313-8b23b53f39cd_0002,0.1341099505497964,10,LINEAR,10,7
019f6676-f3b3-700e-8f44-386e52ef7812_0003,0.17708843145397374,10,LINEAR,10,7
019f6676-f3b4-77d0-b075-66ec4720211d_0004,0.02373359801523526,10,LINEAR,10,7
019f6676-f3b5-7bae-ac8f-25cab7a8aa1e_0005,0.09535897322194795,10,LINEAR,10,7
019f6676-f3b6-7a8a-b223-d82070cd573d_0006,0.02785368628656565,10,LINEAR,10,7
019f6676-f3b7-7abb-9b64-4f5d474e3b7f_0007,0.08290160157902471,10,LINEAR,10,7
019f6676-f3b8-74b0-a1a5-0584240c89de_0008,0.47981337088203607,10,LINEAR,10,7
019f6676-f3b9-7a4f-81d3-03887787c28a_0009,0.0414099816293297,10,LINEAR,10,7
019f6676-f3ba-7afe-bc44-5083782059e9_0010,0.02464835899180289,10,LINEAR,10,7
019f6676-f3bb-782b-852b-78f719b500dc_0011,0.0844502771654003,10,LINEAR,10,7
019f6676-f3bc-7a39-a78a-7d7368699997_0012,0.15341790288317955,10,LINEAR,10,7
019f6676-f3bd-74bc-9c76-e037158020d2_0013,0.023602010294895403,10,LINEAR,10,7
019f6676-f3be-7a3d-8fbb-382c6c744119_0014,0.09581047763356874,10,LINEAR,10,7
019f6676-f3bf-70ca-8c15-4338153330b2_0015,0.023502855450305903,10,LINEAR,10,7
019f6676-f3c0-769a-89c3-7d636fc39a27_0016,0.21952097021103317,10,LINEAR,10,7
019f6676-f3c1-79c1-8e5b-d2ad15dad45e_0017,0.04938286046453498,10,LINEAR,10,7
019f6676-f3c2-7161-912c-8644fc9585e3_0018,0.1094018590415559,10,LINEAR,10,7
019f6676-f3c3-7585-a9cb-db3a9dd8d3dc_0019,0.21495875265634634,10,LINEAR,10,7
019f6676-f3c4-7c31-b155-29e90bb5f14b_0020,0.2660283177747705,10,LINEAR,10,7
019f6676-f3c5-7081-8547-90c293864184_0021,0.023661282895271946,10,LINEAR,10,7
019f6676-f3c6-77eb-9c5a-fef14e51d931_0022,0.023518391220631797,10,LINEAR,10,7
019f6676-f3c7-79aa-b24a-fdff8e4e0dea_0023,0.0241072772228521,10,LINEAR,10,7
019f6676-f3c8-7f01-b723-ed3b7c9d60f4_0024,0.024391354518310444,10,LINEAR,10,7
019f6676-f3c9-7af8-934b-0a88787b9f69_0025,0.2972114550576061,10,LINEAR,10,7
019f6676-f3ca-7c41-89f6-0f5f51f8d272_0026,0.10654611551730184,10,LINEAR,10,7
019f6676-f3cb-7414-958c-1aa6f4791a04_0027,0.31967522647990754,10,LINEAR,10,7
019f6676-f3cc-7c6d-8f6e-568f9629e83c_0028,0.13359821075257114,10,LINEAR,10,7
019f6676-f3cd-741a-9377-47e35d5b805f_0029,0.26172626207714733,10,LINEAR,10,7
019f6676-f3ce-7335-9e28-a6b6d5649ebc_0030,0.024325564702877757,10,LINEAR,10,7
019f6676-f3cf-7954-ada4-fcd72b019205_0031,0.12434164313607858,10,LINEAR,10,7
019f6676-f3d0-74a5-8903-e2ba3cc8fbc1_0032,0.02610587586517927,10,LINEAR,10,7
019f6676-f3d1-79d1-9676-ae7228bbedfb_0033,0.25396231287013543,10,LINEAR,10,7
019f6676-f3d2-732c-8252-c5bd0cdd579a_0034,0.25716350998297977,10,LINEAR,10,7
019f6676-f3d3-7d0b-a6de-57e5cd05fc7f_0035,0.024635384443983502,10,LINEAR,10,7
