run_id,final_10_cycle_adjacent_phase_gap_std_mean_rad,final_10_observed_cycle_count,coupling_function,device_count,k
019f6644-cd88-71c4-84b7-f5f3f3f085d9_0000,0.02386619984179017,10,KURAMOTO,50,20
019f6644-cd89-7a49-83b5-bb6a9100b6c2_0001,0.03899185824592281,10,KURAMOTO,50,20
019f6644-cd8a-7bf9-8958-d963ae261c79_0002,0.0275371615528572,10,KURAMOTO,50,20
019f6644-cd8b-767a-a75d-b52e29d26371_0003,0.018976899896644514,10,KURAMOTO,50,20
019f6644-cd8c-73be-bc5b-b069dd14bff6_0004,0.02776169750374712,10,KURAMOTO,50,20
019f6644-cd8d-7718-b807-3e8e30ea5bc6_0005,0.036198133512690266,10,KURAMOTO,50,20
019f6644-cd8e-710b-ac2e-927ba3493d2b_0006,0.023663048139879232,10,KURAMOTO,50,20
019f6644-cd8f-739e-96ac-75a2dd16090b_0007,0.027827707055056345,10,KURAMOTO,50,20
019f6644-cd90-77f0-89c2-63eaf67fb5ff_0008,0.0409049714796419,10,KURAMOTO,50,20
019f6644-cd91-7c98-854e-a1042a42aafb_0009,0.02532048875827661,10,KURAMOTO,50,20
019f6644-cd92-71c6-a7c1-15981be7888f_0010,0.0358230167131985,10,KURAMOTO,50,20
019f6644-cd93-7e55-b372-8e9755aa064c_0011,0.028761477634540435,10,KURAMOTO,50,20
019f6644-cd94-7b3e-b07d-0da11b1b5bd4_0012,0.0396165425759756,10,KURAMOTO,50,20
019f6644-cd95-7d12-bd30-9fe88193265a_0013,0.01845403029212254,10,KURAMOTO,50,20
019f6644-cd96-754a-aa64-85cf1412783c_0014,0.023299872353679956,10,KURAMOTO,50,20
019f6644-cd97-779c-83f0-38ccdec75883_0015,0.021942830487441757,10,KURAMOTO,50,20
019f6644-cd98-7062-8097-b5d174827b3c_0016,0.07092270772702933,10,KURAMOTO,50,20
019f6644-cd99-7db0-a8d9-e0f83823d741_0017,0.02990555053108921,10,KURAMOTO,50,20
019f6644-cd9a-7aec-b585-16264375f54c_0018,0.03138346360865486,10,KURAMOTO,50,20
019f6644-cd9b-7767-bd6f-5b0e6d8ac332_0019,0.03536252157473703,10,KURAMOTO,50,20
019f6644-cd9c-74fa-913c-bc47a843a775_0020,0.06632052301859268,10,KURAMOTO,50,20
019f6644-cd9d-7a13-bb0c-2d69f0044fb5_0021,0.025580263871058256,10,KURAMOTO,50,20
019f6644-cd9e-704a-8345-2cfd664f9a42_0022,0.009372577124968612,10,KURAMOTO,50,20
019f6644-cd9f-7b7b-89d1-e417e0e98333_0023,0.028188202487765136,10,KURAMOTO,50,20
019f6644-cda0-7cef-9600-95f3219d3463_0024,0.03769632883771052,10,KURAMOTO,50,20
019f6644-cda1-7f5f-8f88-bb497a829eca_0025,0.04862927807531876,10,KURAMOTO,50,20
019f6644-cda2-7722-89a5-e2a342742b50_0026,0.025870226570091682,10,KURAMOTO,50,20
019f6644-cda3-737f-9565-5169f294477f_0027,0.01354513980795107,10,KURAMOTO,50,20
019f6644-cda4-7421-b299-8b8e25cb772f_0028,0.03685279577153639,10,KURAMOTO,50,20
019f6644-cda5-7799-b515-f777a9ae888b_0029,0.030692053017188237,10,KURAMOTO,50,20
019f6644-cda6-7c6f-819b-5441dd7cc5f3_0030,0.030403765699082423,10,KURAMOTO,50,20
019f6644-cda7-7035-a892-6a545dc84f81_0031,0.03087686103316331,10,KURAMOTO,50,20
019f6644-cda8-71ca-92cf-bf57b9a427ce_0032,0.034614618951189724,10,KURAMOTO,50,20
019f6644-cda9-792c-8b42-d6d3ed7040c7_0033,0.0365688039248099,10,KURAMOTO,50,20
019f6644-cdaa-7d90-83af-1ea8808ae22b_0034,0.03483146690592877,10,KURAMOTO,50,20
019f6644-cdab-7a63-9072-34600044cc95_0035,0.019798508254905797,10,KURAMOTO,50,20
019f6644-cdac-7291-99de-03b5399717a5_0036,0.03790817241838411,10,KURAMOTO,50,20
