run_id,final_10_cycle_adjacent_phase_gap_std_mean_rad,final_10_observed_cycle_count,coupling_function,device_count,k
019f6673-6e35-7ab1-9706-6c2e02eb2ca8_0000,0.4828721568885257,10,LINEAR,10,1
019f6673-6e36-7a7b-b9db-625ab94cdd7b_0001,0.4071428054516926,10,LINEAR,10,1
019f6673-6e37-73a1-bed1-190f4c84b454_0002,0.4314568440482723,10,LINEAR,10,1
019f6673-6e38-7588-bac1-4825253bd56e_0003,0.513879499128439,10,LINEAR,10,1
019f6673-6e39-7a8a-9bd0-c1ad3b16d93a_0004,0.23767193293546413,10,LINEAR,10,1
019f6673-6e3a-76a8-8812-8bc040255e5c_0005,0.3655109490642903,10,LINEAR,10,1
019f6673-6e3b-73a0-8b10-ff578c336abf_0006,0.3385462034843709,10,LINEAR,10,1
019f6673-6e3c-7980-ae60-df87a9d5fe64_0007,0.48129014238589535,10,LINEAR,10,1
019f6673-6e3d-7c47-9795-1e76ad902385_0008,0.7711329587136516,10,LINEAR,10,1
019f6673-6e3e-78e2-921a-886792906bbb_0009,0.4529140237395726,10,LINEAR,10,1
019f6673-6e3f-79ba-b947-9f4f91d2295a_0010,0.3745518382840559,10,LINEAR,10,1
019f6673-6e40-72c9-9b29-2c09b3c80a0f_0011,0.47026215565962415,10,LINEAR,10,1
019f6673-6e41-7656-866d-f1f1dcee87f4_0012,0.4259644494651041,10,LINEAR,10,1
019f6673-6e42-7eef-b792-253c8adae9f3_0013,0.1926377878933441,10,LINEAR,10,1
019f6673-6e43-7d6a-8039-054fc2157a59_0014,0.5049123397968517,10,LINEAR,10,1
019f6673-6e44-7d7e-9fde-cfab4efc79c6_0015,0.17619969131741592,10,LINEAR,10,1
019f6673-6e45-728a-bd2a-1dd795377722_0016,0.6544641982109123,10,LINEAR,10,1
019f6673-6e46-75bd-abb9-a11508aeb434_0017,0.3983004534902295,10,LINEAR,10,1
019f6673-6e47-7773-84af-c954a8d4ecc7_0018,0.4648168683600183,10,LINEAR,10,1
019f6673-6e48-7afd-bc10-beb05b795ca5_0019,0.615081223214635,10,LINEAR,10,1
019f6673-6e49-7450-b392-d7ee103c166f_0020,0.5736710338937581,10,LINEAR,10,1
019f6673-6e4a-71cc-86b1-fa030529e52d_0021,0.2343716103433883,10,LINEAR,10,1
019f6673-6e4b-7efa-a221-857b3fdfdfbb_0022,0.1734032865872439,10,LINEAR,10,1
019f6673-6e4c-756b-836a-c96467b4a3b3_0023,0.19973331302785172,10,LINEAR,10,1
019f6673-6e4d-7730-a6f7-b305e78beb6c_0024,0.28086055142086197,10,LINEAR,10,1
019f6673-6e4e-76f1-9774-9691ffcea7e5_0025,0.6748100941547773,10,LINEAR,10,1
019f6673-6e4f-7d97-8b81-3e9fe8ff2ba6_0026,0.43931045143852243,10,LINEAR,10,1
019f6673-6e50-77ab-81ed-8b96362c2707_0027,0.6761464963781221,10,LINEAR,10,1
019f6673-6e51-769c-a979-1da65e4a9915_0028,0.4160531433952365,10,LINEAR,10,1
019f6673-6e52-7eb0-8dbc-581413bb33a2_0029,0.6471481767219727,10,LINEAR,10,1
019f6673-6e53-74a3-a731-7667d0ef6167_0030,0.2801599697683167,10,LINEAR,10,1
019f6673-6e54-7ebd-ab1d-e81932339de2_0031,0.4248430274080296,10,LINEAR,10,1
019f6673-6e55-7b4e-bbed-77a1df729b57_0032,0.2773217803333265,10,LINEAR,10,1
019f6673-6e56-7faa-a32e-d54cb7172f01_0033,0.706361391339692,10,LINEAR,10,1
019f6673-6e57-7c07-93ac-2e34108ee0ce_0034,0.5717998965270257,10,LINEAR,10,1
019f6673-6e58-7f3a-9b8d-681394ee9917_0035,0.23297313415274817,10,LINEAR,10,1
019f6673-6e59-719b-85e5-b3f3335d3cef_0036,0.39539529841202065,10,LINEAR,10,1
019f6673-6e5a-7ab3-94bd-9f4d18137e02_0037,0.6348448248502898,10,LINEAR,10,1
019f6673-6e5b-7ae9-b578-a7cc3e19848b_0038,0.3815101790684559,10,LINEAR,10,1
019f6673-6e5c-794d-9a5e-1731354c0533_0039,0.3901754063463261,10,LINEAR,10,1
019f6673-6e5d-74d9-a3ce-a653aa4af2cc_0040,0.44258954128559386,10,LINEAR,10,1
019f6673-6e5e-761b-8801-47cd2e61e3d1_0041,0.42765908177560263,10,LINEAR,10,1
019f6673-6e5f-728b-a84c-992821b1253b_0042,0.6865985768060698,10,LINEAR,10,1
019f6673-6e60-7dd0-b890-a519fdee7fd5_0043,0.5921515285976608,10,LINEAR,10,1
019f6673-6e61-75f5-87b8-0d8200e6c913_0044,0.44223152370699614,10,LINEAR,10,1
019f6673-6e62-73a6-ad1a-931996009d52_0045,0.5347347774550183,10,LINEAR,10,1
019f6673-6e63-79f4-b854-b40cc56d4099_0046,0.6671185956377033,10,LINEAR,10,1
019f6673-6e64-7f74-b123-b7b03e179169_0047,0.49795579777030474,10,LINEAR,10,1
019f6673-6e65-7b7d-89f1-b5f439ffc559_0048,0.39559918778051484,10,LINEAR,10,1
019f6673-6e66-73e4-b2a7-1e21270deacd_0049,0.4648086577512068,10,LINEAR,10,1
019f6673-6e67-7750-94de-bb92b7e666b0_0050,0.502843335838927,10,LINEAR,10,1
019f6673-6e68-70ac-ae14-4ada82e75ba9_0051,0.31897286761360716,10,LINEAR,10,1
019f6673-6e69-7b62-9f1c-5b8a8df6eb65_0052,0.2857137865433,10,LINEAR,10,1
019f6673-6e6a-746c-b741-0cf196ebc6ca_0053,0.35637274260235174,10,LINEAR,10,1
019f6673-6e6b-756a-9b6e-d1458c13abee_0054,0.43994489099965434,10,LINEAR,10,1
019f6673-6e6c-7cdb-97a6-f3251de08d09_0055,0.43975449144320694,10,LINEAR,10,1
019f6673-6e6d-7517-b27c-f1d25efbcc96_0056,0.5876594144618928,10,LINEAR,10,1
019f6673-6e6e-7773-99e6-88cf32989046_0057,0.5355978690552746,10,LINEAR,10,1
019f6673-6e6f-766f-ae2e-119d6451b291_0058,0.38947623784834756,10,LINEAR,10,1
019f6673-6e70-7939-b137-e7ffbacacf4b_0059,0.48904763465403844,10,LINEAR,10,1
019f6673-6e71-7064-80f0-d4e241819f1e_0060,0.5080884949928699,10,LINEAR,10,1
019f6673-6e72-7545-8ace-61bebace9cbb_0061,0.4919123535468593,10,LINEAR,10,1
019f6673-6e73-79a6-aa9d-b6e488c1beed_0062,0.27017975557482843,10,LINEAR,10,1
019f6673-6e74-7fd9-9775-35e4c69ee81f_0063,0.45884142119641763,10,LINEAR,10,1
019f6673-6e75-794e-9cb1-ba33760cbac0_0064,0.4777409502011933,10,LINEAR,10,1
019f6673-6e76-7c55-899d-919b131ddfce_0065,0.6594686890205314,10,LINEAR,10,1
019f6673-6e77-7c64-b7fb-ee187468e7b1_0066,0.5451448886152728,10,LINEAR,10,1
019f6673-6e78-78e4-9041-beebcf8f76a4_0067,0.53205575929098,10,LINEAR,10,1
019f6673-6e79-7511-8199-ef069f5690e5_0068,0.7395119699698887,10,LINEAR,10,1
019f6673-6e7a-77c0-9dd9-3d67d5d3c2b6_0069,0.25518925500602874,10,LINEAR,10,1
019f6673-6e7b-702d-969d-42f2913ec150_0070,0.5524951768505717,10,LINEAR,10,1
019f6673-6e7c-7402-9599-bd82c7f9c599_0071,0.6939252181623287,10,LINEAR,10,1
019f6673-6e7d-746d-98f6-182f735300d0_0072,0.7771944904044163,10,LINEAR,10,1
019f6673-6e7e-7c2c-9595-dd9c1f6dd33e_0073,0.5167612579595204,10,LINEAR,10,1
019f6673-6e7f-730a-be8d-50236df92324_0074,0.5581081771004366,10,LINEAR,10,1
019f6673-6e80-75cd-af16-1d11e4aeffa7_0075,0.7635982681010192,10,LINEAR,10,1
019f6673-6e81-7bd1-b414-a61927089dc4_0076,0.36686713503361035,10,LINEAR,10,1
019f6673-6e82-767f-b5b5-de96dbd210f8_0077,0.736245231361263,10,LINEAR,10,1
019f6673-6e83-797c-a564-cb09a3a5da99_0078,0.28033278067218903,10,LINEAR,10,1
019f6673-6e84-74b4-8366-21bc3ddfdc4e_0079,0.4616543418892215,10,LINEAR,10,1
019f6673-6e85-79e2-935e-869fa241ff30_0080,0.40282273023763604,10,LINEAR,10,1
019f6673-6e86-7108-81bb-6fac50f2f815_0081,0.5801811318028649,10,LINEAR,10,1
019f6673-6e87-7002-bd74-6c38aed0146c_0082,0.6562863322971321,10,LINEAR,10,1
019f6673-6e88-78c5-822e-15fcc5c8eb6f_0083,0.3309531947843546,10,LINEAR,10,1
019f6673-6e89-77d2-8ac8-2882a6d260e0_0084,0.6302822808133013,10,LINEAR,10,1
019f6673-6e8a-7562-bc74-542e6896b616_0085,0.3407902494417902,10,LINEAR,10,1
