run_id,final_10_cycle_adjacent_phase_gap_std_mean_rad,final_10_observed_cycle_count,coupling_function,device_count,k
019f6699-3082-70b9-a1da-d0c6581bd832_0000,0.3204665115265906,10,LINEAR,20,500
019f6699-3083-7f5f-9a3a-29b497c1403d_0001,0.3275790156971704,10,LINEAR,20,500
019f6699-3084-7896-a1e6-9f3ec54460ea_0002,0.3118953240667407,10,LINEAR,20,500
019f6699-3085-75a3-9bb4-6846c319069b_0003,0.30980009961371174,10,LINEAR,20,500
019f6699-3086-7ef0-a4a7-05b3b029fd94_0004,0.32311490609751975,10,LINEAR,20,500
019f6699-3087-7701-8b2b-290d300c2acf_0005,0.35917830759791614,10,LINEAR,20,500
019f6699-3088-70d6-acb6-26813f605921_0006,0.2972064600378644,9,LINEAR,20,500
019f6699-3089-74be-86ed-75e6b97cf743_0007,0.2837573021341588,10,LINEAR,20,500
019f6699-308a-75cc-8b3c-9c437a11333e_0008,0.28590433530257087,10,LINEAR,20,500
019f6699-308b-785f-89d4-5f75180bb658_0009,0.29888765432892256,10,LINEAR,20,500
019f6699-308c-77e8-bc12-d36be76f4b97_0010,0.3591697514978712,10,LINEAR,20,500
019f6699-308d-71a2-8d73-ba24f8907e26_0011,0.3535093277097035,10,LINEAR,20,500
019f6699-308e-7a7b-9eb8-b71fbec3a02b_0012,0.31648026000550544,10,LINEAR,20,500
019f6699-308f-7dda-94c4-9d3c52c6997e_0013,0.29862058147411635,9,LINEAR,20,500
019f6699-3090-7594-b2d6-0a2a447358df_0014,0.2896335338422997,10,LINEAR,20,500
019f6699-3091-7769-9bff-fff8f6e94fc7_0015,0.27738649842668905,9,LINEAR,20,500
019f6699-3092-7ff6-bd33-b973dbd17a39_0016,0.33702272549628376,10,LINEAR,20,500
019f6699-3093-79cc-8c53-525be0b6a58f_0017,0.30288813184495084,10,LINEAR,20,500
019f6699-3094-7f40-8267-e40a55efa826_0018,0.28445054098988276,8,LINEAR,20,500
019f6699-3095-72e2-8c3c-e15490b03a3b_0019,0.32788829859266094,10,LINEAR,20,500
019f6699-3096-7cd0-ba42-2ac2e8329959_0020,0.303760280113509,10,LINEAR,20,500
019f6699-3097-733e-90c3-88824e0e5fc2_0021,0.3601953244380106,10,LINEAR,20,500
019f6699-3098-7159-8f21-82cb9ba03b27_0022,0.2890717581014314,10,LINEAR,20,500
019f6699-3099-771c-8b52-837bfd1bc5be_0023,0.31996515154727306,10,LINEAR,20,500
019f6699-309a-762a-bbf1-4b98c232e1cc_0024,0.2924656255273128,9,LINEAR,20,500
019f6699-309b-7ef8-87d6-68a3b8fe8c90_0025,0.2947489386761609,10,LINEAR,20,500
019f6699-309c-777f-b112-3cb30cff55a8_0026,0.30054161878795543,9,LINEAR,20,500
019f6699-309d-7e60-9d13-e9c96ed3aec3_0027,0.28910856007315316,2,LINEAR,20,500
019f6699-309e-7e77-bff3-dc0453cdddc9_0028,0.3272545409318728,10,LINEAR,20,500
019f6699-309f-76e2-b911-205b35857804_0029,0.3410382373395089,10,LINEAR,20,500
019f6699-30a0-745e-b06b-8ed3c2e1da04_0030,0.3626827847973658,10,LINEAR,20,500
019f6699-30a1-705d-bb80-7326470976a0_0031,0.3120725116343691,10,LINEAR,20,500
019f6699-30a2-71f6-a242-2f1a8bbcd453_0032,0.2895496085917637,10,LINEAR,20,500
019f6699-30a3-7eb9-a175-7036762edf98_0033,0.29123104593043203,10,LINEAR,20,500
019f6699-30a4-72be-9899-34e092ba8c96_0034,0.3041533575491625,10,LINEAR,20,500
019f6699-30a5-7c3b-ba14-ccacffc1821c_0035,0.32784485126316937,10,LINEAR,20,500
019f6699-30a6-71e2-bdce-79b35a3904e7_0036,0.2747303874944472,8,LINEAR,20,500
019f6699-30a7-7631-9089-64424ab6bddb_0037,0.3046356173202497,10,LINEAR,20,500
019f6699-30a8-7c02-ab0c-6af2b60e176f_0038,0.2988241419681259,10,LINEAR,20,500
019f6699-30a9-7587-aaf9-b7930e041fc4_0039,0.3031179937162968,10,LINEAR,20,500
019f6699-30aa-7e56-a70a-06d373999306_0040,0.31100099086996585,9,LINEAR,20,500
019f6699-30ab-7cc3-8d6a-af667abeb32c_0041,0.27177557554106085,10,LINEAR,20,500
019f6699-30ac-71bb-b52c-ba95c690cfdb_0042,0.28178939442398515,9,LINEAR,20,500
019f6699-30ad-72ea-92ea-9388175db833_0043,0.2943838255490673,9,LINEAR,20,500
019f6699-30ae-76e4-9a90-79ee91e5da84_0044,0.3105259073337707,10,LINEAR,20,500
019f6699-30af-787c-9968-6cc9edd75a35_0045,0.3302059177280182,10,LINEAR,20,500
019f6699-30b0-71af-82e0-83d4e0e1ef5f_0046,0.31152243756619075,10,LINEAR,20,500
