run_id,final_10_cycle_adjacent_phase_gap_std_mean_rad,final_10_observed_cycle_count,coupling_function,device_count,k
019f6604-48fc-7142-b049-105937d21e4e_0000,0.5278198245101895,10,KURAMOTO,5,50
019f6604-48fd-7896-9dd7-18de46b100fe_0001,0.7069274607616756,10,KURAMOTO,5,50
019f6604-48fe-7a61-8a26-50f8a571f5b4_0002,0.859145519721215,10,KURAMOTO,5,50
019f6604-48ff-7231-a5a5-b8a315b88912_0003,0.8983966329176646,10,KURAMOTO,5,50
019f6604-4900-7860-a9df-8482b3a31d33_0004,0.6351884681530953,10,KURAMOTO,5,50
019f6604-4901-7586-a22d-1660ab95b492_0005,0.4427016845610237,10,KURAMOTO,5,50
019f6604-4902-791b-9a7c-6856862e81c9_0006,0.6333713182794709,10,KURAMOTO,5,50
019f6604-4903-7c6a-bd91-221741376e9f_0007,0.865778499810364,10,KURAMOTO,5,50
019f6604-4904-78b5-906b-49c0b4f73844_0008,0.9258668579576927,10,KURAMOTO,5,50
019f6604-4905-75d4-bfde-1a87f53cc81d_0009,0.4250870986057785,10,KURAMOTO,5,50
019f6604-4906-70bb-9880-ea04bc852914_0010,0.6324393066149433,10,KURAMOTO,5,50
019f6604-4907-7c2d-b01e-e5346ac55988_0011,0.900335235387795,10,KURAMOTO,5,50
019f6604-4908-7e17-82e5-63b5d41a0292_0012,0.6039648522079304,10,KURAMOTO,5,50
019f6604-4909-7e5e-97a2-1060b7f6d386_0013,0.5878821785178606,10,KURAMOTO,5,50
019f6604-490a-7fb3-aab4-e3e1a83f9c87_0014,0.7427542675777279,10,KURAMOTO,5,50
019f6604-490b-744f-8e51-0a40bbb5cfa5_0015,0.6107036836885089,10,KURAMOTO,5,50
019f6604-490c-7e74-b645-355899a0ac55_0016,0.6617947715535996,10,KURAMOTO,5,50
019f6604-490d-70cd-acca-5bf76b8da2da_0017,0.48300895780614567,10,KURAMOTO,5,50
019f6604-490e-7a13-92ef-3a9aaeb04e0a_0018,0.8993590129079717,10,KURAMOTO,5,50
019f6604-490f-7470-87c5-7b795183a049_0019,0.6499528997519043,10,KURAMOTO,5,50
019f6604-4910-725c-a213-1ce1fce40f88_0020,0.8471785213011345,10,KURAMOTO,5,50
