run_id,final_10_cycle_adjacent_phase_gap_std_mean_rad,final_10_observed_cycle_count,coupling_function,device_count,k
019f6681-363c-7519-9435-7e1918613acb_0000,0.33258817029623444,10,LINEAR,10,500
019f6681-363d-7125-9bd0-16445962e754_0001,0.33187343706623795,10,LINEAR,10,500
019f6681-363e-74d1-bd30-1b30a2868184_0002,0.33156024927379535,10,LINEAR,10,500
019f6681-363f-703c-b7a0-a4d69376e9dc_0003,0.3318138448995802,10,LINEAR,10,500
019f6681-3640-7a75-9b47-cdda83d45d78_0004,0.2763447163939843,10,LINEAR,10,500
019f6681-3641-7c53-b540-91947515e4be_0005,0.3316776844421287,10,LINEAR,10,500
019f6681-3642-7ac4-8a6d-63642e7d9f11_0006,0.3310284513933905,10,LINEAR,10,500
019f6681-3643-7825-9777-f426b53fe327_0007,0.33159072611714546,10,LINEAR,10,500
019f6681-3644-7a2d-8cca-0acb2d8d3ca8_0008,0.2740060120997073,10,LINEAR,10,500
019f6681-3645-7a3a-b620-89b5ef8d6e9f_0009,0.3339993415858664,10,LINEAR,10,500
019f6681-3646-75c7-8d88-b131cddbefe4_0010,0.33456483557485517,10,LINEAR,10,500
019f6681-3647-78af-9017-c033e3056175_0011,0.2744287574052107,10,LINEAR,10,500
019f6681-3648-7a1b-811d-ee2fc96ed7a9_0012,0.3333783987943103,10,LINEAR,10,500
019f6681-3649-721a-bc6a-966f9fc78ef8_0013,0.333943306174143,10,LINEAR,10,500
019f6681-364a-79ec-a555-905420c14b9f_0014,0.33181705396694466,10,LINEAR,10,500
019f6681-364b-7fb7-b54d-cf1880cc71d7_0015,0.33424994931419827,10,LINEAR,10,500
019f6681-364c-773a-81a2-368ec8333b8d_0016,0.3320606838994353,10,LINEAR,10,500
019f6681-364d-7053-a9f1-54668ae7fc67_0017,0.33186287515838553,10,LINEAR,10,500
019f6681-364e-7118-9f24-714582a78a31_0018,0.27693625044579206,10,LINEAR,10,500
019f6681-364f-7c39-babc-b6c18038d836_0019,0.3315471199193488,10,LINEAR,10,500
019f6681-3650-7d02-a850-2b823939bfc6_0020,0.27366014541772954,10,LINEAR,10,500
019f6681-3651-7c1b-870f-9037321c51fd_0021,0.33435736182937725,10,LINEAR,10,500
019f6681-3652-74bc-8d78-783ff7eea298_0022,0.33118814767455323,10,LINEAR,10,500
019f6681-3653-7fc2-a42f-2767520dbcb8_0023,0.33093563158633676,10,LINEAR,10,500
019f6681-3654-7a40-99af-3862e128f67b_0024,0.3318433567629082,10,LINEAR,10,500
019f6681-3655-77b9-b1ec-e6fbfcab4318_0025,0.274444853504212,10,LINEAR,10,500
019f6681-3656-79f9-9226-118a871d7d62_0026,0.3338667654511106,10,LINEAR,10,500
019f6681-3657-7405-a85a-f64a060e04fc_0027,0.2768420513685531,10,LINEAR,10,500
019f6681-3658-7184-93a7-348df91fc35e_0028,0.33142434656953473,10,LINEAR,10,500
019f6681-3659-7e80-bfd8-bb6199c86ad0_0029,0.33235187380435893,10,LINEAR,10,500
019f6681-365a-747c-84db-4bd685bcd497_0030,0.3348074156939609,10,LINEAR,10,500
019f6681-365b-7adc-8cf8-6432d21a39e6_0031,0.2766315929080413,10,LINEAR,10,500
019f6681-365c-7b20-b5e7-40d91c9f1b02_0032,0.33458527483019773,10,LINEAR,10,500
019f6681-365d-7540-9161-aa66b447411f_0033,0.3302918188207794,10,LINEAR,10,500
019f6681-365e-71a1-a92f-ad7c1eaa700a_0034,0.33451037203907846,10,LINEAR,10,500
019f6681-365f-7c4e-b554-5d376e9ed51e_0035,0.33117950493310955,10,LINEAR,10,500
019f6681-3660-7590-ac00-01b7280e82a1_0036,0.34132129702837305,10,LINEAR,10,500
019f6681-3661-7f78-af8b-a4ef4f8535cd_0037,0.33000348555958364,10,LINEAR,10,500
019f6681-3662-7058-be56-6ed1a710eab8_0038,0.3342835718950274,10,LINEAR,10,500
019f6681-3663-7d87-a051-fe2df1d5daff_0039,0.27646663123077214,10,LINEAR,10,500
019f6681-3664-75c3-80e5-04ddf0481162_0040,0.3316125294311401,10,LINEAR,10,500
019f6681-3665-7d33-8a32-bb04960618ac_0041,0.3308073324509473,10,LINEAR,10,500
019f6681-3666-7a36-aaed-3977da38f40d_0042,0.3313637868894729,10,LINEAR,10,500
019f6681-3667-7505-b72b-6f4e45e99a73_0043,0.33218729113886836,10,LINEAR,10,500
019f6681-3668-7be4-910d-d6fc906bb269_0044,0.33130887116531454,10,LINEAR,10,500
019f6681-3669-70f9-aff8-a9b02b3e6678_0045,0.3307602890053873,10,LINEAR,10,500
019f6681-366a-796b-a5a3-692d172f1d2d_0046,0.27686530585074015,10,LINEAR,10,500
019f6681-366b-781e-aaec-891d44cb8bea_0047,0.33022052775905814,10,LINEAR,10,500
019f6681-366c-75e5-abba-3bd5ce0c8a85_0048,0.3323222310177761,10,LINEAR,10,500
019f6681-366d-7d71-963e-3cc309c24a50_0049,0.3309479075745585,10,LINEAR,10,500
019f6681-366e-7e7f-a6e8-4d8701d51abb_0050,0.27765403002349254,10,LINEAR,10,500
019f6681-366f-7989-aacd-eb65972e257e_0051,0.33041512824329666,10,LINEAR,10,500
019f6681-3670-706d-bff3-887a14706d27_0052,0.3315527704170994,10,LINEAR,10,500
019f6681-3671-7993-8542-79bdacb272e2_0053,0.3344575291926989,10,LINEAR,10,500
019f6681-3672-720f-a77c-06c0dd1f8865_0054,0.33467311503575325,10,LINEAR,10,500
019f6681-3673-75d9-b264-4d7978b71f59_0055,0.33383148044551086,10,LINEAR,10,500
019f6681-3674-7737-ab4a-e166cc3d61ca_0056,0.33365446035442725,10,LINEAR,10,500
019f6681-3675-7a28-a2fd-868adb26fc70_0057,0.3348436628916239,10,LINEAR,10,500
019f6681-3676-7422-ad85-23234c1629c1_0058,0.33242889052633434,10,LINEAR,10,500
019f6681-3677-7fe0-a918-bcd17246205b_0059,0.33238077086266393,10,LINEAR,10,500
019f6681-3678-77eb-88c0-428f6126c675_0060,0.27365528865474265,10,LINEAR,10,500
019f6681-3679-7777-9187-b6c7808a2ac2_0061,0.27393525268496366,10,LINEAR,10,500
019f6681-367a-7f52-a8ad-96c200794112_0062,0.33174272364080265,10,LINEAR,10,500
019f6681-367b-7927-8a89-4ddfc1fb3c63_0063,0.27698624416721945,10,LINEAR,10,500
019f6681-367c-78d7-8aa5-b40f20e0f2ee_0064,0.3315623248704055,10,LINEAR,10,500
019f6681-367d-7913-a25e-37f581eede61_0065,0.27424318832984307,10,LINEAR,10,500
019f6681-367e-76e2-843a-dec0b1505a40_0066,0.27397570074987976,10,LINEAR,10,500
019f6681-367f-7768-8d46-b9c04c7b01d0_0067,0.331450050704167,10,LINEAR,10,500
019f6681-3680-77ec-b21b-ffb4c0ca6db6_0068,0.27448265806518685,10,LINEAR,10,500
019f6681-3681-7fd1-a43a-7023eb819001_0069,0.3312201171521066,10,LINEAR,10,500
019f6681-3682-758e-af2d-e464edc8859b_0070,0.33131438251008216,10,LINEAR,10,500
019f6681-3683-7cfd-adab-a32f574ac840_0071,0.33165849619678245,10,LINEAR,10,500
019f6681-3684-7df5-99ae-1192e5c6770d_0072,0.3320631659133283,10,LINEAR,10,500
019f6681-3685-7799-9ddc-8c2a094fe260_0073,0.3320481456133777,10,LINEAR,10,500
019f6681-3686-7d2f-bfeb-6f42f9b8ccc9_0074,0.33174688249158696,10,LINEAR,10,500
019f6681-3687-7292-b217-8e45565d63b3_0075,0.33210810276491093,10,LINEAR,10,500
019f6681-3688-7d67-814d-5876965c2300_0076,0.3342022029930788,10,LINEAR,10,500
019f6681-3689-77ca-8eda-636fe65023b4_0077,0.3315299640674656,10,LINEAR,10,500
019f6681-368a-7c61-990c-dd0d555f8af0_0078,0.3320387539109546,10,LINEAR,10,500
019f6681-368b-702d-b627-f9fdd7ac03be_0079,0.27651244212465836,10,LINEAR,10,500
019f6681-368c-73c9-95ad-b68f727ab87d_0080,0.33158868247035367,10,LINEAR,10,500
019f6681-368d-7f7a-8885-64f9c26252b3_0081,0.3315609962972256,10,LINEAR,10,500
019f6681-368e-7e5f-8dbe-d1221f07370b_0082,0.33060530431893,10,LINEAR,10,500
019f6681-368f-7a74-a3cf-761f0cd602fb_0083,0.2769397723221577,10,LINEAR,10,500
019f6681-3690-7d96-819d-9bb3a28df7c9_0084,0.3346025429762892,10,LINEAR,10,500
019f6681-3691-7927-b4ee-fea796efee0e_0085,0.33217964456120674,10,LINEAR,10,500
019f6681-3692-7186-b778-f83acf6f22dd_0086,0.3303715517826372,10,LINEAR,10,500
019f6681-3693-77ff-a46c-1dc7b4521b1c_0087,0.332178467293644,10,LINEAR,10,500
019f6681-3694-7184-87c5-87420feb85fc_0088,0.33184993763711396,10,LINEAR,10,500
019f6681-3695-721a-962f-6e1e2bfb77d2_0089,0.33222376874626847,10,LINEAR,10,500
019f6681-3696-758a-b4da-6a89c43c5849_0090,0.3319239865944338,10,LINEAR,10,500
019f6681-3697-7268-826c-87081893d02d_0091,0.3345913541134043,10,LINEAR,10,500
019f6681-3698-7f74-a41c-05df89ffaa96_0092,0.27431526730906153,10,LINEAR,10,500
019f6681-3699-7746-8e4f-1a97336da57e_0093,0.3350243041235478,10,LINEAR,10,500
019f6681-369a-73cc-ba1e-2bb77bedfc0d_0094,0.33162729824075154,10,LINEAR,10,500
019f6681-369b-74a0-a1f4-08fa283d6d01_0095,0.3347418325325213,10,LINEAR,10,500
019f6681-369c-722d-bbcc-407d94782a7f_0096,0.3319100108896727,10,LINEAR,10,500
019f6681-369d-77c5-805f-62191d4e20d9_0097,0.3344382357291952,10,LINEAR,10,500
019f6681-369e-7447-84b9-14b8a22ed9df_0098,0.3311376264987502,10,LINEAR,10,500
019f6681-369f-719e-a7e1-9ee45d935eec_0099,0.3346637576307409,10,LINEAR,10,500
019f6681-36a0-758c-8ded-18dcd14f17d7_0100,0.27390789881706823,10,LINEAR,10,500
019f6681-36a1-7135-a051-55894bc22c8a_0101,0.33410828670916426,10,LINEAR,10,500
019f6681-36a2-793c-ab5c-e31f741932b1_0102,0.33187181998538245,10,LINEAR,10,500
019f6681-36a3-770b-8227-2caa47b5cd82_0103,0.33216318121236676,10,LINEAR,10,500
019f6681-36a4-70dd-8698-d42283f2ccef_0104,0.3302874086250284,10,LINEAR,10,500
019f6681-36a5-7cb3-ac06-05d5134e10f9_0105,0.27701646712806804,10,LINEAR,10,500
019f6681-36a6-767c-b4cd-c040e1f0ec93_0106,0.330080539013291,10,LINEAR,10,500
019f6681-36a7-7d64-a325-7103475e5d15_0107,0.2737649654112755,10,LINEAR,10,500
019f6681-36a8-7909-9310-891bbf841851_0108,0.33162138118342355,10,LINEAR,10,500
019f6681-36a9-7e24-b33e-66eb28b18dd0_0109,0.33229631953243377,10,LINEAR,10,500
019f6681-36aa-704c-9a87-32efbbe40e8e_0110,0.334119245764911,10,LINEAR,10,500
019f6681-36ab-7de4-ae2e-9bd7f04a4273_0111,0.3320711278706112,10,LINEAR,10,500
019f6681-36ac-7091-a3e0-e3ff72ed8ce5_0112,0.3336674343581611,10,LINEAR,10,500
019f6681-36ad-7fe2-ac14-8c6de366029a_0113,0.33361657023094715,10,LINEAR,10,500
019f6681-36ae-72aa-930e-ded51d5d0e2f_0114,0.3309339842876702,10,LINEAR,10,500
019f6681-36af-785c-8be4-abc33c37d2c4_0115,0.33396911178273897,10,LINEAR,10,500
019f6681-36b0-796d-8943-b1584877a97b_0116,0.33102495382260655,10,LINEAR,10,500
019f6681-36b1-7212-a4e6-7185ef25e608_0117,0.27633957007840837,10,LINEAR,10,500
019f6681-36b2-7289-90cf-6cd7139e91c3_0118,0.2737123272827559,10,LINEAR,10,500
019f6681-36b3-74c3-a475-cb21a996d1bb_0119,0.3316104684540646,10,LINEAR,10,500
019f6681-36b4-721c-b34a-8af448bcfb8c_0120,0.2771567350659313,10,LINEAR,10,500
019f6681-36b5-7011-9ea6-ac6ca9c3c631_0121,0.33219122905581033,10,LINEAR,10,500
019f6681-36b6-7295-90ec-ec36d8169abf_0122,0.3314197396981485,10,LINEAR,10,500
019f6681-36b7-753d-a27e-6071d6fd224f_0123,0.3350487725517107,10,LINEAR,10,500
019f6681-36b8-77b3-ab42-f7688b6f5635_0124,0.2767815023842719,10,LINEAR,10,500
019f6681-36b9-7ecb-91cb-b89bdd4464c7_0125,0.3314924733908002,10,LINEAR,10,500
019f6681-36ba-7f15-9148-9fa82ff71e62_0126,0.33190552998041445,10,LINEAR,10,500
019f6681-36bb-7efb-a224-0b77c3c083af_0127,0.3338520190435431,10,LINEAR,10,500
019f6681-36bc-78ed-a7a0-6239e44116b9_0128,0.33146662949920364,10,LINEAR,10,500
019f6681-36bd-789a-97f7-07b323711b23_0129,0.33026316837436004,10,LINEAR,10,500
019f6681-36be-7054-8ffa-7b52594806f5_0130,0.2738258542266453,10,LINEAR,10,500
019f6681-36bf-7cb2-a1ce-378a9b1765d9_0131,0.3317034661675709,10,LINEAR,10,500
019f6681-36c0-7cc0-b5da-478ec154fd23_0132,0.33303627615125253,10,LINEAR,10,500
019f6681-36c1-7bd3-b8d4-aa9e8fd6cec7_0133,0.33457928868847875,10,LINEAR,10,500
019f6681-36c2-7898-84be-ee2af5488a57_0134,0.2741358098479438,10,LINEAR,10,500
019f6681-36c3-75af-b31a-7f459f18229d_0135,0.33190643040161794,10,LINEAR,10,500
019f6681-36c4-764f-8779-1ae5abe8d2f1_0136,0.331093608211925,10,LINEAR,10,500
019f6681-36c5-7fb2-9971-3a5febbfda83_0137,0.33075339943479415,10,LINEAR,10,500
019f6681-36c6-77fd-af3b-eb73c45adbfe_0138,0.33310281019423865,10,LINEAR,10,500
019f6681-36c7-74d3-9f98-928635fd0293_0139,0.3315270103048411,10,LINEAR,10,500
019f6681-36c8-7777-9a44-eaa68edc9895_0140,0.3344012587120312,10,LINEAR,10,500
019f6681-36c9-7763-9af8-4d632b2fa4c0_0141,0.27711437279860934,10,LINEAR,10,500
019f6681-36ca-7f50-a91d-0ad6d0f4f8db_0142,0.3343944110700182,10,LINEAR,10,500
019f6681-36cb-701c-81b2-6b995294b4a0_0143,0.33112885031474615,10,LINEAR,10,500
019f6681-36cc-7c09-8c15-61aee4be6f9a_0144,0.33039526858267243,10,LINEAR,10,500
019f6681-36cd-7de7-afa9-bfb4df128029_0145,0.3330495717538175,10,LINEAR,10,500
019f6681-36ce-7c93-b7c0-ae31b9920754_0146,0.33415643350825797,10,LINEAR,10,500
019f6681-36cf-7479-9b41-7d3822d6ae53_0147,0.27725822209294926,10,LINEAR,10,500
019f6681-36d0-791d-85ce-0e4b0bf2044f_0148,0.33138163357633277,10,LINEAR,10,500
019f6681-36d1-7695-b351-d7fe21276fac_0149,0.27631435497919304,10,LINEAR,10,500
019f6681-36d2-71cd-99fb-2e8a735389f1_0150,0.33109638752258047,10,LINEAR,10,500
019f6681-36d3-7d37-a2af-5b0d5821ad9b_0151,0.2773300389548796,10,LINEAR,10,500
